,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
51,0,5,0,0,2,5,0,0,4,0,0,5,0,0,2,0,0,3,0,0,0,0,7,4,0,0,6,14,4,0,3,0,0,0,7,8,17,7,7,16,11,23,16,6,6,9,18,26,41,41,37,35,44,50,49,40,31,21,11,14,24,20,21,12,2,0,0,0,5,0,0,2,0,5,0,5,0,6,7,0,1,9,18,8,1,9,0,9,13,20,10,9,0,5,10,18,25,17,20,10,6,0,0,0,7,2,5,9,12,8,18,25,27,17,5,2,5,5,9,4,0,3,10,3,2,0,0,3,7
52,0,0,4,0,1,2,5,0,5,9,0,0,5,0,5,7,5,0,1,0,0,5,0,5,2,0,5,4,13,4,0,0,0,0,0,6,7,16,6,6,14,13,23,16,6,11,14,16,29,40,39,37,34,49,48,47,41,31,21,11,14,22,19,21,12,2,0,0,0,10,0,1,0,0,5,0,4,0,11,7,0,0,8,17,7,1,8,0,7,12,18,8,14,4,3,9,23,24,16,19,9,4,0,0,1,8,0,3,8,10,8,16,23,25,16,6,0,5,5,10,3,0,3,8,1,0,0,0,1
53,0,0,0,9,0,6,7,1,0,5,5,0,5,1,0,5,7,1,0,0,4,0,6,0,1,6,0,1,3,18,9,0,5,0,4,0,2,6,13,3,4,14,18,19,13,6,11,10,19,28,36,35,41,39,48,44,45,38,31,21,16,12,19,15,17,11,1,0,0,0,6,0,0,5,5,10,4,4,1,7,11,1,0,7,14,4,0,8,0,11,8,19,9,10,0,0,13,20,28,18,16,6,8,0,0,0,9,0,0,4,7,6,12,22,29,19,7,0,5,3,7,0,5,0,9,2,0,0,0
54,0,0,6,0,9,0,3,5,0,0,3,4,0,3,0,0,4,5,0,0,0,3,0,9,0,0,5,0,2,8,15,5,0,4,0,3,0,8,7,12,2,4,11,16,21,12,5,10,9,19,28,34,32,40,38,47,44,45,37,34,24,19,14,17,13,15,12,2,0,0,0,6,0,0,2,2,7,3,3,0,4,10,4,2,6,12,6,0,11,1,10,9,18,8,9,0,3,12,18,26,19,15,5,10,0,0,0,8,1,0,4,6,5,12,19,29,19,7,0,5,3,6,0,4,0,6,2,3,0
55,0,0,0,10,0,13,4,0,4,0,0,2,8,0,2,0,0,0,4,0,5,0,5,0,5,5,0,1,0,6,12,15,9,0,9,0,0,0,4,3,8,1,8,7,13,20,11,1,9,9,16,24,39,31,39,37,44,41,44,34,38,28,16,10,13,12,11,8,1,0,0,0,2,4,4,6,7,6,2,0,5,1,6,1,0,2,9,5,1,16,6,12,8,14,4,6,0,2,17,20,22,15,20,10,7,0,2,0,4,0,0,0,2,4,17,19,31,21,9,0,2,0,10,0,6,2,3,0,0
56,0,0,6,0,10,3,10,2,0,3,0,0,0,6,0,1,0,0,0,4,0,4,0,8,0,2,4,0,2,0,3,8,12,8,0,8,0,6,1,3,2,7,0,6,9,12,19,10,0,9,9,14,27,38,29,38,37,44,40,47,37,41,31,19,8,11,13,10,7,0,0,0,0,0,1,1,3,6,5,0,0,4,4,8,0,0,4,8,8,6,15,5,11,6,13,4,5,0,7,15,21,21,12,22,12,7,0,1,1,4,0,0,0,0,7,17,21,30,20,9,0,1,0,9,0,3,2,6,0
57,0,0,0,2,0,6,0,18,8,0,11,1,0,8,6,0,1,8,0,0,0,0,0,0,7,0,2,3,0,0,0,0,4,11,4,0,7,0,3,0,2,0,3,8,4,9,12,18,8,0,7,17,17,27,35,28,38,37,42,37,43,34,39,39,29,17,8,12,8,7,8,0,0,0,0,0,0,1,6,13,3,0,1,2,6,8,0,2,5,4,5,11,5,19,9,13,4,3,0,5,12,20,17,12,22,12,3,0,0,0,4,0,0,0,0,7,13,20,28,20,10,0,0,0,5,0,3,0,4
58,0,0,0,0,0,0,5,8,15,5,1,9,0,0,5,3,0,0,12,2,0,0,1,0,0,7,0,0,0,0,0,8,0,1,11,1,0,3,0,0,0,0,0,0,4,1,6,8,16,6,0,7,17,17,31,30,28,34,35,39,36,40,30,35,35,33,23,11,10,5,3,5,0,0,0,0,0,0,0,3,13,3,0,0,0,2,4,0,0,5,0,6,8,9,14,5,10,0,3,0,2,8,20,13,12,19,13,3,0,0,0,0,0,4,0,0,8,11,18,25,16,6,0,0,1,6,0,0,0
59,0,2,0,0,5,0,0,5,9,16,6,3,7,0,1,6,4,0,2,13,3,1,0,0,0,0,8,0,0,0,0,0,6,0,1,10,1,0,2,0,0,2,0,0,0,5,2,6,10,17,7,0,7,18,21,31,35,29,36,34,37,35,40,30,35,33,32,23,13,11,5,8,5,0,0,0,0,2,1,0,3,12,2,0,0,0,2,6,0,0,5,0,7,8,9,15,6,9,0,1,0,2,10,20,18,17,16,13,3,0,1,0,0,0,1,5,0,10,13,23,26,16,4,0,0,0,7,0,0
60,0,0,0,0,0,1,0,8,5,9,24,14,2,15,5,1,6,12,2,3,9,3,0,0,0,0,0,7,0,0,0,0,0,5,0,0,9,0,0,1,0,0,0,8,0,0,5,1,4,10,15,15,5,8,15,21,31,35,27,33,30,34,33,48,38,32,30,31,21,13,19,9,7,1,0,0,0,0,2,9,0,2,9,0,0,8,0,0,3,0,0,1,0,15,7,9,15,5,5,0,0,0,0,8,20,18,13,15,10,1,0,0,0,0,0,1,1,0,8,13,23,24,14,3,0,0,0,4,0
61,0,0,1,0,0,0,0,0,7,4,14,23,13,5,14,4,0,3,10,2,0,8,0,0,2,0,0,2,13,3,0,0,0,2,1,0,2,10,6,2,3,0,0,0,10,0,0,7,0,4,10,12,11,4,6,17,21,31,34,27,30,30,36,38,45,36,38,32,30,20,10,18,11,4,0,0,0,0,0,0,5,0,2,11,1,0,10,0,0,0,2,0,0,5,17,7,8,14,4,3,6,2,0,2,10,19,15,15,21,11,1,2,2,0,0,0,0,0,0,7,13,22,21,16,6,0,0,0,4
62,0,0,0,0,0,0,0,0,0,5,4,13,19,12,4,12,2,0,0,12,2,0,4,0,8,0,0,8,4,9,0,0,0,8,0,0,8,1,12,14,10,2,0,0,0,8,0,8,6,2,3,9,8,9,1,14,17,23,30,32,23,28,30,35,37,42,38,46,36,28,19,10,26,16,4,0,0,0,0,0,0,4,0,2,10,0,0,9,0,0,8,0,0,0,13,19,9,7,10,0,5,14,4,0,2,10,15,23,17,20,13,9,10,0,0,0,0,0,0,0,9,12,18,29,19,7,2,0,0
63,0,0,0,0,1,0,0,0,5,5,5,4,13,19,17,9,17,7,0,2,11,7,0,2,0,7,5,0,7,4,9,0,0,0,7,0,0,7,2,10,12,10,2,0,0,5,13,3,8,5,0,3,8,13,7,4,15,16,23,28,32,22,27,30,35,35,41,36,46,41,31,20,16,26,16,4,0,0,5,0,0,0,2,0,1,10,0,0,7,0,0,6,5,0,3,12,24,14,6,9,0,4,13,3,1,3,8,13,22,15,19,11,7,8,0,1,0,0,0,1,0,8,12,19,27,17,6,0,0
64,0,5,0,0,2,1,0,0,0,5,3,10,4,11,19,17,9,15,5,0,1,11,6,0,1,0,7,4,0,7,4,7,0,0,0,6,0,0,6,1,9,17,10,0,0,0,5,12,8,8,3,0,2,8,11,6,6,15,21,22,28,31,21,25,28,33,34,40,41,46,39,33,23,16,26,16,4,5,0,3,0,0,0,1,0,0,9,5,0,6,0,0,6,3,0,3,14,23,13,5,8,0,3,12,5,3,2,7,12,20,15,18,10,5,7,2,0,5,5,2,1,0,8,11,18,26,17,7,0
65,0,0,4,0,0,0,0,0,0,0,3,2,7,2,10,18,16,7,12,3,0,1,7,3,0,0,0,6,3,0,4,0,4,0,0,10,5,0,0,5,0,8,14,8,0,0,0,4,11,6,6,1,0,1,5,10,5,5,14,18,19,25,30,20,23,25,32,33,39,40,44,38,32,22,16,23,13,3,4,0,0,10,0,0,11,1,0,8,2,0,5,0,0,4,2,0,4,24,20,10,4,7,0,2,11,4,0,1,6,10,18,14,17,7,2,6,0,0,4,4,0,11,1,7,8,14,24,14,5
66,0,0,0,4,1,0,0,0,5,5,0,3,2,7,7,15,23,16,6,11,2,5,0,5,1,0,5,0,5,3,0,1,0,2,0,0,8,4,0,0,3,0,8,14,7,5,5,0,4,10,4,6,0,5,0,3,11,4,5,12,18,17,24,30,20,21,24,30,33,44,40,45,36,32,22,16,22,13,8,4,0,0,8,0,1,11,1,0,6,1,0,3,5,0,2,1,5,14,23,19,9,2,6,0,3,12,2,0,0,4,9,16,12,15,6,3,4,0,0,5,3,1,11,1,5,6,14,22,12
67,0,0,0,1,1,2,1,0,0,3,1,0,4,0,5,5,13,19,15,5,13,3,10,0,1,3,0,1,0,6,4,1,2,0,4,0,0,5,1,0,0,2,1,4,12,5,3,1,0,0,7,0,8,0,4,0,1,7,3,2,13,15,15,20,26,19,18,20,29,34,40,37,41,37,33,23,18,21,11,4,6,0,0,6,0,1,9,0,0,8,0,5,1,1,0,0,0,4,16,26,16,5,4,4,0,2,17,7,0,0,0,6,12,11,17,7,8,3,0,0,1,0,2,7,6,10,4,11,19
68,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,10,17,15,5,12,2,10,2,0,2,2,7,0,3,1,0,4,0,3,2,1,11,3,2,0,0,0,6,11,4,5,0,0,0,4,0,7,0,6,0,1,6,3,3,13,17,12,17,24,25,20,19,28,31,39,39,38,34,30,20,17,20,10,0,5,0,2,5,0,3,8,0,0,10,0,4,0,3,0,0,0,6,14,32,22,10,6,3,0,7,19,13,3,0,2,8,10,7,16,6,7,2,0,0,0,0,4,4,3,10,4,11
69,0,0,0,0,0,0,0,8,0,0,8,0,0,8,1,0,4,12,7,17,11,5,8,0,9,0,0,1,0,3,0,0,0,0,0,0,2,0,1,10,2,0,0,8,0,6,11,3,3,0,0,8,0,0,4,0,6,0,0,3,0,3,11,25,20,14,21,24,18,19,36,31,38,35,34,30,26,18,17,28,18,6,2,0,0,13,3,1,5,0,0,6,0,12,2,3,0,0,0,4,20,31,21,9,6,3,0,9,16,11,3,0,1,5,6,7,12,4,5,2,0,0,0,0,0,0,3,7,2
70,0,0,0,0,1,0,0,0,13,5,0,8,0,0,13,6,5,4,10,7,16,16,6,6,0,8,5,0,0,0,3,0,0,0,0,0,0,1,0,0,8,2,0,0,7,5,11,9,3,2,0,0,7,5,0,2,1,5,0,0,3,0,2,15,25,18,13,19,24,23,26,37,29,38,35,34,29,26,23,18,27,17,5,1,0,3,12,3,0,4,0,0,11,2,10,1,8,0,0,0,10,19,30,20,10,7,1,0,8,14,10,1,0,0,4,7,5,12,4,6,1,0,0,0,0,0,0,1,5
71,0,0,0,0,0,0,0,0,3,11,4,0,4,0,3,11,4,4,1,12,6,14,12,4,14,4,6,13,3,0,0,0,0,8,0,0,8,0,3,8,8,7,0,0,0,5,3,19,9,5,1,0,0,5,2,8,2,3,4,0,0,1,0,5,14,22,20,21,18,22,22,27,45,35,34,31,30,28,24,22,17,26,16,5,0,0,3,11,1,0,12,2,1,10,10,12,2,7,0,0,2,18,20,30,20,10,3,9,2,7,16,18,9,0,0,4,3,4,11,4,8,0,0,8,0,0,2,0,0
72,0,0,0,5,0,5,5,0,0,3,7,4,5,0,0,3,11,1,3,2,16,6,15,9,4,18,8,3,10,8,5,0,5,0,12,2,0,5,0,0,4,8,12,2,0,0,5,9,19,9,1,0,4,0,4,0,6,0,3,1,5,0,0,0,4,13,19,16,21,18,18,20,35,50,40,39,35,30,28,20,26,16,23,13,2,0,0,3,8,5,2,13,3,0,6,7,12,2,11,1,0,8,22,20,28,18,11,1,6,0,6,12,14,8,4,0,5,3,4,9,1,5,5,0,9,1,0,0,0
73,0,0,0,5,3,5,10,1,0,0,0,7,9,1,0,0,3,7,0,0,6,16,7,12,5,8,18,8,0,15,13,4,5,1,4,9,0,0,2,0,0,4,13,8,0,0,0,1,9,16,6,0,4,4,0,0,0,3,0,0,6,2,0,0,0,3,10,15,16,21,14,16,25,40,55,45,43,35,30,24,24,23,13,20,10,0,0,0,0,12,2,3,13,3,0,3,7,9,6,12,2,0,12,19,18,26,19,9,0,2,0,2,8,13,12,2,1,5,3,2,6,0,10,1,1,10,0,0,0
74,0,0,0,1,2,4,6,6,0,0,0,0,8,5,0,0,0,0,6,0,2,6,21,11,8,7,8,14,5,5,16,14,5,1,3,0,5,0,0,0,0,0,5,9,6,0,0,0,0,6,13,3,2,2,3,0,0,0,2,0,1,3,0,0,0,0,0,6,14,14,17,11,15,28,41,56,47,42,33,26,26,20,20,11,16,6,0,0,0,2,8,7,3,9,0,0,1,3,11,9,9,0,2,10,16,16,31,21,9,0,0,0,0,7,15,9,7,0,4,0,0,2,1,6,6,6,6,0,0
75,0,0,0,4,0,6,8,2,5,0,0,0,4,4,4,0,0,0,0,3,5,1,11,17,7,13,6,4,10,9,9,16,18,8,6,0,0,2,0,0,0,0,4,1,6,5,0,0,0,0,3,9,8,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,5,13,10,14,7,19,32,46,61,51,41,31,31,23,16,17,8,12,3,0,0,5,0,10,6,0,5,0,0,0,8,13,5,5,5,0,7,13,21,27,17,5,0,0,0,0,12,12,11,6,0,1,0,0,6,0,8,8,3,2,0
76,0,2,0,0,9,0,4,8,3,6,0,2,0,4,5,5,1,0,0,1,0,6,1,10,17,7,14,6,3,8,7,6,14,18,8,5,0,0,1,0,0,2,0,4,1,7,6,0,2,1,0,3,6,9,0,1,5,1,2,0,0,3,0,0,0,0,0,0,2,6,13,15,14,9,20,32,45,63,53,41,28,30,22,16,16,8,12,5,0,0,5,0,11,6,0,6,1,0,0,6,12,5,2,5,5,12,11,21,26,16,6,0,0,0,2,17,9,13,8,5,2,0,0,6,0,5,9,2,1
77,0,0,1,0,1,9,0,4,13,8,6,0,2,0,9,10,10,1,0,0,0,5,4,0,8,16,12,12,5,3,8,4,6,12,17,7,3,0,0,0,0,0,2,0,3,6,12,4,0,1,0,0,2,11,7,0,2,4,1,0,0,0,2,0,0,0,0,0,0,7,6,14,13,14,10,20,31,47,68,58,46,32,28,21,15,16,7,12,3,0,0,3,5,11,4,0,11,1,0,0,5,10,4,1,6,6,10,11,20,24,15,5,0,0,0,7,15,9,13,9,4,1,0,0,4,0,4,7,0
78,0,0,0,0,0,0,5,8,4,13,16,6,0,10,0,9,10,18,8,0,0,0,1,1,0,6,16,11,9,1,0,4,0,5,8,15,6,1,0,0,0,0,0,10,0,3,6,11,2,0,0,8,0,2,8,6,0,2,2,0,0,0,0,10,8,0,0,0,0,0,15,6,13,9,10,10,19,33,52,76,66,54,40,26,19,23,14,5,9,0,0,0,3,13,10,4,1,9,0,0,0,4,6,2,1,6,2,9,10,18,24,14,4,0,0,0,5,13,7,13,9,2,0,0,0,0,0,1,5
79,0,0,0,5,0,5,5,1,8,4,9,16,11,1,10,0,9,8,17,7,4,0,1,0,0,4,6,12,8,14,6,0,9,0,9,5,11,3,0,0,0,0,5,0,7,0,3,2,11,1,0,0,12,2,1,4,4,0,2,0,5,0,0,0,6,7,0,0,0,0,5,13,3,18,14,15,14,23,40,62,80,70,58,44,28,15,20,14,4,13,3,1,0,3,9,7,4,0,13,3,0,0,8,3,0,0,7,0,6,8,15,20,10,3,4,0,1,5,13,5,10,6,7,0,1,1,0,0,0
80,0,0,3,0,4,0,2,2,0,6,1,8,13,8,0,8,0,6,7,16,6,2,0,8,0,0,2,4,12,5,11,3,0,7,0,6,3,14,4,0,0,0,0,2,1,5,0,1,1,10,1,0,2,10,1,0,3,3,0,9,0,12,2,0,0,5,7,0,0,0,0,4,11,8,15,11,11,13,28,48,64,77,77,67,55,41,25,19,21,11,11,1,0,0,1,8,5,1,3,11,3,0,0,9,2,0,0,5,0,6,7,13,18,9,0,3,0,0,4,12,4,7,3,5,0,0,0,7,0
81,0,0,3,0,0,1,0,0,0,0,3,0,5,10,6,0,6,0,5,6,12,4,0,7,6,0,0,0,4,9,2,8,0,0,3,0,4,6,14,4,0,0,0,0,3,0,3,0,0,0,10,0,0,0,9,0,0,2,2,7,6,7,13,3,0,0,5,5,0,0,0,0,2,8,5,12,7,10,18,36,50,61,84,78,68,56,42,26,26,17,9,8,0,0,0,0,6,2,0,1,11,1,0,1,8,1,0,0,5,0,5,5,11,17,7,0,0,0,0,3,11,1,4,1,2,0,0,7,7
82,0,0,6,0,0,0,0,0,0,0,0,2,0,3,9,5,0,4,0,5,3,11,1,3,6,3,0,0,1,1,6,0,5,0,0,2,0,10,7,13,3,0,0,0,2,2,0,2,0,0,0,8,0,0,0,8,0,0,1,5,4,9,9,11,1,0,1,4,4,0,0,0,0,0,5,2,9,6,9,26,38,49,74,86,77,67,58,48,36,23,16,6,7,0,0,0,0,5,0,0,2,10,0,2,1,8,0,0,1,5,0,4,4,9,14,7,0,0,0,0,3,10,0,3,0,0,0,3,7
83,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,8,4,0,1,0,2,2,7,0,2,3,2,0,0,0,0,2,0,4,0,10,1,0,9,6,12,2,0,0,0,1,1,0,1,0,0,0,5,0,0,0,7,0,0,0,2,1,8,7,9,0,0,0,3,3,0,0,0,0,0,2,0,8,5,16,26,48,64,74,96,86,74,60,45,35,23,12,5,5,0,0,0,10,2,0,0,1,7,0,1,0,4,0,0,0,3,0,3,1,6,13,3,0,0,0,0,13,7,0,0,0,0,0,1
84,0,0,0,0,3,0,0,8,0,0,8,0,0,8,0,2,8,12,2,1,0,2,0,4,0,0,3,1,0,0,0,0,0,0,0,0,9,0,0,8,5,10,0,8,0,0,1,0,0,1,0,8,0,5,0,0,0,7,0,0,0,0,0,16,15,6,0,0,0,3,11,1,0,0,0,0,0,0,8,13,16,36,50,62,86,104,94,82,68,52,34,19,12,13,4,0,0,0,6,0,0,0,0,5,0,1,0,3,0,0,0,2,0,0,0,6,9,1,0,0,0,3,9,6,0,0,0,0,0
85,0,0,0,1,0,4,1,0,7,0,0,7,1,0,7,0,1,5,12,2,3,0,5,0,0,2,0,0,0,1,1,0,1,0,2,0,0,7,0,0,4,4,11,1,8,0,0,0,0,0,0,0,10,0,5,0,0,0,6,0,1,0,0,6,13,15,5,0,0,0,1,9,0,1,1,1,2,0,0,5,15,26,38,50,76,92,104,94,82,70,60,48,34,18,9,2,0,0,2,13,3,0,2,0,3,0,4,0,1,0,0,0,0,0,2,0,9,8,0,0,0,0,4,5,9,3,0,0,0
86,0,0,0,0,1,0,0,0,0,5,0,0,3,0,0,5,0,0,2,14,4,1,0,3,8,0,0,8,2,0,0,0,0,9,0,1,8,0,9,8,8,3,1,10,1,6,0,8,0,2,0,0,0,8,0,13,3,2,0,4,0,0,0,0,5,10,17,13,3,0,0,1,17,7,0,0,0,1,0,0,5,14,24,38,66,80,92,103,93,81,78,68,56,42,26,11,1,0,0,3,15,11,1,2,0,3,0,12,2,0,2,8,8,0,0,2,0,8,7,0,2,0,0,12,2,5,5,0,0
87,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,4,10,2,0,7,1,4,0,0,8,0,0,0,0,0,5,0,0,11,1,7,6,7,0,0,11,1,4,0,7,0,2,0,0,0,7,3,12,2,1,7,1,7,1,0,0,4,10,15,12,2,0,0,7,14,4,0,0,0,0,0,0,4,21,28,54,66,81,93,110,100,88,75,66,56,44,30,14,0,0,0,5,13,7,2,1,0,0,2,12,2,0,0,6,7,0,0,0,0,7,6,0,0,0,2,9,0,4,12,2
88,0,2,0,1,5,0,0,0,1,1,0,4,0,0,1,1,1,3,0,1,1,11,1,0,7,0,5,0,0,6,0,0,0,0,0,4,0,1,10,1,7,8,5,0,1,12,2,4,2,8,0,2,0,1,0,7,8,13,4,0,5,0,7,1,0,0,3,10,17,13,3,5,0,5,12,2,0,2,1,0,0,0,11,21,44,54,67,83,100,107,100,90,78,66,56,45,35,23,9,0,0,5,10,7,7,6,0,0,2,11,3,0,0,4,4,5,0,2,2,12,7,0,0,0,0,6,1,3,11
89,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,0,8,3,0,13,3,0,2,0,0,8,0,0,12,2,3,18,9,6,4,4,0,2,10,10,3,4,7,0,0,0,0,8,7,10,12,2,0,3,0,6,0,0,2,11,9,15,12,3,13,3,2,8,0,0,0,0,0,0,1,11,34,43,57,71,86,96,115,105,93,79,74,64,52,38,22,5,2,8,1,10,7,7,2,8,2,1,13,11,8,0,0,4,1,0,1,2,14,6,0,8,0,0,8,0,2
90,0,0,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,6,4,0,10,1,3,10,4,1,3,1,0,10,0,2,9,0,8,14,8,7,0,2,0,0,6,9,0,1,3,2,0,0,0,5,3,9,9,3,0,1,0,2,0,0,1,10,7,11,9,3,14,4,3,10,0,0,0,2,0,0,1,22,30,47,59,72,88,105,120,110,98,84,70,62,52,40,26,10,0,10,0,7,4,12,2,5,0,3,9,7,7,2,0,9,0,0,0,4,10,7,0,13,5,0,5,0
91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,3,0,0,7,0,0,9,3,9,2,0,0,6,0,0,6,0,4,12,7,3,0,0,0,0,4,5,0,0,3,0,4,0,0,1,1,6,8,0,0,0,0,6,0,0,0,7,3,8,4,4,13,3,3,8,0,0,0,0,0,0,12,18,33,45,62,76,91,106,117,107,95,81,67,58,52,42,30,16,0,6,0,4,5,7,0,4,0,0,4,11,7,0,1,7,0,0,0,0,9,2,3,14,4,0,4
92,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,5,0,0,9,0,0,6,0,6,4,0,0,8,0,0,8,2,4,9,7,3,0,0,2,0,11,6,0,0,2,0,6,1,7,1,0,3,7,0,0,0,0,6,2,0,0,7,4,10,1,3,10,0,3,7,0,0,0,0,0,2,12,23,33,48,60,78,96,105,117,109,102,92,80,66,50,42,32,20,6,7,1,0,7,7,1,11,2,2,2,8,8,0,1,7,1,7,0,0,11,1,4,21,11,1
93,0,0,0,5,0,6,5,0,1,0,0,0,5,0,0,0,0,0,0,1,15,5,1,0,0,9,0,0,6,5,5,5,5,2,8,0,0,5,0,0,4,2,9,5,4,3,0,0,2,1,7,2,4,0,1,0,4,0,7,0,5,0,4,0,0,0,0,2,2,0,0,5,0,15,6,8,14,4,3,3,4,0,0,0,0,2,11,23,38,52,68,84,96,107,113,106,102,92,84,74,62,48,36,26,14,5,2,0,4,3,1,7,0,1,6,6,9,0,1,5,0,4,5,1,12,2,11,18,8
94,0,0,0,0,6,0,3,5,0,0,0,0,0,5,0,0,0,0,0,7,5,14,4,0,2,0,8,2,0,3,2,1,2,7,0,6,2,0,5,2,2,4,0,9,5,3,2,2,0,9,2,7,0,3,0,3,1,11,1,6,0,4,0,4,0,0,0,2,2,1,0,1,7,5,12,3,5,14,4,3,0,2,0,0,0,0,2,13,26,38,54,74,84,96,109,120,110,100,90,82,74,64,52,38,27,17,5,4,0,5,10,3,9,0,0,7,2,9,0,2,12,2,1,7,2,8,9,10,19
95,0,0,0,0,1,6,0,3,10,5,0,0,0,0,10,5,5,0,0,0,6,10,12,2,0,1,5,6,1,0,3,0,1,0,6,0,4,1,0,3,0,2,4,0,8,10,8,0,2,0,7,2,6,5,1,0,4,1,11,1,6,0,3,0,4,0,0,0,2,7,1,1,0,7,5,12,2,5,19,9,2,0,0,0,0,0,0,3,14,25,44,62,79,86,97,108,125,115,103,89,81,72,63,53,41,28,18,6,3,0,4,8,1,7,0,1,5,2,9,1,2,11,2,0,5,0,7,7,9
96,0,0,0,0,0,0,2,8,3,10,13,3,0,8,0,10,5,13,3,0,0,6,6,9,1,0,1,4,3,0,0,0,0,0,0,4,0,2,0,0,2,0,0,12,2,8,10,7,0,2,0,15,5,6,2,0,0,4,1,8,0,3,0,11,8,1,0,0,0,2,15,5,0,0,3,2,8,0,9,27,17,5,0,0,0,8,0,0,4,13,30,46,62,87,87,97,115,123,113,101,87,80,70,61,53,43,31,17,3,1,0,3,7,0,3,0,0,3,0,9,1,1,7,1,0,1,0,4,5
97,0,0,0,4,0,4,4,0,7,2,6,12,7,0,7,0,9,3,12,2,5,0,8,2,5,6,0,0,0,7,4,0,4,0,5,0,0,0,0,0,0,1,4,2,9,1,7,6,6,0,0,5,20,10,5,0,0,0,3,0,12,2,0,1,7,7,0,0,0,0,5,12,2,4,4,7,7,7,0,17,32,22,10,0,0,0,5,0,0,9,20,34,48,71,83,87,103,112,128,118,106,92,85,75,63,50,45,35,23,9,0,0,0,6,5,0,2,0,2,0,6,0,5,3,3,2,0,0,0
98,0,0,0,5,2,5,9,0,0,7,0,6,17,7,0,7,0,5,2,9,6,5,1,5,0,9,6,0,0,5,12,3,5,0,4,2,0,0,0,0,0,0,6,0,0,9,1,3,6,3,0,0,10,20,10,1,0,0,0,0,5,9,0,0,0,6,4,0,0,0,0,3,8,7,9,9,11,7,7,7,21,29,19,7,0,0,0,5,0,4,10,22,34,55,67,80,93,100,116,129,119,107,96,86,74,61,51,41,32,22,10,0,0,0,10,3,1,2,0,0,0,3,5,1,4,4,0,0,0
99,0,0,6,0,5,0,2,7,0,0,5,0,7,15,6,0,6,0,3,2,6,5,2,4,4,0,8,5,1,0,2,8,0,4,0,3,1,6,1,0,0,0,0,4,2,0,8,0,2,6,3,0,0,9,18,9,1,0,0,3,0,8,11,1,0,0,7,3,0,0,0,0,2,5,4,6,6,10,6,5,11,20,32,22,10,0,2,0,8,0,3,12,22,41,54,70,81,92,106,117,130,120,108,98,88,76,62,50,42,32,22,12,0,0,0,10,0,0,1,0,0,0,0,4,0,1,4,3,0
100,0,0,0,3,1,2,0,2,6,0,0,5,0,7,14,5,0,6,0,10,0,5,1,1,6,1,0,10,5,0,0,0,5,2,1,0,5,1,6,3,2,0,0,0,4,1,0,10,0,9,7,3,0,0,8,20,10,8,0,0,0,0,8,11,1,0,0,9,3,0,0,1,2,0,2,1,3,6,9,6,2,10,20,32,22,10,0,2,0,5,2,2,11,31,43,61,71,80,92,104,120,132,122,110,99,89,77,64,54,43,39,29,17,3,0,1,6,0,0,2,7,0,0,2,0,0,8,3,4
101,0,0,0,1,0,2,3,0,0,4,0,0,6,0,5,12,3,0,5,0,12,2,10,0,0,8,0,0,7,6,1,1,1,1,4,0,0,2,0,2,0,1,1,0,0,2,0,0,9,0,6,3,5,0,0,10,17,7,7,0,1,0,0,4,7,0,0,0,8,1,0,0,0,3,1,3,3,2,4,5,8,0,8,18,28,18,8,0,0,2,1,7,1,19,29,45,59,70,82,95,110,120,134,124,112,98,94,84,72,58,42,35,25,16,6,0,6,5,0,0,0,3,1,0,7,5,0,5,0
102,0,0,0,5,0,5,7,0,0,0,0,0,5,2,0,5,12,2,0,2,4,12,3,7,0,4,8,0,0,12,11,1,6,0,5,1,0,0,0,0,0,0,6,0,0,0,2,0,0,6,0,2,7,5,0,0,8,14,7,4,5,0,0,0,0,6,0,0,0,8,0,0,0,5,8,6,7,3,2,0,9,5,0,8,16,24,15,8,0,4,0,2,7,9,17,31,45,60,74,85,98,106,124,131,122,112,100,90,81,71,59,45,31,24,20,10,1,6,5,0,0,0,8,0,1,8,2,0,1
