,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
84,0,0,13,3,2,8,0,0,0,0,0,4,11,3,0,0,0,0,0,6,3,0,0,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,13,3,0,0,0,0,0,0,1,3,8,16,6,0,2,0,0,0,1,7,0,0,0,13,4,0,0,0,14
85,0,2,3,11,3,0,10,0,2,0,0,0,1,10,2,0,0,0,0,0,3,4,1,3,15,5,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,0,0,0,4,0,0,0,0,0,0,3,13,3,0,2,0,2,1,0,0,0,6,13,5,0,4,0,0,0,1,4,6,0,3,13,3,1,1,4
86,0,0,1,2,7,0,0,6,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,5,13,3,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,3,10,0,0,2,0,0,0,0,0,0,5,13,5,0,1,0,5,0,0,1,5,0,3,14,4,0,0
87,0,2,0,0,2,4,2,0,8,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,2,4,10,2,0,0,0,0,0,0,0,2,1,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,2,0,4,1,0,0,0,0,0,4,12,7,0,0,0,5,0,6,0,2,0,4,15,5,0
88,0,8,0,0,0,1,12,2,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,10,2,0,0,0,0,0,0,0,1,0,0,2,8,0,0,2,0,0,0,0,0,2,0,0,0,2,2,17,7,8,3,0,0,0,0,0,0,3,20,10,0,0,0,0,2,3,0,4,0,5,14,4
89,0,0,5,0,1,0,2,10,9,0,7,1,0,0,0,0,0,5,0,0,0,2,2,0,7,0,1,0,10,2,0,0,1,1,1,7,2,0,0,2,2,7,0,0,1,0,0,0,0,0,1,0,1,0,1,7,16,7,10,1,0,0,0,0,0,0,10,19,10,0,1,0,2,1,0,0,2,2,7,11
90,0,0,0,3,0,0,0,0,12,9,0,10,0,0,0,0,0,0,4,0,0,6,8,0,2,7,0,1,0,8,1,0,0,4,1,3,13,3,0,1,2,0,6,0,0,0,0,0,0,0,0,0,3,1,0,0,6,15,13,8,0,0,0,0,0,0,0,9,19,9,3,0,1,0,0,0,0,8,8,4
91,0,2,0,0,3,0,2,0,2,11,7,0,7,0,0,0,0,0,0,3,0,1,7,5,2,1,4,0,0,0,7,0,0,0,4,3,4,12,2,6,1,0,0,6,0,0,0,0,0,0,0,0,0,3,0,2,0,8,16,10,7,0,0,0,0,0,2,0,9,16,9,0,6,0,0,0,0,1,9,5
92,0,2,0,0,0,0,2,0,2,1,9,7,0,6,0,0,0,0,0,0,0,1,2,4,7,1,0,3,0,0,0,6,0,0,0,6,4,3,11,8,6,0,0,0,5,0,0,0,0,0,0,0,0,0,2,2,1,2,9,13,9,4,0,0,0,0,2,1,0,6,16,6,6,4,0,0,0,1,2,6
93,0,0,1,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,0,0,0,0,0,1,1,5,0,0,1,1,0,0,2,0,0,0,3,4,1,8,5,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,5,10,6,3,0,0,0,0,0,0,5,6,13,3,5,3,0,1,0,0,1
94,0,0,0,0,1,0,0,0,7,0,0,1,4,2,0,4,0,0,0,0,0,2,2,0,8,1,4,0,0,1,0,0,1,3,1,7,2,2,3,3,8,4,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,4,9,3,0,0,0,0,0,0,0,6,5,15,5,2,3,0,3,2,0
95,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,1,0,3,0,0,0,0,0,0,4,1,0,0,0,7,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,1,0,4,5,14,4,0,8,0,0,0
96,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,1,0,0,1,4,12,2,5,5,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,5,0,0,0,0,3,9,3,2,2,0
