,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197
33,0,10,0,0,0,4,0,0,0,0,1,10,0,0,4,10,7,1,3,0,6,11,8,6,4,0,0,1,5,0,0,0,4,0,0,10,0,2,3,0,3,0,1,0,0,0,2,2,2,9,2,0,5,0,1,3,0,2,0,4,11,1,2,1,12,22,32,29,34,24,15,7,0,0,0,1,0,0,18,14,17,16,6,0,0,2,9,0,3,0,0,1,0,0,0,0,0,0,0,5,12,5,0,0,0,14,4,0,14,4,5,0,7,0,0,3,0,0,0,0,5,0,0,3,0,0,2,9,1,2,4,0,0,0,0,0,0,1,3,0,0,0,7,3,8,0,0,9,0,0,7,12,9,1,0,5,1,1,0,0,0,0,0,0,2,10,16,8,0,0,0,0,0,8,15,5,10,0,0,0,0,1,0,0,3,4,0,10,0,0,1,0,3,10,0,0,0,0
34,0,0,10,0,0,0,3,0,0,0,0,0,10,0,0,4,9,6,0,2,0,5,10,7,5,3,0,0,0,4,0,0,0,1,0,0,15,5,0,2,0,3,0,0,0,0,0,0,2,2,7,7,0,3,0,0,2,0,0,0,3,10,0,1,2,10,20,32,28,34,24,15,5,0,0,0,0,0,8,17,13,16,15,5,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,4,14,4,0,0,4,13,4,4,14,4,5,0,6,0,0,2,0,2,0,0,4,0,0,2,0,0,2,8,1,2,3,2,0,0,0,0,0,0,8,0,0,0,6,2,6,0,0,11,1,0,6,10,7,0,0,4,0,6,0,0,0,0,0,0,2,8,16,7,0,0,0,0,0,7,13,4,9,0,0,0,0,0,0,0,2,3,0,10,0,0,1,5,2,8,5,0,0
35,0,0,0,9,0,0,2,4,0,0,0,7,0,9,1,0,2,10,13,3,4,1,5,10,9,7,3,0,2,1,4,0,1,0,0,0,5,12,3,1,4,0,4,0,7,0,0,0,0,0,0,6,5,1,0,0,7,0,0,0,1,0,10,2,0,0,8,19,34,25,31,23,14,5,0,0,2,0,0,10,15,15,18,17,7,0,0,0,9,0,3,0,0,0,0,2,7,0,0,0,0,4,12,5,0,0,4,10,3,4,14,4,6,0,3,0,0,4,0,0,0,2,4,2,0,0,0,0,0,5,1,0,3,3,0,1,0,0,0,0,8,0,0,0,7,0,4,0,1,9,3,0,2,8,3,0,0,4,0,5,2,0,2,0,0,0,0,8,18,8,0,2,0,2,2,3,12,4,11,1,0,0,0,0,0,0,3,2,0,7,0,0,0,4,3,7,4,0
36,0,0,0,0,14,4,0,0,3,0,5,0,6,0,5,5,2,0,7,9,0,0,3,1,6,6,9,2,0,0,0,6,0,0,0,0,0,10,8,0,0,8,0,0,0,11,4,0,4,4,0,0,2,1,6,0,0,11,1,2,0,6,2,6,0,0,0,9,22,38,30,30,22,12,10,0,0,0,0,0,12,11,12,15,13,6,0,4,0,6,2,0,0,2,0,0,0,6,0,4,5,0,6,8,9,0,0,8,7,2,4,18,8,8,5,0,0,0,1,5,0,0,4,1,0,0,4,4,5,4,2,0,0,0,0,0,3,4,0,0,0,7,4,5,0,3,2,0,0,0,6,8,0,0,8,7,2,0,3,0,1,0,0,6,0,4,0,0,8,14,5,0,0,0,0,2,2,8,1,7,3,0,0,2,5,0,0,0,0,4,9,4,0,0,0,2,6,4
37,0,0,0,0,4,14,4,0,0,3,4,2,0,6,0,10,6,0,0,3,6,0,1,0,0,3,7,9,0,0,0,1,3,0,0,0,0,4,6,5,0,5,5,0,0,5,16,6,5,9,0,0,0,0,5,2,0,5,10,2,0,4,7,0,2,0,0,0,12,27,42,32,29,19,16,9,0,0,0,0,2,9,8,9,11,12,5,5,0,0,7,0,0,1,1,0,0,0,2,5,8,3,1,2,13,6,0,5,5,7,0,9,14,9,12,2,0,0,0,5,5,0,1,1,0,0,5,9,8,10,1,1,0,0,0,0,1,8,0,0,0,0,12,8,2,0,4,0,0,0,0,10,7,0,0,13,8,0,0,2,0,0,0,5,2,5,3,0,0,4,11,2,0,0,0,0,0,0,5,0,8,3,0,1,6,1,0,0,0,5,5,14,4,0,0,0,2,5
38,0,0,0,0,0,4,20,10,0,0,0,6,1,0,6,0,7,6,2,2,4,6,0,3,6,1,1,6,10,0,2,0,1,0,0,0,0,0,1,6,11,1,5,7,2,0,6,13,3,2,6,0,0,0,0,2,4,0,2,8,2,0,2,13,3,0,0,0,2,15,28,41,31,31,21,13,10,0,0,6,0,8,10,9,6,9,10,2,7,0,0,9,2,0,0,2,2,0,2,0,1,7,0,1,3,12,8,0,4,4,7,0,9,12,5,12,4,1,0,0,4,11,1,2,3,0,0,2,5,5,10,0,0,0,0,0,0,0,10,0,2,0,2,8,8,0,0,6,0,0,1,0,7,4,0,3,11,10,0,0,8,2,6,0,2,0,2,3,1,2,1,17,7,1,6,0,0,2,1,5,0,7,5,0,0,8,1,0,0,0,2,4,13,3,0,0,0,0
39,0,0,0,0,2,0,10,19,9,0,2,0,5,0,0,7,3,5,6,0,0,2,13,3,1,4,8,0,4,8,0,5,0,0,0,0,0,2,0,0,4,12,2,1,7,3,1,3,14,4,0,5,0,0,2,0,2,5,0,9,6,4,7,3,10,3,0,0,0,5,17,31,41,31,33,23,11,8,0,0,9,0,6,8,6,6,9,11,1,5,3,0,5,5,0,0,2,1,0,3,2,0,10,0,2,2,8,9,0,3,2,8,0,16,14,4,8,2,0,2,0,2,18,8,0,0,1,1,4,6,3,8,0,0,0,0,3,1,0,9,0,1,1,4,6,5,3,0,4,0,0,3,0,4,4,1,10,7,9,0,0,4,0,7,0,3,0,0,1,0,1,7,14,5,0,6,0,0,0,0,8,0,3,8,2,0,6,0,0,1,3,3,3,10,2,0,0,0
40,0,0,0,0,0,2,0,8,19,9,0,0,0,5,0,0,3,0,3,5,0,0,3,12,2,0,1,8,0,1,7,0,2,0,0,0,0,0,10,0,0,2,9,1,0,3,0,9,4,10,12,2,13,3,0,10,0,0,1,0,6,2,1,4,11,6,11,1,0,0,7,19,28,40,30,29,21,11,6,0,0,6,0,4,16,6,3,5,10,1,1,2,0,1,2,0,0,2,0,0,0,2,0,8,0,0,1,4,7,0,3,0,6,6,12,14,4,6,2,0,2,0,8,16,7,8,0,0,0,0,6,0,8,0,8,0,0,0,0,0,8,0,0,0,1,14,4,2,0,12,2,0,0,8,0,0,0,9,5,6,0,0,1,0,15,5,0,0,0,0,0,0,15,12,2,0,4,0,0,0,0,8,0,0,4,1,0,4,0,0,0,0,1,1,8,0,0,0
41,0,0,0,0,0,0,2,0,9,17,7,1,0,0,12,2,0,10,1,1,8,7,0,2,12,5,0,0,11,7,0,4,7,0,0,0,0,0,0,17,7,0,9,7,2,0,0,0,6,1,7,11,3,13,3,0,11,1,0,0,7,2,0,1,1,8,3,9,4,0,0,9,18,30,36,27,32,22,10,6,0,0,9,3,6,15,5,0,3,9,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,0,0,0,1,5,0,0,0,4,2,11,12,7,5,0,0,2,0,11,14,4,5,0,0,0,0,2,0,15,5,15,5,0,0,0,0,6,0,0,7,4,11,2,1,2,15,5,0,0,5,0,0,0,8,4,6,0,0,0,5,12,2,0,3,0,0,0,5,18,12,2,0,2,3,7,0,0,6,0,0,2,8,0,3,0,0,0,0,0,1,7,0,0
42,0,0,1,1,0,1,0,1,1,10,14,7,2,1,2,10,0,0,10,1,1,7,5,0,2,12,3,1,1,10,7,0,3,3,1,0,2,0,0,7,16,6,0,9,7,0,0,0,0,4,1,9,11,3,10,3,1,9,0,0,0,4,0,0,1,0,8,4,9,2,0,1,8,18,27,33,27,33,23,11,3,0,0,9,3,5,13,3,0,8,6,0,0,0,0,0,5,2,0,0,0,5,0,0,0,4,0,0,0,2,6,0,0,0,1,3,11,12,12,2,1,0,0,1,11,14,4,3,0,0,1,0,7,5,15,5,12,3,0,2,0,1,4,0,0,7,1,11,7,1,5,12,2,0,0,3,0,0,2,6,3,6,0,0,0,3,9,3,0,3,0,0,0,8,17,9,1,0,2,2,4,1,0,3,0,0,1,7,1,1,0,0,2,0,0,3,8,0
43,0,0,0,0,0,0,0,0,0,0,7,13,4,0,0,0,8,0,0,5,0,0,6,0,0,2,11,1,0,0,5,5,0,18,8,0,0,0,0,0,6,13,3,0,8,4,0,0,0,0,1,0,6,8,0,7,2,0,10,0,0,0,3,0,0,2,0,5,1,6,0,0,3,8,15,28,30,23,29,20,10,0,0,0,6,5,7,10,0,0,6,1,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,8,8,9,0,0,0,0,1,8,11,1,0,0,0,0,0,4,5,12,3,9,0,0,0,0,0,1,0,0,5,1,7,4,0,2,13,3,1,0,2,0,0,4,3,0,3,0,0,0,4,5,0,0,18,8,0,0,7,18,8,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9
44,0,0,2,0,0,0,2,0,0,0,0,7,11,2,0,0,0,6,0,8,4,0,0,14,4,0,1,9,0,0,8,1,3,8,16,7,0,0,0,0,2,3,11,11,1,4,0,0,0,0,0,0,0,5,4,0,7,0,0,6,0,0,0,5,0,0,1,0,4,0,2,0,0,11,5,16,27,32,22,31,21,12,2,0,0,3,2,3,18,8,0,14,9,0,0,1,0,0,10,0,0,0,0,2,0,0,8,0,0,0,2,0,2,0,0,2,8,0,8,4,7,2,0,0,8,0,4,7,0,0,2,0,0,0,3,3,8,0,17,7,8,0,0,0,0,0,0,13,3,6,3,0,3,12,2,0,0,10,0,0,6,11,2,0,0,0,0,6,4,8,8,20,10,0,2,8,17,16,6,0,0,0,9,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0
45,0,0,0,2,0,0,0,0,0,0,0,0,7,11,1,0,0,0,5,0,7,3,0,4,13,3,0,1,8,0,0,7,0,0,8,15,12,2,0,0,0,2,2,10,10,1,4,0,0,0,0,5,0,0,4,2,0,7,0,0,5,0,0,0,3,0,0,1,0,4,0,2,0,1,10,6,15,27,31,21,30,20,11,1,0,0,1,2,8,20,10,4,13,8,0,0,0,0,0,10,0,2,0,0,2,0,0,8,0,0,0,2,0,1,0,0,1,7,2,7,4,6,1,0,0,6,0,4,6,0,0,1,2,0,0,2,2,8,7,22,12,8,0,0,0,0,0,3,15,5,5,2,0,2,10,2,0,0,15,5,0,5,10,2,0,0,0,0,5,3,5,10,18,9,0,0,7,16,15,5,0,0,0,8,0,0,7,0,0,2,0,0,5,0,0,5,0,0
46,0,10,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,4,0,4,0,0,3,12,2,0,0,5,0,0,4,0,0,18,14,9,0,0,0,0,0,1,9,7,0,2,0,0,0,0,3,0,0,2,1,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5,15,37,30,20,29,19,10,0,0,0,0,1,10,16,9,3,9,5,0,0,0,0,0,7,0,0,0,0,12,2,0,18,8,0,0,0,0,0,0,0,0,6,0,6,3,3,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,7,12,21,11,5,0,0,0,0,0,5,13,4,2,0,0,0,7,0,0,5,12,4,0,4,7,0,0,0,0,0,4,0,4,8,17,8,0,10,6,15,12,2,0,0,0,5,0,0,17,7,0,0,0,0,15,5,0,4,0
47,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,2,0,1,0,0,2,9,2,0,0,4,0,0,1,0,8,16,10,17,7,0,0,0,0,0,5,3,8,0,0,8,0,8,1,0,8,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,1,0,0,0,0,4,5,25,34,26,19,27,17,18,8,0,0,0,1,6,15,8,0,6,3,0,0,0,0,0,7,0,0,0,2,11,1,8,18,8,0,0,0,0,0,0,0,0,2,0,3,0,1,0,8,0,0,0,0,3,0,0,0,8,0,0,0,0,5,11,21,11,1,0,8,0,0,0,13,11,1,0,8,0,0,4,0,0,2,9,3,0,0,15,5,0,0,0,0,1,0,12,7,14,4,0,9,5,12,8,2,0,0,0,4,0,7,17,7,0,0,0,5,13,3,0,0
48,0,0,1,11,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,10,2,0,0,1,0,0,2,0,10,13,10,16,6,0,0,0,0,0,3,3,6,0,0,10,0,7,0,0,8,0,0,0,0,0,0,0,0,5,0,9,0,0,0,1,0,0,0,0,0,5,15,24,31,25,19,27,17,16,6,0,0,5,0,6,15,5,0,6,3,1,0,0,0,5,4,0,0,0,2,9,0,9,19,9,0,0,0,1,0,0,5,0,3,0,1,0,1,0,6,0,0,0,1,2,5,0,0,7,0,0,0,2,5,12,19,9,0,0,5,0,5,3,13,8,0,0,5,0,0,4,2,0,1,9,2,0,5,13,3,1,0,0,0,0,2,12,6,11,3,0,9,4,9,9,2,0,0,0,3,0,8,15,5,0,2,0,4,15,5,0
49,0,0,2,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,3,0,0,0,9,0,8,0,0,0,0,1,0,6,12,8,18,8,0,8,0,0,0,2,0,2,0,0,9,0,3,0,0,4,0,0,0,0,0,2,0,0,4,0,8,0,0,0,0,8,0,0,0,2,5,17,21,33,24,18,26,16,13,3,8,0,1,8,14,11,2,0,6,1,9,0,0,0,1,3,0,0,8,0,8,0,11,15,8,0,0,2,9,0,0,1,0,5,0,0,8,0,0,2,0,0,2,0,2,3,0,0,3,0,8,0,10,3,9,15,7,0,0,13,3,4,3,9,3,0,0,1,0,8,3,0,2,9,11,1,0,3,8,5,0,8,0,2,0,2,14,4,10,11,1,7,0,7,17,7,0,8,0,2,2,5,11,1,0,1,0,5,13,3
50,0,0,0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,1,0,0,0,6,0,4,0,0,0,0,0,0,14,9,8,14,5,0,6,0,0,8,0,0,10,0,8,7,0,11,1,0,0,0,0,0,0,0,10,0,8,4,0,4,0,0,0,0,4,0,0,0,0,7,13,23,31,22,26,23,13,9,2,8,0,0,7,10,8,0,0,6,0,5,0,0,0,0,0,0,0,4,0,8,1,7,13,5,0,0,1,7,0,0,1,0,2,0,0,16,6,0,0,0,0,0,0,0,11,1,0,0,0,6,0,10,0,5,12,15,5,3,13,11,2,0,5,11,1,0,0,0,6,0,0,1,6,7,9,0,0,8,3,0,5,0,10,0,4,10,2,9,9,0,3,0,7,13,3,0,5,0,2,0,1,7,0,0,0,0,5,9
51,0,0,0,0,0,0,8,0,0,0,0,2,0,0,3,0,0,3,2,0,6,9,0,0,1,11,1,0,6,3,5,0,7,0,0,0,0,0,4,17,10,5,17,7,2,3,0,0,5,0,0,9,0,8,4,1,13,3,0,0,3,0,0,1,0,6,0,7,10,0,1,0,0,0,0,0,6,0,0,1,4,14,29,37,27,24,21,11,8,2,5,0,0,4,8,14,4,0,5,0,2,0,0,0,0,0,0,0,3,0,8,0,7,11,2,0,0,7,7,0,0,2,0,8,0,6,13,3,0,0,0,0,0,3,1,14,4,0,0,0,5,0,7,0,8,10,12,4,3,11,17,7,0,3,7,0,0,0,0,4,1,0,2,3,5,6,0,0,14,4,0,6,0,16,6,0,9,1,15,12,2,2,0,4,10,2,3,4,0,0,0,0,6,0,0,0,0,1
52,0,0,0,0,5,0,0,4,0,0,5,0,1,0,0,7,2,0,0,0,0,2,11,1,0,1,13,3,0,2,0,7,0,4,0,0,0,5,0,7,13,14,7,13,4,6,7,0,4,9,0,0,5,0,13,3,3,17,7,2,0,8,2,0,0,0,2,0,4,14,5,0,0,0,5,0,0,3,0,0,3,4,17,26,33,26,23,25,15,5,4,1,0,2,3,5,11,3,0,9,5,0,2,0,4,0,0,4,0,2,0,12,2,9,16,6,0,0,4,12,2,0,4,0,4,0,10,17,8,4,0,0,0,0,0,4,16,8,0,0,0,4,4,12,2,4,12,8,1,1,8,22,12,0,3,11,2,0,0,0,0,0,0,6,0,9,6,0,4,10,1,0,2,6,12,6,0,5,5,11,14,4,0,2,9,6,0,0,1,4,2,4,0,3,0,0,0,0
53,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,0,2,6,0,0,3,10,0,0,0,1,4,1,1,0,0,0,1,0,4,12,11,3,9,3,5,3,0,3,5,0,0,4,3,9,0,7,25,15,3,0,8,0,0,8,0,0,0,4,14,4,4,0,0,13,3,0,0,0,1,0,7,14,22,37,30,22,20,12,6,0,0,1,6,0,1,8,0,0,9,2,1,1,0,0,0,0,0,0,0,2,11,2,9,12,2,0,0,4,9,0,0,0,0,0,0,9,17,7,0,0,0,0,0,0,6,15,5,0,0,0,3,4,9,0,5,7,5,0,0,12,30,20,8,2,11,1,0,4,0,0,0,0,2,0,17,7,0,0,11,1,0,0,3,20,10,0,1,2,12,11,1,1,2,4,3,0,0,0,5,1,2,0,2,0,0,8
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,8,2,2,2,0,0,4,0,0,2,0,6,0,15,23,13,1,0,5,0,0,5,0,0,0,4,13,3,0,0,3,10,1,0,0,0,0,0,4,11,27,34,29,19,19,10,2,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,1,9,0,7,8,0,0,0,3,6,0,0,0,0,0,0,7,16,6,13,3,0,0,0,0,5,11,4,0,0,0,1,0,6,0,1,6,2,0,2,18,27,18,8,1,7,0,0,1,0,0,0,0,1,7,15,5,0,1,8,0,0,0,10,16,6,0,0,2,11,7,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,7,5,0,4,10,0,0,8,0,12,2,0,10,0,2,5,12,20,10,0,0,13,3,8,5,0,0,0,4,10,2,0,0,1,10,0,0,0,0,0,0,12,17,24,30,28,19,15,9,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,0,0,0,0,3,0,0,8,0,0,0,6,16,6,13,3,8,0,0,0,4,9,3,0,0,0,0,8,2,0,1,14,4,0,8,26,23,14,5,0,5,0,0,0,0,0,8,0,0,7,13,4,0,0,16,6,0,0,8,15,5,0,0,2,10,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0
56,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,7,0,0,0,8,0,0,0,0,3,0,0,0,0,0,2,0,6,0,1,0,0,7,6,1,1,11,1,0,7,2,11,4,0,10,1,2,12,10,22,17,7,3,13,3,7,3,1,2,0,4,6,4,0,0,0,7,0,3,0,0,0,2,12,17,25,26,26,22,12,5,4,0,0,0,0,0,1,2,0,3,3,1,0,0,1,0,0,0,1,0,7,2,3,0,4,4,2,0,0,7,1,0,0,9,1,2,1,6,14,4,11,1,6,3,1,0,3,5,2,1,2,0,0,11,1,0,4,12,6,0,16,26,24,21,11,0,5,0,0,0,1,0,9,0,0,5,9,3,0,6,14,4,0,0,5,13,3,3,0,0,13,5,0,0,0,0,1,3,1,0,0,0,0,0,1
57,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,6,0,0,0,0,0,3,3,0,0,3,6,0,0,0,5,0,0,0,0,0,2,0,0,3,1,0,0,0,8,7,0,2,12,2,0,3,1,13,3,0,11,2,5,9,12,25,15,3,4,9,1,4,4,3,0,0,0,8,5,0,0,0,4,5,0,0,0,0,2,11,18,21,23,31,21,9,10,3,0,0,0,0,1,3,0,5,0,4,0,0,1,0,0,0,1,0,3,9,0,0,0,1,6,0,0,3,4,0,0,1,10,3,3,0,4,11,1,7,0,11,4,0,0,0,3,3,3,0,0,5,7,0,0,2,14,7,6,17,27,27,17,10,0,2,0,0,1,0,1,10,0,0,1,7,0,0,4,11,5,0,0,3,10,8,1,0,5,15,5,0,0,0,1,6,4,0,0,0,0,0,1
58,0,0,7,0,0,1,0,1,0,0,0,2,0,0,0,0,0,5,0,2,0,0,0,5,3,0,0,2,6,0,2,0,4,0,0,0,0,0,2,0,0,0,0,2,0,0,5,7,0,2,12,2,0,4,3,13,3,1,7,0,4,6,15,25,15,3,4,8,1,1,1,2,0,2,0,4,5,7,0,0,0,5,0,0,0,0,1,8,20,22,21,33,23,11,8,3,0,0,2,0,0,4,0,6,0,2,2,0,0,0,7,0,2,0,0,16,6,0,1,0,5,0,0,3,6,0,0,0,7,0,10,0,5,10,1,6,1,8,6,0,2,0,0,0,2,0,0,7,8,0,0,4,10,7,7,15,25,29,19,8,0,4,0,0,1,0,0,17,7,2,0,7,0,0,4,7,3,2,0,2,6,7,3,0,5,17,7,0,7,0,0,3,4,0,1,0,0,0
59,0,10,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,4,2,0,0,1,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,3,4,0,2,11,1,0,1,3,12,2,0,4,0,1,5,14,23,13,1,3,7,0,0,0,0,0,0,0,3,3,17,7,0,0,4,0,0,0,0,0,10,19,18,23,32,22,10,7,2,0,0,0,0,0,0,0,3,10,1,0,10,0,0,4,0,0,0,6,15,5,0,0,0,4,0,0,2,4,0,0,0,4,0,6,0,2,8,0,2,0,7,5,0,1,0,0,0,0,0,0,6,6,0,0,0,8,3,5,13,24,28,18,7,0,3,0,0,0,0,7,16,6,0,0,5,0,0,0,17,7,1,0,0,5,6,0,0,7,14,17,7,4,0,0,2,14,4,0,0,0
60,0,0,12,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,8,2,3,0,0,0,0,11,1,0,0,0,0,9,0,0,0,2,0,0,8,0,0,0,0,0,0,0,1,10,0,0,0,3,8,0,0,2,0,0,7,13,18,12,2,2,3,0,0,0,8,0,0,0,5,7,19,9,2,0,3,0,0,0,0,8,10,15,26,31,28,19,9,7,0,8,0,0,0,0,0,0,2,18,8,0,8,2,0,3,0,0,2,14,14,5,0,0,2,0,0,8,1,0,0,0,0,6,0,6,0,1,6,0,0,8,6,13,3,0,0,0,0,0,8,0,5,5,0,0,0,3,0,3,21,23,25,20,15,5,0,0,0,0,2,6,24,14,2,0,4,2,0,7,25,15,3,0,0,13,3,0,8,5,13,19,9,0,0,0,4,13,3,0,0
61,0,0,2,11,1,1,1,2,0,0,0,2,0,0,3,0,0,3,2,2,18,8,0,0,9,8,1,0,6,3,1,8,4,0,0,0,0,6,0,3,1,0,3,0,10,0,0,0,0,0,0,0,0,10,0,0,2,0,4,0,3,0,0,1,5,9,16,11,8,0,0,0,0,0,5,0,6,0,4,9,16,10,8,6,1,0,0,0,0,8,7,16,25,28,26,25,15,6,0,5,0,0,0,0,0,0,8,15,7,0,8,0,0,1,0,0,4,20,14,4,0,1,0,6,0,6,0,0,0,0,0,3,0,9,0,4,3,0,0,7,5,12,2,0,3,0,0,0,8,0,11,2,0,0,0,0,0,11,20,21,26,19,16,6,0,0,0,0,8,14,21,15,5,6,5,0,0,15,31,21,9,0,3,10,0,0,11,4,13,16,6,0,0,0,4,12,2,0
62,0,0,0,1,7,0,1,1,0,0,0,1,0,0,7,0,0,7,4,0,8,25,15,3,0,12,6,0,3,13,3,0,15,5,0,0,0,0,3,7,3,0,7,1,1,7,0,0,0,0,0,0,0,0,6,0,1,0,0,2,7,0,0,0,0,2,6,14,14,5,0,0,0,0,0,2,3,5,0,4,6,16,13,11,3,0,0,0,0,0,5,6,14,22,27,29,26,16,4,0,1,0,0,0,0,0,0,5,12,5,0,5,0,0,0,0,0,10,19,10,2,0,0,3,4,0,3,0,0,0,0,0,2,7,6,7,1,0,0,0,5,3,9,0,7,0,0,0,0,5,3,7,0,0,0,0,0,1,10,19,21,24,19,13,3,0,0,0,3,6,11,21,12,8,6,2,0,5,19,38,28,16,2,0,6,0,7,8,3,10,13,3,0,0,0,3,10,0
63,0,0,1,1,0,8,0,0,2,1,0,0,2,1,0,5,0,0,7,4,0,15,23,15,5,2,10,7,0,3,13,3,5,11,6,0,2,0,0,2,6,1,0,7,1,0,5,0,0,0,0,2,0,0,0,6,0,0,0,0,1,4,0,0,0,0,2,7,14,12,2,1,0,0,0,0,2,4,4,0,1,6,16,13,11,1,0,0,0,5,0,5,6,12,20,27,29,27,17,5,0,6,0,0,0,0,0,0,4,13,6,0,4,0,0,1,0,0,15,16,11,1,0,0,3,4,0,1,0,0,1,0,5,1,7,5,4,0,0,2,0,6,1,6,0,7,0,0,5,0,5,0,4,0,0,0,0,0,3,9,18,21,23,17,13,3,0,1,0,3,2,11,21,12,7,3,1,0,9,26,35,29,19,7,0,6,0,6,9,1,7,11,5,0,0,2,4,7
64,0,0,0,0,3,0,6,0,0,1,3,0,0,1,0,1,8,0,0,3,2,5,22,19,13,3,9,9,5,0,3,16,6,4,10,3,0,4,0,0,0,7,0,0,7,2,1,2,1,1,0,0,0,0,2,0,6,1,0,7,0,3,11,1,0,0,0,1,5,15,14,4,1,0,2,0,0,0,1,2,3,0,6,14,10,11,1,1,0,0,8,0,1,9,12,18,27,28,23,18,8,0,9,0,1,0,0,1,0,3,11,7,0,11,2,0,0,0,5,17,15,9,8,0,0,0,5,1,3,1,0,0,0,3,0,5,8,5,0,0,0,0,7,3,4,0,10,0,0,2,0,7,0,1,0,1,7,0,0,3,8,14,19,24,14,14,4,0,0,0,2,1,9,19,10,7,0,0,0,16,29,34,25,22,12,0,4,0,4,10,4,8,10,2,0,0,1,4
65,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,5,0,0,0,0,12,17,16,10,2,6,6,2,0,6,13,21,11,6,0,0,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,0,2,8,0,1,0,0,0,5,12,11,6,0,0,3,0,0,0,0,0,0,0,4,11,12,13,3,0,0,0,3,0,0,11,9,17,24,23,20,15,5,0,6,0,0,0,0,0,0,1,8,4,1,8,0,0,0,0,7,14,12,8,5,0,0,0,2,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,1,0,5,0,0,0,0,8,0,2,0,0,2,0,2,0,4,11,16,21,11,15,5,0,0,15,5,0,9,16,11,3,0,0,6,17,26,29,23,19,9,0,0,0,1,8,1,5,6,0,0,0,2
66,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,1,5,0,3,0,0,0,3,8,14,13,13,3,3,3,0,5,3,11,19,9,5,2,0,0,0,1,0,0,0,1,5,0,1,1,0,0,0,0,2,0,0,1,4,5,0,6,3,0,4,1,0,0,0,1,7,10,10,2,2,1,0,0,0,0,5,0,0,0,1,10,11,14,4,0,5,0,0,5,1,8,7,15,20,24,22,12,10,0,7,0,0,1,0,0,0,2,5,7,3,4,0,0,0,2,5,11,15,5,1,0,1,1,4,1,0,0,0,0,0,0,5,4,1,0,0,0,1,2,1,0,6,0,2,0,0,2,1,4,1,3,3,0,1,0,0,0,1,12,12,22,12,11,2,0,5,12,2,0,6,17,7,0,0,0,11,16,22,34,25,15,6,0,0,1,6,9,0,1,3,0,0,1
