,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
48,0,3,0,7,3,0,0,0,0,5,1,8,0,0,0,0,0,0,0,10,2,10,2,3,0,1,0,1,2,6,8,0,3,2,2,0,0,0,0,9,22,12,0,3,5,6,1,1,3,0,3,2,0,0,9,0,0,5,3,10,11,9,2,0,0,3,3,1,10,0,3,0,1,3,0,1,9,8,4,3,8,15,28,25,18,18,9,0,1,0,0,0,3,0,2,8,0,0,0,2,8,1,0,0,3,3,0,4,2,0,0,3,0,2,0,5,0,0,1,8,16,33,23,11,0,0,0,1,1,13,13,3,7,8,17,8,12,4
49,0,0,0,0,6,5,0,0,0,0,1,0,6,0,8,0,8,0,0,0,6,0,7,1,2,0,0,0,0,0,4,4,0,0,0,10,0,0,2,0,12,21,11,0,2,4,2,3,0,0,0,2,4,0,0,7,0,0,4,2,6,7,11,4,0,0,2,0,3,6,2,0,8,0,2,0,0,8,16,6,0,7,18,27,21,16,15,5,0,0,8,0,0,0,0,4,10,0,0,0,0,8,0,0,0,2,0,0,1,0,0,0,2,2,4,0,4,2,0,0,6,21,32,22,11,2,0,0,0,3,12,15,5,3,10,13,3,12
50,0,1,0,0,1,12,4,0,0,0,0,2,0,2,2,5,2,7,0,1,0,4,0,8,0,4,0,0,0,0,0,1,1,0,0,2,9,0,6,1,2,12,20,12,2,0,1,8,4,0,0,0,8,3,0,0,4,0,1,5,0,3,13,11,3,1,1,0,6,0,12,2,2,9,0,4,0,0,10,17,7,0,8,15,24,20,14,11,3,0,2,5,1,0,0,0,10,9,0,0,0,2,5,0,0,1,0,0,0,0,0,1,0,2,2,3,0,10,4,0,0,11,20,33,23,17,7,2,0,1,4,18,16,6,3,6,10,2
51,0,0,0,2,0,2,9,2,0,0,0,0,0,0,0,0,2,0,6,0,0,0,12,2,5,0,1,0,0,4,0,0,0,0,0,0,0,6,0,4,0,4,10,18,10,0,0,0,6,12,2,0,0,6,1,0,4,2,0,0,5,0,3,11,9,1,0,0,0,5,2,16,6,0,6,0,3,0,0,8,25,15,3,5,14,22,28,18,19,9,0,0,3,1,0,0,0,8,8,0,0,0,0,4,0,0,0,0,8,0,8,0,0,0,0,0,5,0,9,6,0,1,8,19,31,21,15,6,0,0,0,8,16,15,5,2,8,8
52,0,3,0,0,5,0,0,7,1,0,0,3,0,0,0,0,0,1,0,9,0,0,2,15,5,6,0,0,0,0,11,1,0,0,0,0,0,0,6,0,7,0,1,13,21,11,0,0,3,5,9,0,0,0,5,0,0,3,5,3,0,2,0,2,9,12,4,0,0,0,5,6,14,9,0,7,7,2,0,3,15,22,22,12,4,12,21,24,17,17,7,0,3,1,0,0,0,0,5,5,7,1,0,0,2,3,0,0,0,5,0,11,1,0,0,0,0,5,1,9,3,7,0,11,21,31,21,16,6,3,3,0,11,13,14,4,0,7
53,0,0,2,0,0,4,0,0,12,2,0,0,3,0,0,0,0,5,1,0,8,0,0,5,13,4,5,0,5,0,1,10,0,0,0,0,5,0,0,11,1,5,0,3,12,19,11,1,0,1,3,8,0,0,2,5,0,5,2,4,2,0,1,0,2,8,11,3,0,0,0,3,5,13,7,0,6,12,2,0,5,13,21,20,11,4,11,20,22,17,16,6,0,2,1,0,0,0,0,5,4,6,0,0,0,1,3,0,0,0,3,1,10,1,0,5,0,0,4,0,8,2,5,1,13,21,31,21,16,6,2,2,1,10,13,13,3,2
54,0,0,0,4,0,0,1,0,2,11,1,0,0,2,0,0,0,0,4,0,0,8,8,0,3,12,2,5,0,9,0,0,9,0,0,0,0,2,0,1,9,3,2,0,2,9,18,9,0,8,0,0,6,0,0,0,9,0,3,0,4,1,0,0,0,0,6,10,1,0,0,4,0,3,10,6,0,4,9,0,8,3,12,18,19,9,12,10,28,20,14,13,4,0,1,0,0,0,0,0,4,3,3,0,0,0,0,1,8,0,8,1,0,8,0,0,7,0,0,6,0,7,0,3,3,11,21,30,20,14,4,0,0,0,8,12,15,5
55,0,6,0,0,10,1,0,0,0,1,8,7,0,0,1,0,0,0,0,10,0,0,6,14,4,5,11,1,4,0,12,2,0,6,0,0,0,0,3,0,7,9,2,8,6,0,8,19,15,5,6,0,1,5,0,0,0,8,6,9,0,1,2,0,0,6,6,3,11,1,1,0,3,6,1,12,9,0,3,15,5,6,6,10,15,18,8,9,18,27,19,12,19,9,0,1,1,0,0,0,3,6,1,0,0,6,0,0,0,5,0,14,4,0,8,0,0,8,2,0,3,3,5,6,3,4,11,23,29,26,20,10,6,0,0,5,9,15
56,0,0,11,1,0,7,0,0,0,5,3,5,5,2,0,0,0,0,1,0,15,5,0,4,10,2,1,14,4,5,2,17,7,5,7,0,0,0,0,2,0,4,5,0,5,2,1,9,16,14,4,2,0,0,2,0,1,0,5,3,12,2,0,0,0,0,3,8,1,12,2,2,0,0,2,2,9,8,0,5,14,4,3,2,15,13,17,10,8,16,23,15,9,22,12,0,0,0,5,1,0,1,2,6,0,0,7,0,0,1,4,4,10,0,0,7,0,0,6,0,5,0,0,2,3,0,2,13,21,26,23,17,7,11,1,2,3,6
57,0,0,5,8,0,0,3,0,0,5,7,0,3,7,0,0,0,0,1,0,5,18,8,0,0,8,0,4,13,5,2,7,22,12,6,3,0,0,0,0,0,0,0,2,0,1,3,0,6,15,10,0,0,0,0,0,1,0,0,2,6,13,3,0,0,0,0,5,5,2,9,3,0,0,0,0,0,8,4,0,4,10,1,0,7,13,12,19,9,6,12,19,12,12,23,13,1,0,5,6,0,0,0,7,4,0,1,5,0,1,0,1,0,6,0,0,4,0,0,3,5,2,0,0,0,0,0,3,11,18,23,20,14,12,7,3,0,0
58,0,0,0,3,7,0,0,8,0,0,4,6,5,2,5,0,0,0,0,0,0,8,16,7,0,0,7,0,4,10,3,0,12,20,12,4,3,0,0,0,0,0,0,0,1,0,1,2,0,5,15,9,0,5,1,5,0,1,0,0,1,6,12,2,5,0,0,0,4,5,1,6,1,0,0,0,0,0,6,3,0,4,8,1,0,12,11,11,17,14,4,12,18,11,13,22,12,6,0,5,4,0,0,0,12,3,0,6,3,0,0,0,0,0,5,0,0,3,0,0,1,3,2,0,1,0,5,0,8,10,17,22,19,12,11,6,0,1
59,0,0,0,0,1,4,0,0,6,0,0,2,6,1,1,13,3,0,0,0,0,0,6,14,15,5,0,4,0,0,7,0,2,8,16,11,2,1,0,0,0,0,0,0,0,9,0,0,0,0,13,13,6,0,5,1,1,0,0,0,0,0,3,12,2,3,0,0,0,0,2,0,5,0,8,0,0,0,0,4,0,8,1,16,6,2,9,7,8,17,13,12,10,15,7,13,19,12,2,0,2,2,8,0,2,10,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,11,1,0,0,0,3,0,6,8,14,20,15,12,7,3,0
60,0,0,0,0,0,0,0,0,0,4,0,0,1,4,0,3,9,2,0,0,0,0,0,4,11,12,2,0,3,0,0,5,0,0,7,12,10,0,0,0,0,0,0,0,0,0,8,0,0,0,3,9,10,5,0,4,0,0,0,0,0,0,0,2,11,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,1,0,4,6,14,5,0,7,4,7,13,10,9,8,14,5,10,18,10,1,0,0,0,6,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,0,3,5,11,18,13,10,2,2
61,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,2,14,4,0,0,0,0,0,2,10,11,1,5,1,0,0,4,0,0,6,17,9,0,5,0,0,0,0,0,0,0,7,0,0,0,2,8,10,7,0,2,5,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,2,5,14,4,0,5,4,6,11,9,8,8,14,4,10,17,10,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,2,4,10,18,12,7,4
62,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,1,4,10,2,0,0,0,0,8,0,8,8,0,1,0,0,0,0,0,0,7,15,6,0,3,0,0,0,0,8,0,0,5,0,8,0,0,8,10,7,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,2,4,0,0,8,0,8,0,5,11,1,0,5,3,14,9,6,4,8,11,4,7,13,7,0,8,0,0,4,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,10,14,9,7
63,0,0,2,0,0,0,0,0,0,2,6,0,0,5,0,1,7,0,8,7,4,2,0,0,0,5,0,10,7,0,0,2,2,2,4,0,0,5,11,5,0,0,0,0,0,0,12,2,0,4,0,5,0,0,5,9,7,0,0,0,2,4,0,0,0,0,0,13,3,4,0,0,0,0,0,5,0,0,0,1,0,0,4,0,10,0,4,16,6,0,1,4,11,11,10,1,4,10,6,11,9,4,0,10,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,6,0,0,0,0,0,0,2,0,15,11,6
64,0,0,0,0,0,0,10,0,0,0,0,5,0,0,4,0,0,6,0,7,3,1,0,0,0,0,15,5,9,3,0,0,0,0,0,3,0,10,4,10,4,0,10,0,0,0,2,11,1,0,2,10,4,0,0,4,5,6,0,0,0,0,3,0,0,0,0,3,12,2,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,9,0,6,13,5,0,0,3,8,8,8,0,3,6,3,8,8,2,0,9,0,0,7,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,5,11,10
65,0,0,0,1,0,0,0,9,0,0,0,0,4,0,2,4,2,0,3,0,3,1,0,0,0,0,5,13,5,5,2,0,0,0,0,2,3,0,10,4,10,5,0,10,0,0,0,2,11,1,0,0,10,3,1,0,0,5,6,0,0,0,0,10,0,0,0,0,3,9,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,7,0,4,12,7,0,0,1,5,15,8,0,0,3,2,8,8,0,0,9,0,0,5,0,0,7,0,17,7,0,1,0,0,1,0,0,0,0,1,4,0,0,4,0,0,0,0,0,7,0,1,12
66,0,0,1,0,0,0,0,0,9,1,4,0,0,8,0,0,0,2,5,0,1,4,0,0,0,0,0,6,13,4,2,3,1,1,5,0,2,0,0,10,1,6,2,0,7,0,5,0,1,10,0,0,0,10,1,1,0,0,2,3,1,5,0,0,10,0,0,4,0,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,4,8,3,0,1,6,5,12,8,1,5,0,0,4,9,0,0,14,4,0,10,0,0,4,7,14,7,0,0,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,1,0,11,1,2
67,0,0,0,3,0,0,0,0,0,8,0,2,0,0,5,0,0,0,1,3,0,1,12,2,0,0,0,0,4,17,7,1,2,0,0,2,0,0,0,0,8,3,3,0,0,4,0,3,0,9,7,0,0,0,8,0,5,0,0,0,3,0,3,0,0,8,0,0,2,0,6,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,1,19,9,1,5,1,0,0,4,3,10,7,0,4,0,0,3,7,0,4,12,12,2,18,8,0,2,5,12,9,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,13,3
68,0,0,0,2,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,2,0,9,10,0,0,0,0,0,8,16,6,0,1,0,0,0,0,0,0,0,10,0,1,0,0,3,0,1,8,6,4,0,0,0,6,4,3,0,0,0,2,0,1,0,0,6,0,0,1,0,10,7,0,0,0,0,0,0,0,8,5,0,0,0,0,8,7,9,17,7,0,3,1,0,0,2,1,9,6,0,3,0,0,1,5,0,2,20,11,10,16,6,0,0,3,14,7,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11
69,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,2,4,5,6,0,0,0,0,8,6,17,7,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,4,2,1,0,0,0,14,4,0,0,0,0,0,0,0,0,0,6,0,0,0,8,5,3,0,0,0,0,0,0,4,4,2,0,1,0,4,8,11,7,12,3,0,3,0,0,0,0,2,8,3,0,0,1,0,0,4,0,10,19,15,6,12,2,0,0,4,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,2,13,4,0,0,0,0,5,7,13,3,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,13,3,0,1,0,0,4,12,2,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,11,1,0,0,0,0,0,12,2,10,0,1,0,0,5,11,6,20,10,0,0,0,0,0,0,0,5,1,8,0,1,0,0,4,0,7,16,13,4,12,2,0,0,1,9,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71,0,2,0,1,2,2,0,0,0,0,0,2,0,0,0,0,8,0,0,2,0,0,0,2,3,20,10,0,0,0,1,3,5,11,1,0,0,0,2,0,2,1,0,2,6,0,5,2,2,0,3,12,5,0,1,0,0,3,14,4,0,0,2,0,0,2,2,0,2,0,2,0,0,9,1,18,8,0,0,2,0,2,13,3,8,0,0,0,0,4,11,10,22,12,0,0,2,0,0,0,1,12,2,6,0,3,0,0,3,0,6,18,12,4,12,2,1,2,8,10,0,1,0,10,0,2,0,7,0,2,2,2,2,0,0,0,0,0
72,0,1,0,0,2,8,1,0,0,0,0,1,1,0,2,0,2,7,0,1,0,0,0,1,0,10,19,9,0,0,0,0,0,2,8,3,0,0,6,1,1,2,0,1,3,3,0,11,3,0,0,2,18,8,0,0,0,0,4,15,5,0,6,2,0,1,3,0,6,0,6,0,2,1,6,8,18,8,2,1,0,0,3,10,0,7,0,0,0,0,6,8,12,20,10,0,6,1,0,0,0,3,9,0,5,1,0,0,0,0,0,8,17,12,4,11,2,7,4,8,7,0,0,1,9,6,1,2,6,1,3,8,3,0,0,0,0,0
73,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,10,0,0,3,0,0,0,0,0,9,0,8,16,7,0,0,0,0,0,0,7,1,0,0,4,0,0,0,0,0,11,1,1,9,0,8,0,8,18,8,0,0,0,0,5,12,2,0,6,2,0,0,0,0,2,0,2,0,0,9,4,8,16,7,0,0,8,0,11,6,0,4,0,0,0,0,14,6,10,16,10,0,6,0,0,0,0,11,5,0,3,0,0,0,0,0,0,7,17,12,2,9,0,5,2,4,4,8,0,1,6,6,0,2,4,0,0,6,0,0,0,0,0
74,0,0,5,0,0,0,0,4,0,5,2,0,0,3,0,0,6,0,1,0,5,3,0,0,0,7,0,11,15,8,0,5,5,5,1,0,6,0,0,0,1,0,0,0,0,1,12,2,0,8,0,4,0,8,15,6,1,0,0,0,8,13,3,0,4,0,0,2,0,1,0,1,0,0,0,7,1,7,12,4,0,0,5,1,16,6,0,6,0,0,0,4,11,9,11,12,7,0,11,1,0,0,1,16,6,0,4,0,0,1,0,0,0,7,13,11,1,6,0,2,7,1,0,5,0,0,4,4,0,0,1,0,0,11,1,2,0,0
75,0,0,0,15,5,0,0,0,2,0,1,2,0,0,2,0,0,4,0,1,0,4,5,0,0,1,5,1,9,14,8,0,2,2,1,0,0,4,0,0,0,11,1,0,0,0,2,12,2,2,6,0,4,0,7,13,5,0,0,0,0,4,13,4,0,4,0,0,2,0,1,0,0,0,0,1,7,0,6,12,6,0,0,3,6,14,8,0,8,0,0,0,4,10,5,12,12,5,1,7,1,1,0,6,14,6,0,2,2,0,3,0,0,1,8,11,21,11,7,10,0,7,0,0,4,0,0,5,2,0,0,1,0,1,12,2,0,0
76,0,0,0,5,15,5,0,0,0,0,0,1,1,0,2,2,2,0,1,0,0,0,2,5,0,0,0,3,1,5,13,4,0,0,0,3,0,0,4,0,0,1,9,1,0,0,0,2,12,2,2,4,0,3,1,6,9,5,0,0,0,0,4,20,10,0,4,0,0,0,0,0,2,0,0,0,0,7,2,6,10,6,0,0,0,5,12,5,0,7,2,0,0,2,7,12,12,11,1,0,6,1,1,0,5,14,4,0,0,0,0,3,0,7,8,8,12,21,11,8,6,0,7,0,1,4,0,0,4,2,0,0,1,0,8,9,0,1
77,0,0,1,0,5,12,2,0,0,1,4,0,1,5,0,0,0,2,5,0,1,1,0,0,1,0,0,1,3,0,3,14,5,1,5,0,3,0,0,4,0,0,0,6,0,0,5,0,2,11,1,0,1,0,1,1,5,9,2,0,1,5,0,10,20,10,0,8,0,5,0,0,0,0,0,0,0,0,3,0,5,6,3,0,1,0,4,16,6,0,3,0,0,1,7,4,9,12,12,6,0,3,0,2,0,4,19,9,0,5,0,0,0,0,4,8,4,11,18,8,9,3,0,4,0,0,4,0,0,1,0,0,0,2,0,12,6,0
78,0,0,5,0,0,2,8,0,0,5,3,1,0,3,1,0,0,0,3,2,5,4,0,0,0,0,0,3,0,4,0,8,19,10,2,1,0,0,0,0,1,0,0,0,3,0,1,2,0,1,7,0,0,0,0,0,2,4,6,0,3,2,2,0,8,17,7,2,5,1,2,1,0,0,0,0,0,0,0,0,0,1,3,0,5,0,0,6,15,5,0,0,0,3,2,3,1,7,17,13,3,0,0,5,0,0,9,17,8,1,4,0,0,0,0,3,5,1,9,15,13,6,0,0,1,0,0,2,0,0,0,0,0,5,0,2,10,3
79,0,0,1,1,0,0,0,8,0,1,9,0,1,4,0,0,0,0,5,0,3,6,3,0,0,0,0,1,3,0,1,1,9,20,15,5,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,2,1,3,1,8,0,0,0,7,14,11,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,5,15,5,0,0,1,8,0,0,1,8,22,12,0,0,1,5,0,5,9,16,13,3,1,0,0,0,0,0,2,0,5,16,10,2,0,0,0,0,0,2,0,0,0,0,1,2,4,0,8
80,0,0,2,0,0,0,0,0,7,2,6,6,0,6,0,0,0,0,4,2,2,5,5,0,0,0,0,2,0,3,0,3,3,11,24,14,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,4,19,9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,3,5,11,1,0,2,5,5,0,0,3,12,18,9,0,2,0,2,4,4,8,20,12,2,0,0,0,0,0,0,0,0,7,12,6,0,0,0,0,0,0,0,0,0,0,2,0,7,1,0
81,0,0,0,1,0,2,0,0,0,3,0,5,4,0,14,4,8,0,0,3,0,0,2,4,0,0,0,0,1,0,1,0,0,1,12,32,22,10,2,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,7,6,0,0,0,9,21,11,7,1,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,1,13,10,0,0,0,7,7,0,0,2,10,18,8,0,0,0,0,2,1,10,17,11,1,2,2,0,0,2,0,0,0,5,11,5,0,2,0,0,0,0,0,2,0,0,4,0,2,1
82,0,0,5,0,0,0,0,0,0,5,5,0,3,6,4,10,0,7,1,0,8,3,0,0,0,0,0,3,0,2,0,6,5,5,2,20,31,21,9,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3,4,0,0,2,11,22,12,8,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,2,0,0,3,9,7,3,1,0,4,5,5,1,0,8,14,13,3,0,1,0,1,2,9,14,7,0,0,1,0,0,0,0,5,0,1,8,2,0,0,0,0,0,0,0,0,5,0,6,0,0
83,0,0,5,2,0,0,0,0,0,5,7,2,0,5,2,0,6,0,8,0,5,11,2,0,0,0,0,3,2,1,0,5,11,10,6,10,19,27,18,8,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,3,4,0,0,1,1,0,2,1,12,19,13,4,0,1,0,0,0,0,0,4,0,0,0,5,3,0,2,1,0,0,0,6,10,4,0,0,2,10,6,0,0,4,19,11,1,1,0,0,2,1,6,10,3,0,0,0,0,0,0,5,2,0,0,5,0,0,0,0,0,0,0,0,5,1,2,4,0
84,0,0,0,3,0,0,0,0,0,0,1,5,2,0,4,10,0,4,0,6,0,2,8,0,8,0,0,0,1,0,0,0,1,7,6,5,9,17,24,16,6,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,9,15,12,2,8,0,0,0,0,0,0,12,2,8,0,5,0,0,0,1,0,8,0,3,6,4,0,0,0,6,3,0,8,9,19,9,0,1,0,0,0,0,4,10,3,0,0,0,0,0,0,2,10,0,0,2,0,0,0,0,0,0,0,0,5,0,0,4
85,0,0,0,0,2,0,10,0,0,0,0,0,4,0,0,2,9,0,1,0,2,0,0,7,0,7,10,0,0,0,0,0,0,0,4,5,4,19,16,23,15,5,10,0,0,0,5,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,14,11,1,7,0,0,0,0,0,2,9,0,4,0,2,0,0,0,0,0,7,0,0,4,3,0,0,0,3,2,0,4,9,18,8,0,0,0,0,0,10,2,8,2,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,2,0,0
86,0,0,0,0,0,1,0,11,2,0,0,0,1,1,0,0,2,11,1,1,0,0,0,0,7,0,6,8,2,0,0,0,0,0,0,4,7,9,18,18,23,14,4,10,0,0,0,4,0,0,0,10,19,11,5,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,14,11,1,6,2,0,0,0,0,1,9,0,5,0,0,0,1,0,0,0,5,0,1,3,4,0,0,0,3,2,0,5,9,16,9,0,0,0,0,0,11,3,10,1,0,0,0,0,0,0,0,14,4,1,1,1,0,0,0,0,0,1,0,0,5
87,0,0,5,0,0,0,0,1,10,7,2,0,0,3,0,0,0,1,12,2,6,3,0,0,0,5,0,9,7,3,0,5,5,5,1,0,3,3,8,17,15,20,10,1,7,0,1,0,1,0,0,0,7,17,8,3,2,0,0,0,3,1,0,0,0,0,0,2,0,1,0,1,0,4,10,9,0,5,0,0,0,0,0,0,14,4,4,2,0,0,0,0,0,3,6,0,0,1,9,1,0,0,0,7,0,2,10,14,8,1,0,0,0,1,7,2,7,0,0,0,5,0,0,0,4,11,2,0,0,0,0,0,0,5,0,3,0,0
88,0,1,0,5,1,6,0,0,0,7,3,3,0,0,5,0,2,0,2,13,3,4,1,1,0,2,4,0,8,4,3,0,2,2,2,3,0,2,9,7,18,15,19,11,2,4,0,7,1,0,0,0,6,7,16,7,0,1,1,1,0,0,7,0,0,1,1,0,8,0,7,0,3,1,1,12,9,0,7,1,0,0,0,0,4,13,3,0,0,0,2,0,1,0,0,6,6,0,0,6,1,2,0,0,6,1,0,9,12,5,0,1,0,0,1,6,2,13,3,0,0,5,0,1,0,10,10,4,0,1,1,6,1,0,5,0,0,0
89,0,0,0,0,4,3,5,0,0,0,3,2,1,0,8,4,8,1,0,3,9,0,1,0,0,0,1,0,0,3,2,0,0,0,0,10,2,0,4,8,8,17,14,18,10,1,0,2,6,0,0,0,2,4,7,14,4,0,0,0,0,0,2,9,0,0,0,0,2,4,2,2,8,2,0,2,10,8,8,6,0,0,0,0,0,3,10,0,0,0,8,1,0,0,0,2,8,4,0,0,4,1,1,0,0,5,0,0,6,8,2,0,0,2,2,0,5,4,13,3,0,0,4,0,1,2,8,10,2,0,0,3,5,0,2,1,0,0
90,0,0,5,0,0,1,0,3,0,5,2,0,0,3,0,4,0,7,2,0,8,12,2,0,0,0,0,4,0,1,0,7,5,5,1,0,9,0,0,3,5,7,13,11,15,6,2,0,0,5,0,0,0,0,1,5,15,5,0,0,3,1,0,0,7,0,0,2,0,3,1,3,0,5,0,0,0,9,4,5,5,0,0,0,5,0,2,12,2,0,0,4,0,3,1,0,0,6,9,1,0,2,0,6,0,0,6,0,0,7,7,0,0,0,0,1,0,2,3,10,8,0,0,1,0,0,0,6,8,0,0,0,0,10,0,4,0,0
91,0,0,5,2,0,0,0,0,2,5,7,0,0,2,0,0,0,0,8,0,5,11,11,1,0,0,0,3,3,1,0,5,12,10,6,0,0,5,0,0,0,2,3,10,8,11,7,0,0,0,1,0,0,0,0,0,6,14,4,0,3,4,0,0,0,4,0,2,0,1,0,2,0,0,1,0,0,0,5,1,4,1,0,0,5,3,0,4,11,1,0,0,1,3,4,0,0,0,11,10,0,0,0,5,4,0,1,4,0,1,6,4,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,4,5,0,0,0,5,6,2,2,0
92,0,0,0,4,1,2,0,0,0,0,1,6,0,0,10,0,8,0,0,7,0,1,8,10,0,0,0,0,2,0,0,0,2,8,6,14,4,0,7,0,0,0,1,2,9,7,7,9,0,0,0,0,2,0,0,0,0,5,13,3,0,0,6,2,0,0,3,0,4,0,3,0,10,0,0,1,0,0,8,4,0,3,0,0,0,3,0,0,1,9,9,0,0,0,0,6,2,0,1,7,8,0,0,0,3,3,0,0,1,0,0,5,3,2,2,0,0,2,0,0,5,13,4,0,0,2,0,0,0,3,4,2,0,0,7,2,0,2
93,0,0,5,0,1,0,0,0,0,5,2,0,4,2,0,6,0,7,1,0,12,3,0,5,6,0,0,3,0,3,0,5,5,7,9,4,13,3,0,6,0,0,0,0,0,5,8,4,6,0,0,0,0,0,0,0,1,0,3,10,6,1,0,2,0,0,0,5,0,5,0,4,0,7,0,0,0,0,0,5,3,0,0,0,5,0,2,2,0,0,5,5,0,3,1,0,3,0,5,2,4,6,0,5,0,0,4,0,0,2,0,0,1,0,0,1,0,0,0,0,5,3,9,1,0,0,0,0,0,0,0,1,0,5,0,9,0,0
94,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,2,0,6,0,2,10,0,0,2,3,0,0,2,0,0,0,3,3,6,5,3,9,0,0,3,0,0,0,0,0,4,5,1,3,0,0,0,0,0,0,0,0,0,0,8,5,0,0,1,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,2,2,0,2,0,0,2,0,4,0,1,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,3,0,4,0
95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,4,0,0,7,0,8,0,1,0,0,0,0,0,0,0,0,5,3,1,6,0,0,1,0,0,0,8,0,1,3,0,11,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,10,0,8,0,0,1,0,0,0,0,8,0,0,0,2,0,0,0,0,1,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4
96,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,1,0,0,10,0,9,0,0,0,0,7,0,0,0,0,0,4,0,1,5,3,0,0,3,3,0,5,0,4,2,1,8,1,0,0,0,0,0,3,3,0,0,4,1,0,3,3,0,0,0,0,0,0,3,0,9,9,0,0,3,0,0,17,7,5,0,0,0,0,0,0,0,11,1,0,0,2,0,0,0,7,2,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,7,0,12,2,6,0,1,0,3,3,0,3,0,0,0,0,0
