,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
51,0,0,0,0,0,0,5,7,6,0,0,0,0,1,1,1,0,3,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,2,0,0,2,1,0,0,2,8,6,8,0,1,7,14,6,0,0,0,0,1,0,0,6,5,3,9,1,8,17,7,0,0,5,4,2,0,3,11,12,3,0,0,0,0,13,3,6,0,1,13,3,0,1,7,9,2,8,0,0,0,0,1,3,0,0,5,0,3,1,7,5,7,1,0,10,1,0,1,0,0,0,0,1,2,0,8,10,0,0,0,2,0,0,7
52,0,0,0,4,0,0,0,2,4,5,1,0,0,0,1,1,0,0,8,0,1,4,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,7,0,0,2,0,0,0,0,6,6,9,0,1,4,14,4,0,5,4,0,0,0,0,3,1,4,14,4,7,18,8,0,4,5,0,0,0,1,16,9,8,5,0,0,3,18,8,3,0,3,10,0,0,0,8,5,1,9,0,0,0,0,2,4,5,0,4,0,0,0,5,1,7,6,0,6,6,0,2,0,4,1,0,0,0,0,6,11,1,5,0,0,0,0
53,0,0,0,2,1,0,0,0,0,5,10,2,0,0,0,0,0,0,1,4,5,3,2,0,0,0,0,0,0,5,0,0,0,5,3,0,0,1,3,0,0,0,0,0,0,0,4,11,6,0,0,4,12,2,1,7,0,0,0,0,0,0,6,5,11,1,12,15,5,2,3,1,0,0,0,6,13,10,9,4,0,0,8,14,5,0,0,1,7,0,0,5,4,3,6,7,0,0,0,5,5,5,2,1,0,0,0,0,1,0,8,5,0,7,2,5,0,2,9,0,0,0,0,0,11,10,2,4,0,0,0
54,0,0,0,5,0,0,0,0,0,0,7,10,0,0,0,0,0,0,4,0,6,10,2,0,0,0,0,0,0,2,1,0,0,2,10,0,0,4,0,2,0,0,0,0,0,0,0,6,8,5,0,0,2,9,6,6,4,0,0,0,0,0,2,10,1,7,3,9,11,10,1,0,0,0,0,4,3,17,14,8,0,0,4,4,10,1,0,0,0,3,0,2,1,2,5,3,3,0,0,2,7,9,2,2,0,0,0,0,0,0,4,7,1,4,4,4,1,5,4,6,0,0,0,0,2,10,14,4,0,0,0
55,0,0,0,4,2,0,0,0,0,0,1,6,6,0,0,0,0,0,5,0,1,10,10,1,0,0,0,0,0,1,0,1,0,1,6,6,0,5,0,0,2,0,0,0,0,0,0,1,3,8,1,0,0,0,14,10,3,3,0,0,0,0,1,7,7,0,8,0,6,15,10,0,0,0,0,5,1,8,22,13,4,0,5,0,1,6,1,0,0,0,1,1,0,0,3,2,0,0,0,1,3,12,7,1,0,0,0,0,0,0,5,4,3,6,1,5,0,5,6,1,3,0,0,0,1,1,15,14,4,0,0
56,0,0,0,0,2,0,0,0,0,0,0,0,4,6,0,0,8,8,0,13,3,0,10,7,0,0,0,0,0,0,9,0,0,0,0,14,4,0,13,3,0,0,0,0,0,0,0,0,0,3,16,6,0,0,4,10,10,0,0,0,0,0,0,0,4,4,0,6,0,5,13,18,8,0,0,0,2,0,12,19,12,4,0,13,3,0,4,0,0,0,0,0,0,0,0,1,0,0,8,0,0,2,12,3,9,0,0,0,8,0,0,3,12,2,6,0,13,3,1,6,0,1,8,0,0,0,5,13,11,2,0
57,0,0,0,0,0,1,0,0,0,0,0,0,0,9,11,5,0,8,8,3,11,2,5,9,6,0,5,0,5,0,0,14,4,0,0,4,14,4,3,13,8,0,0,5,0,1,5,0,0,5,6,21,11,0,0,3,9,8,0,0,0,0,0,0,0,2,2,0,5,0,5,13,18,8,0,0,0,2,2,10,17,13,4,3,11,1,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,3,9,3,8,1,1,0,13,3,0,3,12,2,4,3,12,2,0,5,0,1,9,0,0,0,5,11,10,3
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,13,8,4,16,6,7,2,2,7,3,0,3,0,1,8,4,12,2,0,8,4,10,12,3,13,6,0,0,3,0,1,1,0,0,13,11,18,9,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,1,0,13,21,16,6,0,0,0,0,0,9,17,9,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,17,7,8,1,9,3,9,1,8,2,12,2,12,2,8,2,0,3,8,1,5,0,0,0,2,9,10
59,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,9,11,5,6,12,3,6,0,1,3,2,0,2,0,0,7,3,8,0,0,7,1,8,11,3,12,5,0,0,2,0,0,0,0,3,12,8,17,7,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,11,20,15,5,0,0,0,0,0,8,14,7,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,15,6,7,0,8,0,8,0,5,2,8,2,9,0,6,1,0,1,7,0,2,0,0,0,12,8
60,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,1,8,9,9,5,3,9,4,5,0,0,4,2,1,0,0,1,7,0,5,0,2,5,1,10,12,3,12,6,0,5,3,0,0,1,0,4,8,8,15,5,1,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,3,11,20,13,4,0,0,0,0,5,6,14,6,9,3,5,0,0,5,0,0,0,0,0,0,0,0,0,2,0,5,0,0,8,20,11,7,1,6,2,8,0,6,0,8,0,6,1,6,1,0,6,4,0,0,2,0,2,17
61,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,9,16,6,17,7,0,9,1,3,0,0,2,2,0,8,0,0,3,0,13,3,0,13,3,10,10,2,12,4,0,5,0,0,0,9,0,1,6,5,11,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,8,1,9,16,10,0,0,0,0,0,1,14,11,5,7,0,2,0,0,1,0,0,0,0,0,0,8,0,0,0,0,1,8,0,10,20,19,9,0,4,10,4,0,2,8,4,0,6,0,4,9,0,2,1,0,0,0,0,7
62,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,2,1,9,14,7,14,4,1,8,1,0,1,0,3,0,0,9,0,0,0,3,15,5,3,15,5,10,10,3,12,9,1,2,0,1,0,10,0,1,4,2,12,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,8,1,7,15,8,0,0,0,5,0,4,13,11,7,3,0,1,5,0,1,0,0,0,0,0,0,5,0,0,5,0,1,9,5,15,20,20,10,2,4,8,5,0,2,5,1,1,6,0,4,14,4,0,0,2,0,0,5
63,0,0,6,0,1,0,2,6,2,4,0,0,0,0,0,0,0,0,6,11,4,10,3,0,10,0,0,2,0,0,0,0,10,0,0,0,5,12,2,5,14,7,11,9,5,11,8,0,3,0,0,0,7,2,0,0,2,10,3,6,6,2,0,0,6,0,0,1,6,0,0,0,0,11,9,0,7,12,5,0,2,0,2,0,4,15,10,4,9,0,0,2,2,0,0,2,0,0,0,0,3,0,0,2,0,1,8,5,12,19,17,9,0,1,8,2,0,0,2,1,3,7,0,4,11,2,0,0,2,0,0
64,0,0,0,5,0,0,0,1,5,0,2,0,0,5,5,5,0,0,0,6,9,3,15,5,0,7,5,0,7,0,0,5,0,8,0,0,0,5,12,2,10,13,6,16,8,6,16,6,0,8,0,5,0,6,2,0,0,0,8,2,5,4,0,0,0,4,0,0,0,5,0,0,0,1,10,9,0,7,12,3,0,3,0,2,0,5,15,7,3,7,1,0,0,1,0,0,0,0,0,0,0,3,1,0,2,0,2,9,5,17,19,17,9,0,0,6,2,0,0,1,0,2,7,1,2,9,2,0,0,1,1
65,0,0,0,0,4,0,0,0,0,2,0,0,0,5,10,10,5,0,0,0,4,8,8,14,4,0,12,4,5,5,0,5,4,0,7,0,0,0,5,12,7,9,12,11,15,9,11,14,5,5,8,5,2,0,6,1,0,0,0,7,1,3,2,0,0,0,2,0,0,0,5,0,0,0,0,10,7,0,7,10,1,1,3,0,0,0,5,12,6,1,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,3,9,10,17,19,17,9,0,0,6,1,0,0,0,0,2,8,0,0,9,2,0,0,2
66,0,0,0,0,3,1,0,0,1,0,0,0,0,0,3,8,7,2,0,0,0,0,6,4,15,5,2,15,5,2,2,0,8,1,0,4,0,0,0,4,10,8,12,10,12,14,7,8,17,7,2,6,2,3,0,2,0,0,7,0,7,0,0,0,0,7,0,5,0,0,0,2,0,3,3,0,17,7,0,6,8,0,0,0,7,0,0,2,12,13,3,5,0,0,0,1,7,7,0,0,0,0,0,1,0,0,0,0,0,7,7,16,16,14,8,0,0,2,0,0,1,3,0,1,5,0,0,8,9,0,0
67,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,4,3,7,0,1,4,0,5,5,12,5,5,15,6,0,2,0,9,5,0,4,5,0,0,4,7,5,12,7,10,14,8,7,17,7,2,3,0,8,4,0,0,0,4,0,3,1,5,0,0,8,0,2,4,0,0,0,0,0,8,7,22,12,0,2,6,5,0,0,3,0,0,2,9,11,4,1,0,1,0,0,4,3,1,1,5,0,0,0,0,0,0,0,0,12,7,12,21,11,9,0,4,3,0,0,0,0,0,2,4,5,0,5,6,0
68,0,0,0,2,1,0,0,0,0,1,5,2,0,0,0,0,0,0,4,3,5,3,2,0,3,3,10,2,5,20,10,0,0,5,11,1,0,5,1,0,0,2,4,3,10,4,8,19,9,7,13,5,0,1,1,10,0,0,0,0,1,0,8,2,2,0,5,5,0,4,3,0,0,0,0,1,5,12,23,13,1,0,7,1,0,0,2,0,0,0,6,16,6,0,5,0,0,0,0,8,4,2,2,1,0,0,0,0,0,0,2,11,3,13,17,16,6,2,9,0,0,0,0,0,5,1,5,4,0,1,3
69,0,0,0,2,0,0,0,0,0,0,4,5,1,0,0,0,0,0,1,1,6,7,2,0,0,2,2,8,1,10,17,9,0,3,7,8,0,1,2,0,0,0,0,3,3,8,3,11,17,8,4,12,4,0,2,3,8,0,0,0,0,0,3,9,0,0,3,3,3,2,3,0,0,0,0,1,0,6,13,23,13,1,1,4,0,0,0,1,0,0,0,9,12,4,3,5,0,0,0,3,15,5,0,2,0,0,0,0,0,0,1,1,8,4,11,20,13,8,5,7,0,0,0,0,3,5,2,4,2,0,0
70,0,0,6,0,3,0,2,6,2,0,0,1,5,0,0,0,0,0,0,0,0,2,6,0,2,0,1,3,7,0,7,16,10,0,0,4,7,0,0,1,0,2,1,0,5,2,7,1,12,16,6,3,9,6,0,0,3,6,0,6,6,2,0,0,15,5,0,4,9,0,1,0,0,1,1,0,1,0,3,11,25,15,3,0,4,2,0,0,7,0,0,0,11,9,1,5,5,0,0,0,5,12,4,0,0,0,0,0,0,0,0,0,0,5,4,10,17,9,5,5,9,1,0,0,0,1,2,1,4,1,0
71,0,0,0,3,0,2,0,1,6,0,0,0,0,6,1,1,0,0,0,0,0,0,3,5,0,0,1,1,4,4,0,8,16,7,0,0,6,5,0,2,2,0,2,2,0,10,3,4,2,13,16,7,0,9,4,0,1,1,5,0,5,6,0,0,5,14,4,0,3,6,2,1,0,0,1,0,0,0,0,1,13,30,20,8,0,4,4,0,0,6,5,0,1,10,6,1,4,4,0,0,0,3,17,7,0,1,5,5,0,1,0,2,0,0,6,1,10,14,6,6,5,9,1,5,0,0,0,4,0,3,6
72,0,0,0,0,1,0,1,0,0,2,0,0,0,0,6,1,9,8,0,8,0,0,0,0,3,0,0,0,1,0,12,2,6,12,3,8,0,2,13,3,2,0,0,2,0,0,10,0,2,3,21,16,6,0,5,0,0,0,0,2,0,4,2,0,0,4,10,2,0,0,4,10,9,0,0,0,0,0,0,0,3,18,26,28,18,6,2,1,0,0,6,1,0,0,6,4,0,1,12,2,0,0,7,13,15,5,1,5,13,3,0,0,10,0,0,2,9,6,10,6,4,3,17,7,1,0,0,0,1,0,3
73,0,8,0,0,0,0,0,0,0,4,1,4,2,0,0,4,0,6,7,0,7,0,0,0,0,5,0,0,0,0,2,10,0,5,11,1,6,0,3,11,1,1,0,0,1,0,0,9,0,0,11,19,18,8,0,4,0,8,0,0,0,0,3,1,0,0,3,8,0,0,0,1,7,7,0,0,0,0,0,8,0,8,17,23,27,17,5,4,0,0,0,5,0,0,0,5,3,0,2,11,2,0,0,11,10,13,3,0,3,11,2,0,0,9,0,0,0,8,5,8,5,2,7,15,6,9,0,0,0,0,0
74,0,0,7,0,0,0,0,0,0,0,3,0,2,2,0,0,2,0,6,5,0,6,0,0,0,0,5,0,0,0,0,2,9,0,4,9,6,6,0,8,11,1,0,0,0,3,0,0,8,0,1,11,16,17,8,0,4,0,7,0,0,0,0,3,0,0,0,2,7,0,5,0,0,6,6,0,0,0,0,0,7,2,8,15,22,26,22,12,3,0,2,0,4,0,0,0,4,2,0,1,10,2,2,1,9,10,15,5,0,3,11,7,0,0,9,0,0,0,7,5,7,4,0,9,14,4,9,5,0,0,2
75,0,0,0,11,1,0,0,0,0,0,1,2,0,2,2,0,0,0,5,2,6,4,6,0,0,0,0,2,0,1,0,0,0,10,4,0,9,11,2,0,8,8,0,0,0,0,3,1,0,8,0,1,8,13,22,12,0,3,0,4,0,0,1,5,0,0,1,0,0,11,1,1,0,0,3,11,1,5,5,0,0,5,7,5,12,18,26,19,9,0,0,3,0,3,1,0,0,1,0,1,2,15,5,1,0,6,8,13,3,0,8,11,3,5,0,10,0,4,1,4,2,4,0,0,10,13,9,9,2,0,0
76,0,2,0,1,11,1,0,0,1,0,0,0,12,2,0,0,0,0,0,3,0,2,2,3,1,0,0,0,0,0,0,0,0,0,6,2,0,5,9,0,0,9,8,0,1,0,0,0,1,0,6,0,0,9,12,18,13,3,3,0,4,0,0,0,5,0,0,1,0,1,9,0,0,0,0,1,11,1,1,7,0,0,1,5,5,11,16,23,19,9,0,0,2,0,0,2,0,0,0,0,0,5,14,4,0,1,5,7,11,1,0,6,9,0,6,0,8,0,1,2,5,2,2,0,0,12,9,7,9,0,0
77,0,0,0,2,1,7,0,0,0,2,5,1,2,10,0,0,0,0,1,0,8,2,0,0,1,0,0,0,0,5,0,0,0,5,2,2,1,1,1,8,0,0,6,6,0,0,0,5,0,0,0,4,0,0,10,14,14,12,2,0,0,0,5,1,0,2,5,0,0,2,0,5,0,0,0,1,1,12,2,0,3,0,1,0,2,1,10,14,20,16,6,5,0,0,5,0,0,0,0,5,3,1,4,15,5,0,0,2,3,9,2,0,2,10,0,11,1,10,5,0,0,2,0,0,5,2,13,8,4,5,0
78,0,0,0,0,1,0,6,0,0,0,1,3,0,2,10,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,3,0,0,0,4,0,7,1,0,6,8,0,0,6,5,2,0,0,4,0,0,0,1,0,0,9,14,12,11,1,0,0,0,5,0,0,1,4,0,0,7,0,3,0,0,0,0,2,12,2,0,5,0,0,0,1,6,7,13,19,18,8,4,0,0,4,0,0,0,0,4,3,3,5,13,5,2,2,0,3,9,7,0,2,10,1,9,0,9,5,0,0,0,2,0,3,3,18,8,3,7
79,0,0,2,0,0,0,8,8,0,0,0,0,2,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,4,8,0,0,6,5,0,0,0,2,0,0,0,1,0,0,11,11,10,13,3,8,0,0,7,0,0,0,6,0,0,6,0,2,0,0,0,0,2,9,10,0,1,0,0,8,0,1,9,11,19,14,16,6,0,0,2,0,0,0,0,0,3,0,4,15,5,2,1,0,0,8,6,0,4,6,0,5,0,11,5,0,0,0,0,0,0,8,16,7,3
80,0,0,0,1,0,0,0,7,7,0,0,0,0,2,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,5,0,3,7,0,0,8,5,0,0,0,0,0,0,0,1,0,1,9,10,9,12,2,7,0,0,6,0,0,0,5,5,0,4,0,1,0,0,0,0,0,8,12,2,0,0,0,13,3,0,8,13,18,13,15,5,0,0,1,0,0,0,0,2,1,0,5,17,7,0,1,0,5,6,6,0,3,4,0,4,1,10,4,0,2,0,0,0,5,7,15,9
81,0,0,0,0,0,0,0,0,6,4,0,0,0,5,7,5,0,6,0,0,0,0,5,0,3,0,5,0,5,0,0,5,0,0,0,0,0,8,0,1,10,0,2,12,2,1,13,3,0,5,0,5,0,0,0,0,0,0,7,9,8,10,0,7,0,0,4,0,0,0,5,5,0,3,0,1,0,0,0,0,0,9,12,2,0,0,3,10,2,0,9,11,16,12,13,4,0,0,1,0,0,0,1,0,1,0,7,18,8,5,1,0,5,6,5,0,3,3,0,3,0,9,4,1,0,0,0,0,3,6,16
82,0,0,6,0,1,0,2,6,2,3,1,0,0,0,4,6,2,0,3,0,0,0,0,2,2,0,0,6,0,2,0,0,6,0,0,0,0,0,5,0,0,12,2,2,14,4,3,10,4,0,2,0,2,2,0,0,0,0,0,13,15,10,7,0,13,3,0,5,6,0,0,2,2,1,4,0,1,0,0,0,2,0,6,9,2,2,0,0,16,6,0,6,13,13,9,15,5,0,0,0,0,0,0,0,0,1,0,8,15,7,2,0,0,2,6,2,0,0,0,0,5,1,6,3,0,0,0,0,0,2,6
83,0,0,1,3,6,0,0,3,8,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,4,0,0,6,5,0,0,0,6,3,0,0,0,0,0,4,0,2,18,8,4,14,4,0,16,6,0,1,0,4,0,0,0,0,3,3,14,14,7,4,3,16,6,6,6,3,0,0,0,8,7,1,3,0,0,0,0,2,0,4,12,2,1,0,6,19,9,0,5,10,10,11,18,8,0,0,0,0,0,0,0,0,1,0,6,14,4,1,0,0,2,3,0,0,0,0,2,11,1,6,0,0,0,0,3,0,2
84,0,0,0,6,0,3,0,0,0,8,2,0,0,0,0,0,0,0,4,0,3,5,0,0,0,1,0,0,5,7,0,0,0,8,8,0,0,4,0,0,3,0,8,17,7,4,13,6,6,15,5,0,0,0,8,5,0,0,0,0,4,10,16,11,1,6,18,8,2,11,2,0,0,0,5,11,1,7,4,0,0,0,6,0,2,8,1,0,0,9,16,11,1,3,12,7,8,14,4,2,2,4,0,0,0,0,0,0,0,5,18,8,0,4,0,4,0,5,2,0,0,1,7,0,8,0,4,0,0,0,0
85,0,0,0,0,4,0,2,0,0,0,4,0,0,0,0,0,8,8,0,12,2,0,5,0,0,0,1,0,0,1,15,5,0,0,4,16,6,0,12,2,0,1,0,8,15,7,4,9,4,6,23,13,1,0,0,4,5,0,0,0,0,3,6,12,8,0,8,16,6,1,9,10,8,0,0,1,8,0,3,1,0,0,0,14,4,1,6,0,0,0,9,12,10,0,2,10,4,5,22,12,0,0,4,0,8,0,0,0,8,0,8,16,16,6,4,0,12,2,1,2,0,0,9,7,0,5,0,2,0,0,0
86,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,16,6,8,8,0,0,2,0,0,0,0,0,0,9,15,5,0,0,12,14,4,8,10,2,0,0,0,6,15,7,0,7,4,14,23,13,1,0,0,4,2,0,0,0,0,0,2,9,5,0,6,13,3,0,17,18,8,0,0,0,4,0,0,0,0,0,8,11,3,0,3,0,0,0,5,11,7,0,0,7,1,13,18,9,0,0,0,8,8,0,0,8,8,0,6,24,14,6,0,8,8,0,1,0,0,8,9,3,0,1,0,0,0,0
87,0,2,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,6,12,4,5,4,0,0,3,0,0,0,0,0,0,7,15,5,0,2,10,10,2,6,8,3,0,0,1,5,13,4,0,5,4,12,20,14,4,0,1,6,2,0,0,0,0,0,2,9,2,0,6,9,1,7,15,18,8,0,0,0,0,2,0,0,0,0,8,10,1,0,3,0,0,0,4,8,4,1,0,7,3,10,17,7,0,0,0,9,7,0,0,6,4,0,14,20,15,5,0,4,5,1,2,0,0,7,6,5,0,0,0,0,0
88,0,0,0,2,0,0,0,0,0,2,5,1,0,8,0,0,0,0,7,8,9,7,2,0,0,1,0,0,0,5,0,0,5,20,10,0,1,11,6,1,4,6,0,0,0,0,3,18,8,0,1,2,10,18,15,6,0,0,3,0,0,0,5,1,0,0,14,4,0,8,8,0,5,12,15,9,0,1,1,0,0,0,1,0,0,4,9,0,0,0,0,5,0,2,13,3,0,0,3,8,13,18,8,1,0,0,6,4,0,0,7,3,4,15,16,20,10,2,9,1,0,0,0,0,12,5,6,0,0,0,0
89,0,0,0,0,2,0,2,0,0,0,0,1,2,0,7,0,0,0,0,7,4,6,6,0,0,0,0,0,0,0,5,0,0,10,17,10,0,1,11,6,0,4,6,0,0,1,0,8,18,8,0,0,0,10,15,12,13,3,0,3,0,2,0,2,1,0,4,14,4,0,8,8,0,5,12,12,8,0,0,0,2,1,0,1,0,2,4,5,0,0,1,0,7,0,3,13,3,0,0,0,6,10,19,9,1,7,1,7,4,0,0,7,3,5,22,12,20,10,0,16,6,0,0,1,2,10,2,6,0,0,1
90,0,0,2,0,2,1,0,4,7,0,0,0,2,1,0,6,0,0,0,0,5,1,5,3,7,0,0,2,0,0,0,4,2,0,7,15,9,0,1,10,5,7,6,5,7,0,0,0,10,17,7,0,0,7,7,12,12,12,4,2,5,0,0,0,4,2,0,6,16,6,0,6,6,2,7,9,13,5,0,0,0,2,0,0,2,0,1,3,7,1,0,0,0,4,0,10,14,4,0,0,0,3,10,15,7,1,7,1,5,3,0,0,5,0,12,20,10,17,8,6,23,13,1,0,0,1,7,1,7,0,0
91,0,0,0,6,0,0,0,0,1,6,1,0,0,2,1,0,2,0,5,0,1,9,1,4,0,4,0,0,2,1,0,0,1,3,4,5,15,14,4,1,10,2,4,6,2,5,0,1,0,10,13,7,0,0,12,11,9,11,9,1,0,1,1,5,0,1,3,0,6,20,10,0,2,3,0,12,6,18,10,0,0,0,7,0,0,0,0,0,0,4,0,1,0,0,5,0,7,11,1,1,1,5,1,9,11,4,0,5,0,5,8,0,0,10,2,13,16,14,18,8,13,20,10,0,1,0,6,7,0,4,0
92,0,0,0,0,5,0,0,0,0,0,4,0,0,5,7,6,0,2,0,5,0,0,14,4,3,0,9,0,5,0,1,5,0,0,2,4,5,15,14,4,6,9,1,9,5,3,10,0,0,5,10,18,8,0,2,11,10,7,9,8,0,0,0,1,4,0,0,2,0,10,20,10,0,1,2,2,10,8,18,8,0,1,0,7,0,0,0,0,0,0,5,0,0,0,0,4,0,5,11,1,0,1,6,0,9,10,5,1,5,5,5,8,0,0,9,3,13,15,12,17,7,12,20,11,1,0,0,6,5,0,5
93,0,0,0,0,0,4,0,0,0,0,0,1,0,5,10,12,6,0,2,0,3,0,5,13,3,0,5,8,5,3,0,6,4,0,0,2,4,5,15,14,9,5,8,6,8,6,8,8,0,5,5,15,15,7,0,1,10,8,5,8,7,0,0,0,0,2,0,0,1,0,10,20,10,0,0,2,0,10,8,16,6,1,1,0,5,0,0,0,0,0,1,3,0,0,0,0,2,0,5,9,0,0,2,3,0,8,11,6,1,10,5,5,8,0,0,7,3,12,13,11,16,6,12,21,11,0,0,0,4,4,1
94,0,0,0,2,0,0,0,0,0,1,5,1,0,0,3,8,8,2,1,0,5,5,0,3,11,1,0,2,6,10,0,0,3,9,2,0,1,5,5,14,12,7,2,6,4,5,4,13,5,0,1,5,13,13,8,2,0,9,5,2,5,3,5,1,0,0,7,0,0,3,0,8,16,7,0,1,0,1,11,7,12,3,2,0,0,1,0,0,0,0,0,6,0,0,5,0,0,0,0,10,12,2,0,3,0,0,5,8,2,0,11,4,1,9,0,5,3,5,17,9,9,13,3,11,26,16,4,0,0,0,1
95,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0,2,6,6,0,0,0,2,4,0,2,7,0,0,1,2,8,0,0,0,6,0,0,0,3,4,13,11,6,1,5,3,4,3,12,4,0,0,3,12,10,5,0,0,6,4,1,4,0,2,0,0,0,6,0,0,2,0,6,15,6,0,0,0,1,8,6,11,1,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,7,9,1,0,1,0,0,4,6,1,1,10,2,0,7,0,3,0,7,15,8,8,11,2,16,23,13,3,0,10,0
96,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,14,4,8,0,0,2,1,0,0,7,0,0,0,10,8,0,0,0,14,4,0,8,1,4,11,9,6,0,5,3,0,2,12,12,2,0,2,8,6,5,0,0,3,1,0,0,0,0,0,0,0,3,0,0,10,8,5,13,3,0,0,0,0,7,6,7,9,0,0,0,0,0,0,0,0,0,2,0,0,1,0,8,0,0,3,9,0,8,1,0,0,12,6,0,0,18,8,0,3,8,0,0,7,13,6,16,11,6,13,19,11,1,0,10
97,0,0,0,2,0,0,0,6,0,1,5,1,0,0,0,0,0,6,15,5,13,3,0,0,0,0,0,4,0,5,0,8,5,5,2,4,13,5,0,7,0,2,8,7,4,0,3,8,0,2,8,10,0,0,3,10,2,4,0,0,0,0,5,1,0,0,5,0,0,5,0,0,6,5,3,14,4,1,1,0,0,4,7,3,6,0,0,0,0,0,0,5,0,0,7,0,0,0,0,13,3,1,0,10,0,4,0,0,2,10,7,0,8,19,9,5,0,10,5,0,5,10,6,13,16,6,14,18,8,0,0
98,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,8,8,5,23,13,9,3,0,0,0,0,0,4,0,13,3,6,1,1,10,3,9,13,3,7,0,0,8,5,4,0,0,6,0,10,8,7,0,0,0,10,0,1,0,0,0,0,1,0,0,0,3,0,0,3,8,8,4,3,4,11,1,0,0,0,0,0,15,5,5,0,0,0,0,0,0,4,0,0,5,0,0,8,3,10,0,1,0,18,8,4,0,8,2,6,5,8,9,19,9,13,3,6,5,0,3,18,8,9,13,4,12,15,6,0
99,0,0,6,0,1,0,2,6,2,1,0,0,1,0,0,0,0,5,5,13,20,10,8,0,2,0,0,1,0,1,3,12,4,3,0,0,9,0,6,12,2,9,1,0,10,4,3,0,1,5,0,9,5,9,0,0,0,8,0,7,6,2,0,0,7,0,0,1,9,0,0,0,5,9,5,0,4,8,0,0,2,0,0,5,15,7,4,0,6,0,0,0,2,1,0,2,5,0,0,5,1,7,0,0,8,18,8,3,0,7,0,5,2,5,9,16,6,9,0,6,7,1,8,17,7,7,10,3,12,14,5
100,0,2,0,3,0,0,0,0,5,3,0,1,0,0,0,0,0,0,2,3,11,17,7,3,0,17,7,0,0,0,0,2,9,2,0,0,0,6,0,3,9,1,6,0,0,6,1,1,0,0,2,0,24,14,6,0,0,2,5,0,4,1,0,0,0,4,0,0,0,6,0,0,0,2,6,2,0,1,5,2,0,0,0,0,5,10,4,19,9,3,0,0,0,0,0,0,0,2,0,0,4,0,3,1,0,8,14,4,0,0,4,0,2,0,1,7,13,3,7,0,5,4,0,7,15,9,4,7,2,8,10
101,0,0,1,0,3,0,0,0,0,2,0,0,0,1,1,1,0,0,0,2,1,8,18,8,3,7,18,8,1,0,0,1,2,6,0,0,2,0,6,2,4,9,1,7,0,5,7,0,1,1,0,3,14,24,14,3,1,0,1,4,0,4,0,0,0,0,1,0,0,0,8,0,0,0,2,4,1,0,0,3,2,5,0,0,0,5,12,9,18,8,8,0,0,0,0,0,0,0,2,0,0,2,5,0,1,1,13,19,9,1,0,6,0,0,1,0,7,10,0,8,0,5,4,5,5,13,7,6,6,1,13
102,0,8,0,0,0,0,0,0,0,4,1,4,2,0,0,0,0,0,0,0,1,0,8,15,7,5,8,16,6,0,0,0,0,1,5,0,0,1,0,4,0,3,7,0,6,0,3,6,0,0,0,0,5,14,23,13,1,9,0,0,2,0,3,0,0,0,0,0,0,0,0,5,0,0,0,1,3,0,0,8,0,0,4,0,0,0,3,14,8,17,7,7,0,0,0,0,0,0,0,1,0,0,0,9,0,0,3,11,16,7,0,0,3,0,0,0,0,6,9,0,7,0,2,2,4,13,12,5,5,3,3
