,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
90,0,0,6,3,1,3,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,1,0,0,6,1,0,0,10,13,3,0,2,5,0,2,0,0,0,1,0,0,0,7,2,4,2,0,0,6,4,5,4,7,2,0,2,6,0,3,0,3,8,0,0,1,3,0,0,0,8
91,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,2,11,1,0,0,0,0,9,0,0,6,0,0,0,7,13,3,0,10,3,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,6,1,2,2,7,0,0,2,3,0,0,0,1,5,0,0,0,11,1,0,0
92,0,0,0,2,2,0,0,0,0,0,0,2,8,0,0,0,1,8,0,0,1,7,0,0,0,2,0,5,0,0,1,0,0,0,7,9,3,0,9,5,8,0,0,0,0,0,0,2,0,1,0,0,8,0,2,4,0,1,2,3,0,0,0,1,0,0,0,0,2,2,0,1,7,0,0
93,0,0,0,0,0,0,4,0,0,0,0,0,0,12,2,0,0,5,7,4,0,0,8,0,0,0,0,0,1,0,8,9,0,0,0,7,5,0,0,5,0,12,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,1,7,0
94,0,0,6,1,0,3,0,1,0,0,0,0,0,2,11,2,0,0,5,5,2,0,0,8,0,1,0,0,6,0,0,4,15,5,0,0,9,3,0,0,4,2,10,0,0,0,0,0,2,0,0,0,0,6,4,3,3,7,0,0,2,0,0,3,0,5,6,0,0,5,0,0,0,0,13
95,0,0,0,5,1,0,1,0,6,0,0,0,0,0,7,12,2,0,0,3,5,2,0,1,7,0,1,0,0,11,1,0,5,13,6,0,0,9,1,0,0,2,1,9,0,5,0,0,0,1,0,0,0,0,5,2,1,2,8,0,0,7,0,0,1,0,4,5,0,0,5,0,0,0,3
96,0,7,0,0,4,0,0,0,0,7,0,0,0,0,0,5,9,2,0,0,0,6,1,0,0,5,0,0,0,1,11,1,0,3,11,8,0,0,8,0,0,0,9,0,6,0,4,0,0,0,0,2,0,0,0,3,0,0,0,6,0,0,5,0,3,0,0,2,5,0,1,2,7,7,0
97,0,0,5,0,0,3,8,0,0,0,4,0,0,8,0,0,2,17,7,8,0,0,8,0,0,0,2,0,0,0,5,15,5,0,1,10,7,0,2,6,0,8,0,6,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,4,0,2,0,0,10,3,0,0,2,7,5
98,0,0,6,6,0,3,1,5,0,0,0,4,0,0,7,0,0,7,17,7,6,0,0,8,0,1,0,0,6,0,0,5,21,11,0,0,12,5,0,2,5,0,6,0,5,0,3,0,4,0,0,0,0,6,0,3,3,8,0,0,2,4,0,3,1,3,8,0,0,11,1,0,0,0,13
99,0,0,0,5,6,0,1,0,10,0,0,0,2,0,5,8,0,0,7,15,7,6,0,1,7,0,1,0,0,11,1,0,11,19,12,2,2,12,3,0,0,3,0,5,0,10,0,2,0,3,0,0,0,0,5,0,1,2,9,0,0,7,3,0,1,0,2,7,0,1,11,1,0,0,3
100,0,3,0,0,4,3,0,0,0,11,1,0,0,1,0,2,4,0,0,6,11,8,4,0,0,4,0,0,0,1,12,2,1,8,16,14,4,2,9,0,0,0,6,0,1,0,9,0,0,0,2,2,0,0,0,2,0,0,0,7,0,0,5,0,5,0,0,0,6,0,2,7,4,3,0
101,0,0,4,6,0,4,1,0,0,1,8,1,2,0,0,0,0,2,0,0,3,8,5,3,0,6,1,0,1,0,2,9,3,1,7,12,16,6,2,9,2,0,0,3,0,0,0,9,2,0,0,0,4,1,0,0,2,1,0,0,9,0,0,5,0,5,1,0,0,12,2,0,5,2,4
102,0,0,0,1,4,0,1,0,0,0,0,8,0,0,0,0,8,0,0,0,8,0,5,5,0,0,14,4,0,1,0,0,7,0,1,3,10,24,14,2,8,0,0,0,1,0,0,0,7,0,0,0,0,2,1,0,0,0,1,0,0,9,0,0,1,0,3,0,0,2,8,10,0,2,0
103,0,0,3,0,0,11,1,0,0,0,0,0,6,0,0,0,0,7,0,0,0,5,0,4,1,0,4,10,7,0,0,0,3,14,4,0,4,14,24,14,2,7,0,0,0,0,0,0,1,3,0,0,0,3,1,8,7,3,0,0,1,0,5,7,0,8,3,0,0,0,0,5,8,0,5
104,0,0,0,2,0,1,8,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,1,0,0,0,0,0,9,6,0,0,0,4,13,3,0,4,12,22,13,3,4,0,10,0,0,0,0,0,2,0,0,0,1,0,5,6,2,0,0,0,0,2,3,0,7,0,0,0,0,0,2,5,0
105,0,7,0,0,1,0,1,6,0,1,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,8,6,0,0,0,3,15,5,0,3,12,18,13,10,2,0,9,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,0,5,1,0,5,0,0,1,0,7,9,3
106,0,0,6,0,5,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,3,0,0,2,0,0,0,0,0,0,6,4,0,0,2,5,14,4,0,3,11,16,12,9,1,0,14,4,0,0,5,0,3,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,3,0,0,0,0,6,8
107,0,1,0,3,0,2,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,5,1,0,0,6,4,10,0,0,1,10,17,11,6,1,4,11,1,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,5,0,1,1,3
108,0,0,4,0,2,7,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,3,0,0,0,8,8,0,0,7,1,10,0,0,0,8,13,8,4,0,3,12,2,0,0,7,3,0,7,7,3,0,0,5,0,0,7,0,8,3,0,0,0,0,2,0,0,4
109,0,0,0,2,0,1,15,5,0,0,0,5,0,8,0,0,0,8,2,8,0,0,2,3,0,0,0,0,0,1,4,4,0,7,6,0,0,4,3,8,0,8,0,5,10,6,2,0,2,9,0,0,0,5,1,0,6,5,1,0,0,3,0,0,6,0,6,0,8,0,0,0,2,0,0
110,0,3,0,0,1,0,5,13,3,1,0,0,1,0,6,0,0,0,5,1,4,1,0,0,1,0,0,0,0,0,2,5,1,0,4,8,0,0,1,0,4,0,11,1,1,8,5,0,0,0,8,2,0,0,1,0,0,3,2,0,0,0,1,0,5,3,0,4,0,5,1,0,3,5,0
111,0,0,2,2,0,0,0,3,11,1,0,2,8,0,0,6,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,8,0,0,3,8,1,1,7,0,0,7,7,0,0,0,4,10,0,2,0,0,0,3,0,0,0,0,0,0,3,2,0,1,2,1,0,0,0,4
112,0,0,0,1,1,0,0,0,2,8,0,0,1,5,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,2,5,0,0,17,7,0,5,6,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,10,16,6,0,4,2,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,0,0,8,15,5,0,2,1,2,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,3,3,0
115,0,0,3,0,0,0,2,0,0,0,0,1,0,2,0,0,0,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,10,1,0,2,0,0,0,0,6,16,6,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,0,2,3
116,0,0,1,9,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,8,0,0,0,0,0,6,0,0,1,0,0,0,1,1,0,0,2,0,0,10,3,0,0,0,0,0,0,6,18,8,0,0,2,2,0,1,0,5,0,0,2,0,0,0,0,0,6,0,0,8,0,0,0,0,3
117,0,0,0,0,7,0,4,0,0,0,0,0,0,7,0,0,0,4,0,6,4,0,1,0,0,0,2,0,0,0,8,8,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,8,16,6,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,4,0,7,0,0,0,0
118,0,1,0,0,0,4,0,3,0,5,0,0,0,0,7,0,0,0,0,0,2,9,0,0,0,0,0,1,0,0,0,7,5,0,0,4,0,0,0,0,0,4,8,0,0,0,0,0,0,7,16,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,5,3,1,1,0
119,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,2,0,0,3,0,0,0,0,0,1,4,10,0,0,0,0,0,6,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
120,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,4,2,10,2,0,0,0,4,0,0,0,0,0,0,0,0,0,6,1,0,1,1,10,1,0,2,0,0,2,8,0,1,1,0,0,3,12,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0
121,0,0,0,0,5,0,0,1,0,0,0,0,1,0,2,2,0,2,0,8,0,0,0,2,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,1,0,0,2,13,3,0,0,5,0,2,11,9,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
122,0,0,1,6,0,5,0,0,0,0,0,0,2,0,0,1,0,0,2,0,5,0,0,0,0,9,0,0,1,0,0,0,1,0,0,4,2,0,0,0,12,2,0,0,0,0,3,13,5,0,0,1,2,3,11,9,0,1,0,0,2,0,0,0,0,0,1,0,0,6,0,0,0,0,2
123,0,0,1,7,5,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,6,6,0,1,0,0,0,1,1,0,0,6,0,0,0,2,10,0,0,0,0,0,3,15,5,0,0,3,3,3,11,9,1,0,0,2,1,0,0,0,0,1,0,0,6,3,0,0,0,1
124,0,0,1,7,6,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,0,0,0,1,1,0,0,2,3,0,0,2,0,8,0,0,0,0,0,5,12,4,0,2,4,3,3,11,10,0,0,2,1,0,0,0,0,1,0,0,6,3,0,0,0,1
125,0,0,2,3,6,7,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,4,0,5,0,0,0,2,2,1,0,7,0,4,0,0,1,0,5,0,0,0,0,7,2,11,1,0,4,4,4,4,13,10,0,7,1,0,1,0,1,2,0,0,2,3,1,0,0,2
126,0,0,0,1,3,4,5,3,5,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,2,3,0,10,0,0,0,0,3,0,0,7,0,3,0,0,0,0,4,5,0,0,0,6,2,10,0,0,3,2,2,3,14,9,0,12,2,0,0,0,0,1,0,0,2,3,0,0,0
127,0,0,1,6,0,3,2,2,2,2,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,4,0,7,0,1,0,0,0,2,0,7,0,5,0,0,0,0,3,4,0,2,0,5,0,12,2,0,3,2,3,4,11,11,2,9,2,0,0,1,0,0,6,0,0,1,0,1
128,0,3,0,0,5,0,2,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,1,8,0,0,0,2,0,0,0,3,0,4,3,0,0,0,2,0,0,0,0,7,2,9,0,0,0,0,0,2,9,9,0,6,7,0,0,0,0,0,7,0,3,4,0
129,0,0,2,0,0,3,0,1,5,0,2,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,7,0,1,0,1,0,0,0,1,0,3,2,0,5,0,1,0,0,0,0,5,1,8,0,0,0,1,0,1,14,8,0,4,5,0,0,0,0,0,7,0,2,3
130,0,0,6,3,0,3,1,0,0,2,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,6,10,0,0,2,0,0,0,0,0,0,0,1,0,4,0,3,0,0,0,0,11,1,11,3,6,0,0,2,4,11,11,1,7,11,1,0,1,0,0,5,0,8
131,0,0,0,6,3,0,1,0,0,0,0,7,4,0,0,1,6,0,1,0,0,0,0,1,0,0,1,0,0,6,0,0,0,5,11,1,0,2,1,7,2,0,0,0,0,0,0,11,1,1,0,0,2,1,18,8,10,3,7,0,0,1,2,10,7,0,7,9,0,0,0,0,0,3,0
132,0,7,0,0,5,1,0,0,0,1,0,0,3,4,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,3,13,3,0,1,0,3,2,7,0,0,0,0,1,11,1,0,2,0,0,8,16,6,8,1,5,0,0,0,0,13,5,0,5,9,0,1,0,7,7,1
133,0,0,5,0,0,2,0,0,0,0,0,0,0,0,4,0,8,0,4,0,9,0,0,0,0,0,8,0,0,0,0,2,0,0,0,3,11,11,1,1,0,0,0,4,0,0,0,0,1,8,0,0,1,0,0,6,13,4,8,0,3,0,0,0,3,10,3,0,2,6,0,9,0,4,5
134,0,3,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,7,0,3,0,10,0,0,0,0,0,6,0,0,1,1,0,0,0,2,1,7,8,0,0,0,3,0,0,0,0,0,0,0,7,2,0,0,0,0,3,10,1,6,0,1,0,0,5,0,7,1,0,0,7,0,12,3,1
135,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,0,7,2,0,0,0,0,5,0,0,0,0,0,2,0,1,0,5,8,0,0,0,2,0,0,5,0,0,0,5,6,1,0,0,0,0,2,12,2,5,0,0,0,0,4,0,6,0,0,0,5,2,11,2
136,0,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,0,0,0,0,3,1,1,0,0,0,4,0,0,0,1,4,0,3,0,0,0,0,1,0,0,0,7,2,0,0,0,0,0,2,10,0,3,0,0,5,0,1,0,5,0,1,0,8,5,8
137,0,0,2,0,0,0,2,0,5,0,0,0,0,0,5,1,0,0,0,0,4,0,0,1,3,0,0,0,0,5,0,0,0,0,1,0,3,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,5,1,0,0,0,0,1,1,9,5,2,0,0,3,0,0,0,4,0,1,0,7,4
138,0,0,1,8,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,9,0,0,1,0,2,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,4,0,2,0,0,0,2,6,1,0,0,1,0,0,3,8,2,2,0,0,4,0,0,6,1,0,0,0,8
139,0,1,0,0,8,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,1,0,1,0,0,0,4,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,4,0,0,3,0,0,0,0,0,0,3,7,0,3,0,0,3,0,0,11,1,1,1,0
140,0,0,7,1,0,11,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,6,0,0,0,7,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,6,3,6,0,0,2,0,0,10,0,6,6,0,1,1,1,9,0,0,7
141,0,0,0,6,1,1,9,0,5,0,0,1,0,0,5,1,0,0,0,0,0,0,0,3,0,0,1,0,1,11,1,0,0,5,4,0,0,6,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,2,5,0,4,2,7,0,0,7,0,0,8,0,5,5,0,0,1,1,8,0,0
142,0,0,6,1,5,4,0,6,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,6,1,7,0,6,3,5,1,2,0,6,0,0,0,0,0,0,0,4,0,2,0,1,0,0,6,2,8,3,10,2,4,2,0,4,3,0,11,6,2,3,1,0,0,0,6,6
143,0,1,0,3,1,2,3,0,6,5,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,6,0,6,0,3,1,9,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,5,0,0,3,0,5,0,8,1,1,2,0,1,4,1,8,5,1,0,6,0,1,1,3
144,0,0,0,2,2,0,0,0,0,2,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,5,0,3,0,9,0,0,2,11,1,0,0,0,0,0,2,1,0,0,0,13,3,2,1,0,4,0,4,1,0,0,0,0,2,0,4,2,3,0,5,0,0,0
145,0,0,1,6,1,2,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,5,0,0,2,6,0,0,4,9,0,0,0,0,0,0,4,0,0,0,3,14,4,2,1,1,3,0,6,0,0,0,0,0,3,0,2,8,0,0,3,0,1
146,0,3,0,0,5,0,1,0,0,1,0,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,2,2,0,0,3,0,0,3,12,2,0,0,0,0,0,2,0,2,0,4,10,1,0,0,0,1,0,4,0,0,5,0,0,1,0,0,9,0,3,6,0
147,0,0,3,0,0,5,2,0,0,0,0,1,0,2,2,3,0,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,10,4,0,2,2,9,0,0,0,1,1,0,0,0,1,0,5,10,1,0,0,0,2,0,1,0,0,5,0,0,3,0,0,7,0,2,6
148,0,0,1,9,0,0,3,0,0,0,0,0,3,0,1,1,0,0,2,8,0,0,0,0,0,6,0,0,1,0,0,0,1,1,0,0,2,0,0,10,6,0,0,0,8,0,0,0,3,0,0,0,2,2,0,5,10,2,0,0,2,1,0,1,0,0,6,0,0,9,0,0,5,0,3
149,0,0,0,0,7,0,4,1,0,0,0,0,0,7,0,0,0,4,0,6,4,0,1,0,0,0,2,0,0,0,8,8,0,0,0,0,0,0,0,0,5,10,0,0,0,5,0,0,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,0,0,4,4,0,8,0,0,5,0
150,0,0,0,0,0,6,0,2,0,0,0,7,2,0,6,1,0,0,5,0,6,1,0,2,0,0,0,0,0,0,0,4,8,0,1,0,0,0,1,7,2,3,8,0,0,0,5,7,0,0,1,0,2,0,7,0,0,2,7,0,0,0,0,0,0,1,0,0,2,4,0,8,0,0,5
151,0,0,0,0,0,0,3,0,1,0,0,0,6,0,0,5,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,6,0,0,4,10,0,0,3,6,0,0,0,0,1,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0
152,0,7,0,0,0,0,0,1,0,2,0,0,0,6,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,6,7,0,1,9,0,0,3,4,0,2,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,7,12,2
153,0,7,5,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,13,5,0,0,8,0,0,1,3,2,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,1,0,7,14,10
154,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,3,10,3,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,12
155,0,0,0,5,0,0,2,0,0,0,0,1,0,2,0,0,3,10,10,2,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,20,10,0,2,0,0,8,1,0,1,9,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,8,0,4
156,0,0,3,0,4,7,0,0,0,0,0,0,0,0,0,0,0,2,10,9,0,0,1,0,0,0,0,0,8,0,0,0,3,7,0,0,1,0,10,19,9,0,0,0,0,6,0,0,2,5,0,0,0,3,0,8,7,3,0,0,1,0,0,7,0,7,3,0,0,2,0,0,0,6,3
157,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,8,0,0,7,17,7,0,1,0,0,8,0,0,8,0,0,0,0,7,0,0,9,0,10,18,8,0,0,0,0,4,0,0,0,3,0,0,0,3,0,5,5,3,0,0,1,0,0,3,0,5,0,0,0,0,8,0,0,4
158,0,0,0,0,0,0,0,17,7,0,13,3,0,0,0,0,0,5,0,0,7,16,6,0,14,4,0,21,11,0,6,0,0,0,0,5,0,0,6,0,6,15,6,13,3,0,0,2,0,13,3,1,0,0,0,0,0,2,4,16,6,0,14,4,0,0,0,18,8,0,0,0,6,0,0
159,0,0,3,0,0,7,0,7,15,5,3,12,2,0,0,0,0,0,5,0,0,6,13,5,4,14,4,11,24,14,2,3,3,7,0,0,6,0,0,5,0,5,13,3,10,1,0,0,3,3,12,2,0,3,0,7,7,3,1,6,17,7,4,21,11,7,3,8,17,8,0,0,0,4,3
160,0,3,0,0,0,0,6,0,5,16,6,2,8,1,0,0,0,0,0,4,0,1,4,10,3,4,10,2,14,22,15,5,0,0,4,2,0,2,0,0,1,0,8,11,1,8,0,0,0,1,2,14,4,0,0,0,4,4,0,0,7,15,5,11,26,16,4,1,7,14,9,0,3,3,1
161,0,0,2,0,0,0,0,5,5,6,15,5,0,6,6,1,0,0,0,0,4,0,0,5,9,2,4,9,4,19,19,12,4,0,1,3,1,0,0,0,0,0,0,7,10,6,8,0,0,0,1,4,12,3,0,0,0,3,5,0,0,12,14,4,16,24,15,5,0,6,14,9,0,2,2
162,0,1,0,0,0,0,0,0,5,10,5,12,2,0,6,4,0,0,0,0,0,9,0,0,4,6,0,3,6,9,18,18,9,1,0,5,0,0,0,0,0,0,1,0,4,10,6,5,0,0,0,5,2,9,0,0,0,0,1,4,0,2,11,11,6,13,21,14,4,0,11,10,10,1,0
163,0,0,0,0,5,0,0,0,0,5,9,5,11,1,0,8,2,0,0,0,0,0,6,2,0,3,4,0,2,6,8,16,17,8,3,0,4,0,0,0,0,0,0,0,0,4,15,6,4,0,5,0,4,1,9,0,0,0,2,0,3,0,1,10,10,5,12,20,12,3,1,9,9,9,0
164,0,0,0,0,0,4,8,0,0,0,2,7,2,19,9,0,5,10,2,8,0,0,2,4,0,0,0,1,0,0,10,12,14,16,6,2,0,1,2,0,0,8,0,0,0,0,5,13,5,1,0,4,0,2,0,8,0,0,0,0,0,1,0,0,9,9,3,10,28,18,6,0,9,9,7
165,0,0,0,0,0,0,1,4,0,0,0,0,6,9,18,8,0,2,8,0,6,0,0,1,0,0,0,0,0,0,0,6,11,11,15,5,1,0,0,0,0,0,5,0,10,0,0,3,12,2,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,6,8,0,16,27,17,5,0,6,8
166,0,0,1,6,0,0,0,0,3,0,0,0,2,4,8,17,7,0,2,6,0,3,0,0,0,6,0,0,1,0,0,0,7,11,10,11,7,0,0,0,2,0,0,2,0,9,0,0,5,9,1,0,2,4,0,0,0,6,0,0,2,0,0,0,0,0,7,5,6,22,24,14,3,0,7
167,0,2,0,0,5,0,0,0,0,7,0,0,0,1,3,7,13,6,0,1,2,4,0,0,0,0,2,0,0,0,0,0,0,3,8,15,8,3,0,0,0,1,2,0,0,0,8,0,0,3,8,6,0,0,1,0,0,0,3,0,0,1,0,0,2,0,0,5,4,12,26,20,16,6,0
168,0,0,1,0,0,3,0,0,5,0,6,0,0,0,6,4,7,11,4,0,1,2,1,1,0,0,0,1,0,5,0,0,0,0,4,7,14,8,1,0,0,0,0,1,0,5,0,7,0,0,3,7,4,0,0,0,0,0,1,2,0,5,0,0,0,0,0,0,3,3,16,26,19,15,5
169,0,0,6,2,0,3,1,0,0,2,0,6,0,0,0,6,2,5,11,2,0,0,0,1,0,1,0,0,7,0,1,0,6,3,0,1,9,12,8,1,0,0,0,0,0,0,4,0,9,0,0,0,6,10,0,3,3,6,0,0,4,0,2,3,0,3,6,0,0,4,6,14,24,17,21
170,0,7,0,4,1,0,3,0,0,1,0,0,2,0,0,0,3,2,4,11,1,1,0,0,0,0,0,0,0,6,0,1,0,4,1,2,1,6,11,6,0,0,7,0,0,0,0,2,0,7,0,2,0,4,8,0,1,1,4,0,0,3,0,0,6,0,1,4,0,0,5,4,21,31,21
171,0,0,9,2,3,2,0,0,0,0,0,0,0,1,0,0,0,2,3,3,9,0,0,0,0,2,0,0,2,0,2,0,3,1,4,0,9,0,7,11,6,0,0,4,0,0,0,0,9,0,6,0,2,2,4,9,1,3,1,1,7,0,0,1,0,7,2,0,3,2,0,3,11,21,33
172,0,0,0,8,7,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,9,0,2,0,0,0,0,0,2,0,0,0,2,3,3,0,7,0,7,10,4,0,0,3,0,5,0,0,8,5,5,0,1,2,3,8,0,5,0,0,7,0,0,0,0,6,1,0,2,2,0,2,11,21
173,0,0,3,0,7,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,7,1,0,4,0,7,0,5,9,2,0,0,1,0,4,1,0,7,1,3,3,0,9,10,11,1,1,1,0,3,7,0,7,3,2,0,0,0,0,0,1,14
174,0,0,0,2,0,5,12,3,5,0,0,0,0,0,5,1,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,1,8,0,0,4,0,6,0,3,8,1,0,5,1,0,3,0,0,6,0,2,2,0,7,9,12,2,0,6,0,1,5,0,6,2,0,0,0,0,0,0,4
175,0,1,0,0,2,0,4,11,3,10,0,0,0,0,0,3,0,0,0,0,0,5,0,0,6,0,0,0,0,0,7,0,0,0,0,12,2,0,0,0,2,0,4,7,0,0,5,0,0,2,0,4,2,0,0,0,0,4,7,11,1,0,5,0,2,2,0,5,1,0,5,0,1,1,0
176,0,7,0,0,0,0,0,2,10,4,8,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,0,0,0,0,0,7,0,0,0,2,12,2,0,0,0,2,7,2,4,0,0,3,0,0,1,2,0,0,0,0,0,0,2,5,11,1,0,3,3,0,0,0,5,0,1,2,7,8,0
177,0,0,8,6,0,0,0,0,1,7,1,8,2,0,0,0,0,0,0,0,0,0,0,3,0,6,1,0,1,0,0,0,8,0,0,0,4,9,2,0,2,0,0,4,1,3,0,0,5,0,0,0,4,1,0,0,0,1,0,0,7,10,0,0,0,3,1,0,0,11,1,0,0,5,9
178,0,0,0,7,6,0,0,0,5,1,6,0,6,0,5,1,0,0,0,0,0,0,0,1,2,0,6,0,0,6,0,0,0,6,1,0,0,4,7,1,0,0,0,0,3,6,3,0,0,4,0,0,0,3,0,0,0,0,2,0,0,12,9,0,0,0,2,0,0,1,11,1,0,0,4
179,0,0,0,0,7,4,0,0,5,5,0,5,0,4,5,6,1,0,0,0,0,0,0,1,0,1,0,5,0,5,3,0,0,0,7,0,0,0,2,6,0,0,0,0,0,8,6,2,0,0,4,0,0,0,2,0,0,0,1,1,0,5,11,7,0,0,0,1,0,0,1,11,1,0,0
180,0,2,0,0,0,3,3,0,0,9,3,0,1,0,3,2,2,0,0,0,0,4,0,0,0,0,0,0,2,0,5,3,0,0,0,12,2,0,0,0,2,0,2,0,0,0,7,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,4,1,13,3,0
