,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187
35,0,0,0,0,1,0,2,3,8,11,1,0,0,0,0,0,0,0,1,9,11,10,12,2,3,7,1,10,25,41,53,62,52,40,56,46,34,20,10,0,3,0,0,0,0,3,3,6,0,1,2,0,2,0,1,0,7,2,0,5,0,0,0,2,0,0,1,1,2,0,3,15,5,4,6,6,9,1,5,1,0,6,0,2,1,1,1,7,13,3,1,0,0,0,6,0,0,0,2,0,0,0,6,15,6,0,0,10,0,6,9,9,14,5,21,11,16,6,0,0,1,0,3,4,0,3,0,0,9,19,15,5,0,0,0,3,1,7,0,7,4,0,11,1,2,0,4,1,0,0,4,0,2,2,6,6,0,0,7,2,5,0,0,8,0,0,0,3,0,0,0,2,0,1,0,4,0,2,0,0,6,15,24,14,12,2,6,6
36,0,0,8,0,0,0,0,0,0,16,19,9,0,8,8,0,0,0,0,0,6,7,8,8,2,2,5,1,15,29,39,51,58,48,46,54,46,36,24,10,0,1,0,0,0,0,3,0,2,0,9,10,0,0,0,0,0,7,0,0,3,8,0,0,10,0,0,1,0,10,0,5,11,1,2,5,6,9,0,13,3,0,4,0,0,0,0,0,5,11,3,9,8,0,0,2,8,0,0,0,0,0,0,6,13,14,4,0,6,0,3,8,7,10,11,19,9,13,6,8,0,0,0,1,0,0,11,1,0,9,18,15,13,3,0,0,0,0,3,0,5,0,1,11,1,0,0,2,9,0,0,0,0,10,1,6,6,0,0,7,0,2,0,0,8,8,0,0,3,0,0,0,10,0,0,0,4,0,2,0,0,5,12,20,12,20,10,3
37,0,0,0,9,2,0,0,0,0,6,14,17,8,0,6,7,0,0,0,2,0,3,9,6,7,2,1,5,5,17,26,41,49,55,50,45,54,45,36,26,14,0,0,0,0,0,0,5,0,0,0,7,10,1,2,0,2,0,4,2,1,1,7,0,0,8,1,0,2,0,7,7,2,8,2,2,5,5,8,3,10,3,0,4,2,2,0,0,2,4,10,1,7,7,2,0,0,7,0,1,0,0,0,0,5,11,11,6,0,3,0,3,10,4,12,10,26,16,12,4,10,0,0,7,0,0,1,9,0,0,9,17,13,12,2,0,0,0,0,5,0,1,2,1,11,1,1,2,0,6,1,0,0,0,10,0,6,3,0,0,6,0,1,2,0,6,7,0,0,3,0,7,0,12,2,0,0,3,0,0,0,0,3,10,22,12,22,12
38,0,5,0,0,8,2,0,0,0,0,6,14,17,8,0,11,7,5,5,0,0,0,2,7,11,5,1,2,4,7,17,31,39,48,54,49,44,54,44,34,24,14,4,0,0,1,0,0,5,0,0,0,5,8,0,0,0,3,0,3,0,1,0,5,0,0,6,6,0,2,0,6,7,2,6,0,3,10,5,8,2,8,2,0,3,1,0,0,0,2,9,10,1,12,6,0,0,0,5,0,0,0,0,5,0,5,10,10,4,0,1,0,2,9,3,11,16,24,21,12,3,9,5,0,6,5,0,0,9,0,0,14,17,10,11,1,0,0,0,0,5,0,0,3,2,10,0,0,2,0,4,1,0,0,0,15,5,5,8,0,0,5,0,0,3,0,4,8,5,0,4,0,7,2,12,7,5,5,8,0,0,0,0,1,12,22,12,21
39,0,0,1,0,0,9,3,1,1,0,0,4,13,13,4,1,10,5,3,2,0,2,0,7,5,7,1,0,4,1,8,21,36,41,45,50,45,44,50,43,33,23,13,3,5,0,0,0,1,7,0,0,0,2,5,5,0,0,5,0,0,0,0,0,1,5,0,4,3,0,4,0,7,8,0,2,0,1,9,1,10,0,4,0,0,0,6,1,0,0,0,5,6,2,9,7,0,0,0,2,0,1,1,0,1,0,7,7,15,6,0,0,0,4,6,2,9,14,22,17,9,5,7,3,2,4,1,5,0,5,0,4,10,15,8,7,2,0,2,0,0,6,0,0,0,4,7,0,0,4,0,5,3,0,0,5,12,7,3,4,0,3,1,0,0,0,0,1,6,1,0,2,0,4,3,10,5,3,3,9,1,1,5,5,2,10,19,11
40,0,0,8,0,0,0,5,0,0,9,8,8,3,21,21,11,0,10,5,1,0,0,0,0,7,4,5,1,0,1,0,11,24,32,38,43,50,43,43,47,40,31,21,10,0,5,0,0,0,0,15,8,0,0,0,1,2,0,0,3,0,8,0,0,8,0,2,0,2,11,1,2,0,3,6,0,2,0,0,17,7,9,0,3,0,0,0,2,0,0,0,8,13,6,0,5,15,5,0,0,0,0,0,1,0,9,0,4,5,11,3,0,0,0,1,4,0,6,14,30,20,8,5,5,0,2,12,2,3,0,4,0,12,7,12,6,3,1,0,0,0,0,3,0,0,0,2,5,8,0,2,0,1,11,1,0,5,8,7,3,2,0,1,0,0,8,0,0,1,6,1,0,10,0,0,3,10,5,3,0,5,0,0,1,3,10,9,16
41,0,0,8,5,0,0,0,1,0,8,17,16,6,11,29,21,11,0,10,3,0,0,0,0,0,6,2,5,0,0,0,1,12,20,29,36,43,48,42,40,44,38,28,18,8,0,5,0,0,0,8,23,13,1,0,0,0,2,0,0,1,8,5,0,8,4,0,2,0,10,7,0,0,0,1,5,0,2,0,8,13,6,7,0,1,0,0,0,0,0,0,8,16,13,3,0,13,12,4,0,0,0,0,0,0,8,5,0,0,1,8,2,0,0,0,0,2,0,6,22,28,18,8,3,1,0,10,8,0,3,0,4,8,9,4,10,2,2,0,0,0,0,0,3,0,0,0,0,13,4,0,0,0,9,10,1,0,1,8,7,1,0,0,0,0,8,5,0,0,1,6,0,8,8,0,0,3,10,5,0,0,1,0,0,0,11,7,6
42,0,0,0,7,4,0,0,0,1,0,7,15,21,11,19,29,26,16,4,9,1,0,0,0,0,0,5,4,4,0,0,5,2,11,19,28,36,48,47,40,38,49,39,27,17,10,0,4,0,0,0,13,22,12,0,0,0,2,1,0,0,0,6,4,0,7,3,0,0,0,9,6,0,0,0,0,7,0,7,0,7,12,5,6,0,0,0,0,0,5,0,0,6,16,12,2,3,11,11,3,0,0,0,0,0,0,7,4,0,0,0,7,1,0,0,0,0,1,0,12,21,27,18,8,2,1,0,9,13,3,2,0,2,5,8,3,10,1,1,0,5,0,0,2,5,0,0,0,3,12,2,0,0,0,8,10,3,0,1,8,6,0,0,0,2,0,6,7,0,0,3,5,0,7,8,0,0,3,10,5,0,0,0,0,0,1,10,6
43,0,0,0,0,4,3,0,0,0,0,0,5,14,18,9,18,28,25,15,3,6,0,0,0,0,0,0,4,2,1,0,0,3,1,8,18,26,38,44,44,37,39,62,52,40,26,10,0,3,0,0,3,10,18,9,0,0,0,0,0,0,0,0,2,1,0,3,2,0,0,0,6,5,0,0,0,0,6,0,4,0,3,8,1,3,0,0,0,0,0,4,0,0,6,13,10,0,1,7,7,16,6,0,0,0,0,0,4,2,0,0,0,4,0,0,0,0,0,0,2,9,19,26,16,6,1,0,0,8,11,1,1,0,0,18,8,2,6,0,0,0,3,0,0,1,3,0,0,0,2,9,1,0,0,0,7,9,1,0,0,4,4,0,0,0,0,0,5,6,0,0,0,2,0,6,7,0,0,2,9,4,0,0,0,0,0,0,7
44,0,0,0,0,0,5,4,1,1,0,0,0,4,10,14,8,17,26,23,13,2,8,0,5,0,0,0,0,6,0,2,0,5,5,0,8,14,25,34,43,43,36,52,61,57,47,35,21,5,5,0,0,0,7,15,14,4,0,2,0,0,0,0,0,0,6,0,1,0,0,2,0,7,6,0,0,0,0,5,0,6,0,0,4,0,0,5,1,0,0,0,0,0,0,3,14,6,0,0,4,6,17,7,0,0,0,2,0,9,4,0,0,0,6,0,0,0,0,0,0,0,11,17,24,18,8,0,5,0,4,7,0,0,0,8,14,9,0,8,0,0,1,0,0,0,3,0,0,0,2,0,10,3,0,0,0,4,11,1,0,0,7,0,0,0,0,0,0,3,2,0,0,0,0,1,4,5,0,0,3,10,5,5,5,0,0,0,0
45,0,0,0,0,0,0,2,1,0,1,0,0,0,4,10,13,8,16,25,23,13,1,8,0,4,2,0,1,0,6,0,2,0,2,5,0,15,15,27,33,41,43,42,50,57,58,54,44,32,18,5,0,2,0,7,11,14,5,0,2,1,0,0,2,0,0,5,0,2,0,0,2,0,4,7,2,1,0,0,5,0,8,0,2,4,0,0,2,1,0,0,0,0,0,0,4,14,4,2,0,2,7,14,6,0,0,0,2,0,6,2,2,0,0,6,0,0,0,0,0,0,1,10,17,21,17,8,0,5,7,6,6,0,0,0,6,11,11,1,8,0,0,1,1,1,0,4,0,0,0,3,0,7,3,2,0,1,1,10,8,0,0,5,0,1,0,0,1,0,10,3,0,0,0,0,0,3,4,0,0,0,7,1,1,5,0,0,0
46,0,0,0,0,0,4,4,6,5,0,0,0,0,0,0,9,12,7,15,22,22,18,8,10,0,0,0,0,6,0,10,0,4,5,0,2,5,14,17,26,32,40,41,41,52,54,55,50,48,38,26,12,0,0,0,9,7,11,10,0,0,0,0,0,0,2,0,4,0,0,5,0,6,4,0,3,0,0,0,0,10,0,5,0,0,1,2,4,0,0,0,0,0,0,0,0,4,13,3,0,0,6,11,13,3,0,5,0,4,5,5,0,0,5,0,5,0,0,0,0,0,5,0,7,22,20,13,10,0,2,3,5,2,0,0,0,10,7,16,6,7,0,0,0,0,6,0,1,0,5,0,7,5,3,0,1,0,6,0,7,5,2,0,2,0,0,0,0,0,0,7,0,0,0,4,0,0,2,3,4,4,4,9,3,0,1,0,0
47,0,0,8,0,0,0,0,0,2,13,8,8,0,8,8,0,7,12,7,13,19,18,16,6,10,0,0,0,0,3,0,8,0,0,2,0,2,4,13,16,23,30,37,38,42,52,54,52,46,44,46,36,24,10,0,0,6,7,7,8,0,8,0,0,8,0,0,0,2,8,0,3,0,2,2,0,3,0,0,8,0,9,0,4,0,0,0,0,2,0,0,8,8,0,0,0,8,3,12,2,0,0,2,11,11,11,1,2,0,0,2,4,0,0,2,0,3,0,0,8,0,0,5,0,12,22,28,18,8,0,1,3,13,3,0,0,0,9,6,14,4,3,0,0,0,0,4,0,9,0,3,0,3,13,3,0,1,0,6,0,5,2,0,0,2,8,0,0,0,0,0,5,8,0,0,4,0,0,2,0,0,0,0,5,1,8,0,0
48,0,0,0,4,0,0,0,0,0,3,10,5,7,0,5,7,0,6,11,4,10,17,15,14,5,6,0,0,0,0,2,0,6,0,0,0,0,1,3,10,13,22,43,34,36,42,50,51,51,44,41,43,33,21,7,0,0,5,5,4,5,0,5,0,0,6,0,0,0,0,6,0,2,0,0,0,0,2,0,0,6,0,5,0,1,0,0,0,0,1,0,0,5,7,0,0,0,5,2,8,15,5,0,1,7,8,9,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,2,11,19,26,17,7,0,0,3,8,16,6,0,0,7,4,13,3,0,0,0,0,0,1,0,7,0,2,0,3,9,2,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,2,5,0,0,3,0,0,1,0,0,0,0,2,0,5,0
49,0,0,0,0,1,4,4,4,4,0,0,6,4,3,0,4,6,0,5,8,3,15,14,17,13,3,3,0,5,0,4,1,2,11,1,0,0,0,0,2,9,12,31,42,36,33,40,46,55,56,46,37,39,29,18,9,0,0,10,2,0,1,0,1,0,2,2,0,0,0,5,3,4,6,0,0,0,0,1,0,5,2,0,1,0,0,2,4,0,0,0,0,0,4,3,0,0,0,1,0,6,19,9,0,0,3,13,5,2,5,0,0,0,6,0,0,0,0,0,0,0,10,0,0,7,1,7,21,25,15,3,0,0,0,6,13,10,0,5,4,3,13,3,0,0,5,0,0,0,5,3,4,7,0,0,8,0,5,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,2,0,4,5,4,2,2,0,0,0,1
50,0,0,0,0,0,0,1,1,1,2,0,0,5,2,1,0,3,5,0,4,5,5,14,10,16,12,13,3,0,4,0,3,0,1,10,11,1,0,0,0,0,8,21,30,38,35,31,39,45,52,54,44,36,36,28,18,8,0,0,9,0,0,0,0,0,0,0,1,0,0,0,4,0,1,4,0,0,0,0,0,0,4,12,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,9,16,8,10,0,3,12,2,0,2,0,0,0,5,0,0,0,0,0,0,0,9,0,0,6,0,11,20,23,14,4,0,0,0,16,10,9,0,4,3,3,12,2,0,0,3,0,0,0,3,0,1,5,0,0,7,0,4,0,10,0,12,2,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,0,1,2,0,0,1,0,0,0
51,0,1,0,0,0,0,0,0,0,1,2,0,2,5,2,2,2,4,6,0,2,2,5,11,11,16,11,18,8,0,2,2,0,0,0,9,12,3,0,0,0,2,11,19,28,43,36,30,37,42,52,54,44,35,36,26,17,13,3,0,8,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,5,1,2,0,0,0,3,12,2,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,7,17,7,10,0,2,9,0,0,2,0,0,0,4,0,0,1,0,0,0,1,9,0,1,6,1,13,21,23,15,5,0,0,6,14,10,6,0,6,0,2,17,7,0,0,3,0,0,0,1,0,1,5,1,5,4,1,5,0,8,2,12,7,0,0,5,1,2,5,0,0,0,0,1,9,1,1,0,0,0,0,0,0,1,0,0
52,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,1,1,1,3,12,2,0,8,2,10,10,15,11,15,9,0,1,0,0,1,0,9,11,2,0,0,0,1,9,18,31,43,37,27,34,42,50,53,47,41,33,27,17,10,9,0,6,0,0,0,0,3,0,1,0,0,2,0,0,0,0,4,4,0,0,0,0,0,2,18,8,0,0,6,0,4,0,0,0,2,0,0,0,0,3,0,0,0,7,16,6,7,1,0,6,0,0,8,0,1,0,6,3,0,0,6,0,0,3,6,0,0,3,3,13,20,22,13,3,0,0,4,13,7,12,2,2,1,7,17,7,0,6,1,0,0,0,0,0,0,4,1,2,3,1,4,0,7,8,12,5,0,0,4,1,2,7,0,6,0,0,0,8,0,0,0,0,0,0,6,0,2,1
53,0,5,0,0,2,6,0,0,0,0,0,0,0,0,0,8,1,6,6,2,10,1,0,6,7,8,9,16,10,14,9,0,0,0,0,0,0,9,9,0,0,0,0,0,8,19,30,42,37,27,34,42,48,51,46,39,32,28,18,9,7,0,4,0,0,0,0,8,0,1,0,0,2,0,0,0,1,9,4,0,0,0,0,0,8,17,7,0,0,6,5,4,0,5,0,0,0,0,0,0,2,0,0,5,6,16,6,6,0,0,4,0,0,7,0,0,0,4,8,0,0,5,5,0,2,11,1,0,3,3,11,25,22,12,2,0,0,3,12,6,12,2,1,2,8,16,6,0,6,0,0,0,0,0,0,5,5,0,7,2,0,3,0,6,9,12,3,1,5,3,2,1,7,0,6,5,5,5,13,3,0,0,0,0,0,6,0,1
54,0,0,1,0,0,3,7,1,1,0,0,0,0,0,0,0,7,0,4,3,1,12,2,5,4,3,4,6,18,8,15,8,5,2,0,0,0,0,5,8,0,0,0,0,5,9,18,28,43,39,29,32,38,45,48,51,41,29,30,20,8,3,0,0,0,5,0,0,5,0,3,0,1,3,0,0,0,0,8,0,2,0,0,0,0,7,22,12,0,0,4,1,0,0,2,1,0,0,0,0,0,3,1,0,1,6,18,8,11,2,0,0,0,2,4,0,0,0,2,4,0,2,3,3,2,1,7,6,0,0,1,13,21,20,10,0,1,0,5,9,5,13,3,0,0,10,13,3,0,8,0,1,2,0,0,0,2,7,0,3,0,3,0,0,3,5,11,1,0,1,0,0,0,4,1,4,3,3,3,14,4,1,5,5,0,0,3,0
55,0,0,0,0,0,4,7,11,5,0,0,0,0,0,0,0,0,6,0,1,2,6,9,4,4,0,0,1,11,14,12,14,10,10,0,0,0,0,0,4,7,0,0,0,2,2,8,16,32,48,38,26,28,34,42,50,47,38,34,27,17,5,2,0,0,2,1,0,0,1,5,0,4,5,0,0,0,0,0,4,5,0,0,0,0,0,12,26,16,4,0,0,0,0,0,2,0,0,0,0,0,4,7,0,0,0,11,14,10,16,6,0,0,5,0,3,0,0,0,0,1,5,1,0,8,1,0,9,5,0,0,3,9,18,18,8,4,0,5,2,8,5,9,0,0,5,6,10,0,5,4,4,6,0,0,0,0,7,6,0,0,2,0,0,0,0,4,8,0,0,0,0,0,0,8,0,3,2,2,7,18,8,3,7,2,0,0,0
56,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,0,4,0,3,0,6,6,2,3,0,0,1,11,10,10,11,6,10,0,1,0,0,2,6,5,0,2,0,1,3,8,22,36,46,36,25,28,34,40,50,46,36,34,37,27,15,1,0,0,2,0,10,0,0,6,0,0,15,5,0,0,0,0,0,4,0,0,0,0,2,14,26,16,4,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,1,11,11,6,18,8,0,0,5,0,4,0,0,0,0,0,3,2,0,6,0,0,7,6,0,0,1,8,15,16,6,3,0,5,0,7,5,8,0,0,15,6,8,0,15,5,0,4,0,0,0,0,5,7,0,0,0,0,0,0,2,3,6,1,0,1,0,0,0,6,0,1,0,0,8,14,5,0,7,0,0,0
57,0,0,0,0,0,5,5,5,8,3,0,0,0,0,0,0,0,0,0,1,0,7,0,7,6,0,0,0,4,1,16,10,11,15,5,7,0,1,0,0,1,6,4,0,3,0,0,0,13,26,34,42,32,22,25,35,40,48,50,40,30,33,26,16,4,1,0,2,0,6,4,0,11,5,5,11,3,0,0,0,4,0,1,0,0,0,1,7,16,26,16,4,0,0,0,0,0,0,0,0,0,5,5,0,2,0,4,1,12,15,8,14,5,4,0,4,0,1,0,0,0,4,0,0,6,0,2,1,0,4,2,0,0,0,7,12,21,11,7,0,5,0,4,3,6,4,5,12,2,12,5,20,10,0,0,0,0,4,0,2,4,1,0,0,0,0,0,0,3,3,0,0,0,0,5,0,6,0,1,5,5,13,15,6,0,3,0,0
58,0,5,0,0,0,0,5,5,5,8,3,0,0,0,0,5,0,5,5,0,0,0,6,0,12,4,0,1,0,3,6,16,8,10,14,4,6,0,0,0,0,1,5,2,0,4,0,0,3,14,26,34,40,30,21,25,34,41,47,49,39,30,31,24,16,6,0,5,0,0,5,3,1,11,3,3,12,8,0,0,0,2,0,0,0,0,0,1,6,16,31,21,9,5,0,0,0,0,0,0,0,0,5,10,0,2,0,3,2,11,13,6,13,4,3,0,3,0,6,0,0,0,9,0,0,11,1,0,1,0,2,7,0,0,0,6,12,19,10,6,0,2,0,5,4,5,2,4,12,2,10,10,19,10,0,5,1,0,9,0,1,3,0,0,1,0,0,1,5,2,4,0,0,0,0,10,5,11,5,1,5,5,11,13,5,0,2,0
59,0,0,2,0,1,0,0,2,2,2,5,0,0,0,0,0,4,0,4,6,0,0,1,3,2,14,4,0,0,6,0,6,13,4,16,13,4,5,2,0,0,0,0,3,0,0,4,6,0,4,14,23,36,40,31,21,31,33,37,48,49,39,28,33,23,13,6,0,5,0,0,7,0,1,11,5,2,11,7,0,0,2,1,2,1,1,0,0,2,6,19,28,18,8,11,1,0,0,2,0,0,0,0,4,9,0,0,6,0,1,9,15,7,9,10,2,2,3,0,3,1,0,0,11,1,1,8,0,0,1,2,1,4,0,0,0,3,14,15,11,5,0,8,0,4,0,5,3,2,8,2,7,9,16,12,2,4,0,0,9,0,0,2,1,0,0,0,0,0,5,1,6,0,1,0,0,9,4,10,2,0,2,2,8,14,4,6,8
60,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,5,0,2,0,2,4,13,4,0,2,3,0,4,10,6,15,13,3,5,1,0,0,0,0,1,0,0,6,3,0,4,12,26,37,42,32,23,31,30,39,49,47,38,28,31,21,14,5,1,3,0,7,4,0,2,11,5,1,10,5,0,0,1,1,4,3,0,0,2,1,9,17,26,17,10,7,0,0,0,3,0,0,0,0,3,7,0,2,4,0,0,9,17,7,11,9,9,3,2,0,5,0,0,7,8,0,0,6,0,0,1,1,0,3,0,0,0,4,11,17,10,1,2,8,0,1,1,7,1,0,9,0,4,7,16,11,2,1,0,0,8,0,0,4,1,0,0,0,0,0,5,8,4,2,0,0,0,8,3,7,0,0,0,0,10,12,6,8
61,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,5,0,3,0,0,3,10,4,0,1,1,1,4,7,5,11,11,1,9,5,0,0,4,1,0,0,0,5,3,0,2,14,23,33,43,33,21,31,29,38,45,51,41,29,32,22,11,4,0,3,0,6,3,0,1,8,2,0,6,5,0,0,0,0,0,4,0,0,0,0,7,14,23,14,18,8,4,0,0,1,0,0,0,0,0,7,0,3,4,4,0,7,17,7,9,5,6,0,0,0,5,0,0,7,5,0,1,4,0,0,0,0,1,1,0,0,0,4,7,15,18,8,0,5,0,0,0,3,1,0,8,0,0,6,13,8,2,0,0,0,8,0,0,1,0,4,0,0,0,0,1,4,0,1,0,0,0,5,2,6,0,1,1,0,6,9,3
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,0,1,0,0,2,6,4,0,0,0,0,4,5,6,9,10,3,11,3,0,2,1,0,1,0,0,1,1,0,4,14,23,31,43,33,21,31,39,36,47,50,40,28,32,22,21,11,0,4,0,2,13,3,0,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,5,13,23,13,16,10,3,0,0,0,0,0,0,0,0,7,0,0,6,3,0,7,17,7,10,5,4,0,0,0,3,1,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,4,5,14,18,8,0,1,10,0,0,0,11,1,4,0,0,4,12,4,0,1,0,0,6,0,0,0,2,3,0,1,0,1,0,4,0,0,0,0,0,1,0,2,0,0,1,0,6,9
63,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,3,0,1,0,0,0,8,1,0,0,0,2,3,5,5,9,9,2,10,0,0,0,1,0,3,0,0,0,0,0,5,16,21,33,43,33,23,32,37,37,47,48,38,29,31,23,19,9,7,1,0,3,13,3,0,5,0,0,2,3,0,2,2,0,0,2,0,0,0,0,4,15,19,11,15,10,4,0,0,0,0,0,0,0,2,5,0,0,6,5,0,9,16,14,11,4,2,2,0,0,10,0,0,3,1,0,0,5,0,0,0,0,0,0,0,0,2,3,4,16,18,8,0,2,12,2,0,1,8,0,2,0,0,4,9,3,0,0,0,0,8,0,0,0,2,2,0,1,7,0,2,1,0,0,0,0,0,0,0,0,0,2,0,2,8
64,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,6,8,0,0,1,0,0,8,1,0,0,0,1,2,5,3,7,7,2,9,0,0,1,0,0,3,0,0,0,0,0,6,14,23,34,42,32,22,32,35,37,47,46,36,34,29,23,18,8,7,1,0,3,14,8,0,5,0,0,1,1,0,1,0,0,0,2,5,0,0,5,5,12,19,9,13,8,3,0,0,5,0,0,0,0,0,4,0,0,5,4,0,8,15,12,16,6,1,1,5,0,9,5,0,1,1,0,0,10,0,0,0,0,0,0,0,0,2,0,6,17,19,9,0,2,12,2,0,1,7,0,0,5,1,3,14,4,0,0,0,0,9,0,0,1,7,1,1,0,7,0,2,6,5,5,5,0,0,0,0,0,0,2,0,1
65,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,1,7,1,6,5,0,0,0,0,7,8,0,5,0,0,0,10,0,0,0,0,2,4,5,1,5,9,1,7,0,5,2,0,0,0,0,0,0,0,0,4,13,28,32,42,32,22,30,35,37,44,45,37,33,29,20,18,8,5,0,0,8,15,10,0,2,0,0,1,1,0,0,0,0,2,3,5,0,1,4,2,12,17,9,12,7,1,0,1,4,0,0,0,0,0,2,0,0,2,3,0,8,14,13,16,6,0,2,5,0,10,5,0,3,2,0,1,10,0,0,0,0,0,0,0,2,0,0,11,22,16,8,0,2,9,1,0,0,7,0,1,10,0,4,15,5,0,0,0,5,9,0,5,2,8,6,1,0,7,0,3,7,6,6,3,0,0,0,0,0,0,1,0
66,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,0,3,0,0,5,5,0,1,0,0,0,7,0,0,0,0,1,2,4,0,4,5,0,4,0,4,2,0,0,0,0,0,7,3,0,4,18,24,35,42,32,21,28,32,34,51,43,37,30,25,21,15,5,5,0,0,6,14,7,0,0,0,0,4,4,0,0,3,0,0,0,2,0,1,1,2,11,15,16,8,4,0,0,0,1,0,0,0,0,0,0,3,0,2,2,1,15,12,10,19,9,0,3,1,0,7,2,0,2,0,0,0,7,0,0,0,0,0,3,0,0,0,1,10,18,16,11,1,0,9,0,0,0,5,0,0,6,0,5,12,3,0,3,0,2,8,0,3,1,7,7,0,3,4,0,1,5,4,3,0,0,0,0,3,0,0,1
67,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,4,0,4,0,0,1,2,0,0,0,0,1,7,0,0,0,0,0,6,8,0,2,9,1,1,0,1,1,0,0,0,0,0,3,4,0,8,18,25,34,38,36,26,24,33,41,48,42,33,30,21,20,14,4,0,0,0,4,10,7,0,0,0,0,0,5,0,0,1,0,0,0,0,0,9,0,6,6,12,14,7,3,0,0,0,1,0,1,0,4,0,0,3,0,0,0,5,12,8,9,19,9,0,3,0,0,8,0,0,0,0,0,1,5,0,0,0,0,0,1,8,0,0,0,10,17,12,7,1,0,8,0,0,0,2,0,0,3,0,2,12,2,0,0,0,6,5,0,0,0,3,3,0,2,1,0,0,2,3,2,0,1,1,0,0,0,0
68,0,0,0,0,1,8,2,0,0,0,0,0,5,0,0,0,5,0,0,1,3,12,3,0,4,0,0,3,1,0,0,5,0,0,6,0,0,5,0,0,4,13,3,0,8,3,1,0,1,0,0,0,0,0,0,2,3,2,8,17,24,32,36,35,25,23,32,41,46,40,32,29,21,20,12,3,2,0,5,2,9,6,0,0,0,0,0,5,0,5,1,0,0,0,0,0,7,0,5,5,11,14,7,3,0,0,0,0,0,0,0,3,0,0,2,0,0,0,5,10,7,9,19,9,0,3,0,0,13,3,0,0,0,0,0,4,0,0,0,0,5,0,7,2,2,0,8,16,10,6,0,0,7,0,0,0,4,0,0,3,0,2,11,1,2,0,0,8,5,0,2,0,1,2,0,2,1,0,0,2,3,2,0,0,0,0,0,0
69,0,0,0,0,1,0,5,0,0,0,0,0,0,2,0,0,0,4,0,1,0,2,13,3,0,6,0,0,0,7,0,0,2,0,6,5,0,0,7,0,0,3,10,1,0,7,3,7,0,0,0,0,2,0,1,0,8,2,0,9,17,22,30,38,32,22,23,31,41,43,36,34,26,18,20,14,4,1,0,2,0,11,5,2,1,1,0,0,6,0,4,0,0,0,6,0,0,5,2,5,2,8,11,6,2,0,0,6,0,0,0,2,4,0,6,1,2,0,0,2,11,3,9,21,11,0,0,0,3,13,5,0,0,0,0,0,1,2,0,1,0,2,6,6,1,0,0,9,13,6,6,0,0,4,2,0,0,0,0,0,2,0,1,12,2,0,0,0,7,5,0,4,0,2,0,0,1,0,0,0,0,0,0,0,1,0,6,6
70,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,2,0,16,6,0,0,4,0,0,0,0,16,6,0,0,4,0,0,0,7,0,0,5,2,4,0,0,0,0,0,0,0,0,7,0,0,7,15,20,29,36,28,19,22,31,39,40,35,31,23,16,19,13,3,0,0,0,1,21,11,1,0,0,0,0,5,0,2,0,0,0,2,0,0,4,0,1,0,5,10,16,6,0,0,2,0,0,0,1,1,0,4,0,0,0,0,1,8,2,11,18,10,0,0,0,3,12,4,0,0,0,10,0,0,0,0,0,0,1,5,5,0,0,0,7,10,4,3,0,0,3,1,0,0,0,0,10,0,10,2,11,1,0,0,0,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
