,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
61,0,1,2,0,0,0,0,2,0,1,2,0,7,3,2,0,1,0,1,10,1,4,14,5,2,4,3,0,1,2,0,0,0,2,9,20,11,6,5,7,15,23,20,14,9,0,0,2,1,0,2,2,3,4,3,1,0,0,4,1,3,0,3,1,0,6,5,0,5,7,6,17,13,5,4,3,2,0,0,3,6,16,6,0,2,2,0,0,0,6,1,4,1,12,4,1,0,0,2,3,9,5,1,3,2,0,0,7,3,5
62,0,0,1,0,0,0,0,0,6,0,0,0,0,7,0,1,0,5,5,0,15,5,4,14,5,2,4,2,0,0,3,5,0,5,0,10,20,11,2,10,5,20,21,17,11,10,0,0,0,0,0,0,2,3,4,0,5,1,1,1,0,0,0,3,0,0,2,2,0,5,3,7,15,9,5,4,0,1,0,5,0,6,12,2,0,1,0,1,0,5,6,2,3,2,12,2,0,0,0,2,1,5,5,1,0,6,5,5,7,0
63,0,0,0,0,0,2,0,0,0,5,0,0,0,0,9,0,0,0,2,7,5,15,12,4,13,4,1,3,2,0,0,0,7,0,7,0,9,19,11,1,10,10,20,20,17,9,9,0,0,0,0,0,0,1,2,6,0,3,0,1,0,2,2,0,2,0,0,1,2,0,3,3,7,13,8,4,4,0,3,0,5,2,4,10,3,0,8,0,8,0,4,4,0,3,2,12,2,0,0,0,2,1,4,4,3,0,3,2,4,7
64,0,5,5,0,0,0,1,0,0,5,2,0,0,0,0,6,5,0,0,1,7,5,14,17,9,13,9,0,2,1,0,0,0,7,0,6,5,14,17,11,2,10,11,17,19,15,6,8,0,0,0,0,0,0,6,1,5,0,1,0,1,0,1,7,0,3,0,0,2,2,0,4,4,7,13,13,3,1,0,3,0,4,2,4,8,1,0,7,0,8,5,2,3,0,8,2,12,2,0,5,1,0,6,4,3,2,0,3,7,2
65,0,1,6,4,0,0,0,3,0,1,1,2,1,2,0,0,7,2,0,0,0,7,5,15,18,11,14,7,1,3,0,0,0,0,7,1,7,6,14,15,16,6,15,7,18,16,11,7,8,0,2,0,2,2,1,6,0,2,0,2,0,1,0,2,3,5,3,0,5,4,2,5,9,4,9,14,14,4,1,0,4,0,4,2,3,6,1,0,7,0,9,2,1,4,1,8,2,11,4,1,10,1,1,8,3,0,0,0,4,7
66,0,0,0,5,3,0,0,0,0,0,0,0,4,0,1,0,0,3,0,2,0,8,7,5,13,17,9,11,9,3,0,0,0,0,0,9,0,5,14,10,15,12,6,10,9,14,11,13,6,16,6,1,0,1,0,0,2,0,0,2,1,0,3,0,0,3,4,2,0,4,3,2,5,8,3,7,16,9,3,0,2,3,0,3,0,0,6,0,0,3,0,5,0,3,2,9,7,1,10,2,1,18,8,0,10,0,0,0,0,12
67,0,0,0,0,2,4,0,0,0,0,0,0,0,3,1,0,0,0,0,6,0,2,10,6,4,12,16,7,11,9,0,0,1,0,1,0,8,0,7,11,9,12,11,3,10,6,11,11,10,8,15,5,0,0,0,1,0,0,0,0,0,2,6,2,0,0,0,3,1,0,1,2,1,2,7,2,7,13,10,0,0,3,0,0,3,0,2,4,2,0,2,0,2,0,2,4,6,4,0,9,1,8,17,7,6,6,0,0,0,2
68,0,0,0,0,8,0,2,0,0,0,0,8,0,0,1,0,0,0,0,0,2,0,0,10,6,2,12,13,7,11,5,0,0,0,0,1,0,8,0,3,11,5,12,8,3,6,3,11,19,9,6,23,13,1,0,0,0,0,0,0,8,0,0,6,0,0,8,0,3,0,8,1,2,9,0,7,2,3,11,6,0,0,11,8,0,0,0,0,2,0,0,0,0,2,0,1,12,3,2,0,9,0,8,15,5,2,2,0,0,0
69,0,0,0,0,0,8,0,2,0,0,0,0,15,5,0,0,0,0,0,0,0,4,0,0,9,6,2,10,20,14,7,2,0,0,0,7,0,0,10,0,4,8,6,8,15,5,2,10,11,21,11,13,23,13,1,0,0,0,0,7,0,8,0,0,2,1,0,6,1,3,0,9,2,2,9,0,14,4,3,8,13,3,1,11,7,0,0,0,0,0,0,0,0,7,1,2,2,10,3,1,1,11,1,8,15,5,0,0,0,2
70,0,0,0,0,0,0,5,0,1,0,2,0,5,13,3,4,0,0,0,0,0,0,3,0,0,7,4,10,10,18,13,6,0,0,0,0,5,0,0,9,0,3,6,8,6,14,7,0,7,11,19,9,13,21,11,0,0,0,0,0,4,0,6,0,2,0,0,0,4,0,0,0,7,0,0,7,4,18,8,2,6,11,1,1,10,15,5,0,0,0,0,0,0,0,5,0,0,0,8,1,0,1,9,0,6,14,4,0,0,0
71,0,1,1,0,0,0,0,7,0,2,0,2,1,7,13,3,5,0,0,0,0,0,0,4,1,2,8,2,11,11,15,11,6,0,0,1,1,6,0,0,14,4,8,2,9,4,10,8,0,7,13,19,11,15,22,12,0,0,0,1,0,4,0,7,0,7,0,0,5,6,0,5,5,7,2,1,8,8,18,8,3,6,11,1,0,8,15,5,0,0,1,0,0,1,1,5,0,0,2,9,6,0,2,11,1,4,12,2,1,0
72,0,0,1,0,0,0,0,0,11,1,0,0,0,1,4,12,3,9,5,0,5,0,0,0,4,1,2,7,1,8,12,20,10,11,1,0,1,1,2,5,4,19,9,5,0,10,1,7,4,0,7,9,19,11,15,19,16,6,1,0,0,0,1,0,4,0,3,0,0,5,2,0,3,1,7,2,0,7,8,23,13,1,2,7,0,0,5,16,6,5,0,2,0,0,1,0,1,0,0,2,7,2,0,2,8,5,9,17,7,0
73,0,0,0,0,0,0,0,0,4,11,1,0,0,0,0,3,12,7,14,4,5,1,0,0,0,4,1,1,4,0,9,17,17,15,8,0,0,1,0,7,3,9,17,7,2,1,7,0,3,0,0,3,9,19,11,12,23,17,7,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,7,0,0,4,13,20,10,0,0,4,0,0,6,13,11,5,1,1,0,0,0,0,0,0,0,0,3,2,0,0,12,10,14,17,7
74,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,3,16,12,11,9,1,0,0,0,0,4,0,0,1,1,14,14,22,12,5,0,0,0,5,5,8,7,14,4,3,0,4,0,0,0,0,3,9,19,9,16,24,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,9,10,17,7,0,0,3,0,1,3,18,11,6,0,0,0,0,0,0,0,0,0,0,3,2,0,4,17,15,14,13
75,0,0,0,0,0,1,0,0,0,3,1,5,0,0,1,0,0,6,13,18,8,11,3,0,0,0,0,2,0,0,0,4,15,12,23,13,4,0,2,0,4,2,7,4,14,4,0,0,1,2,0,0,0,2,9,20,10,14,21,18,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,9,11,14,4,0,0,5,0,3,8,17,8,3,0,0,2,0,0,0,0,0,2,0,2,8,0,7,14,14,16
76,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,0,3,13,15,10,11,2,0,0,0,0,9,7,0,0,5,12,13,30,20,8,2,0,1,1,3,3,11,10,0,7,0,3,2,0,0,0,1,10,17,7,11,28,18,8,1,5,0,1,0,0,1,0,0,1,1,0,0,0,7,0,1,0,7,9,11,14,4,0,0,3,0,0,7,13,6,10,0,2,2,0,0,0,1,2,1,0,2,5,0,4,13,16
77,0,1,1,0,0,0,0,2,0,1,0,0,2,14,4,0,1,0,0,3,11,15,10,12,3,2,1,0,1,10,4,0,0,3,12,20,31,21,9,0,5,0,6,0,4,8,6,1,7,0,5,2,2,2,1,1,7,14,4,18,28,18,7,2,1,5,1,0,5,3,0,5,6,1,2,1,1,4,0,0,1,7,9,11,13,3,0,0,3,0,1,4,12,7,11,1,2,1,2,1,5,1,3,3,0,0,3,0,5,13
78,0,0,0,0,0,1,0,0,0,0,0,0,0,4,15,5,0,0,0,6,1,13,17,9,11,2,1,0,0,1,7,1,1,0,4,12,21,30,23,13,1,2,0,3,0,1,5,6,0,9,0,2,1,1,1,2,0,4,11,8,16,29,24,14,2,0,2,0,0,4,0,0,4,3,0,1,1,0,5,0,0,2,4,6,11,11,5,0,2,0,0,0,2,12,6,13,3,0,0,1,0,7,0,2,9,0,0,0,0,7
79,0,0,0,0,8,0,0,0,0,0,0,8,0,0,5,11,5,0,0,0,2,3,11,17,9,9,2,0,0,0,0,3,0,0,0,4,12,21,29,19,13,3,2,0,3,0,0,5,14,4,7,8,0,0,1,0,0,0,1,11,16,19,26,24,14,2,8,0,0,0,12,2,0,12,2,0,1,0,0,1,0,0,10,12,3,8,9,2,0,0,0,0,0,2,12,5,21,11,0,0,1,0,7,0,0,5,0,0,0,0
80,0,0,0,0,0,14,4,0,0,0,0,0,8,0,6,1,10,2,0,1,0,1,5,10,16,8,8,0,0,0,0,0,9,0,6,0,3,11,20,26,19,10,3,0,0,0,0,0,4,13,3,5,7,0,0,7,0,0,0,1,9,22,20,25,21,14,4,7,0,0,2,12,2,2,11,1,0,0,6,0,1,6,0,8,15,5,10,7,4,0,0,0,0,0,2,11,11,18,10,0,0,0,0,6,1,0,2,0,0,0
81,0,0,0,0,0,4,13,3,0,0,0,0,0,7,2,2,0,7,0,2,0,0,8,4,9,15,7,7,0,0,0,0,2,6,2,6,0,2,11,17,26,16,10,2,0,0,0,0,0,4,12,2,4,6,0,2,4,0,0,0,0,12,24,19,24,21,12,3,7,0,0,2,12,2,1,10,1,0,2,3,0,3,4,0,9,14,12,10,14,4,0,0,0,0,0,2,9,8,17,9,0,0,0,0,8,0,0,0,0,0
82,0,0,0,0,0,1,3,12,2,0,0,0,0,0,8,0,1,0,4,6,0,2,2,7,3,8,14,5,7,0,0,0,1,0,7,2,5,0,4,8,16,23,15,7,2,0,0,0,0,2,3,9,1,3,5,1,0,1,0,0,0,2,18,23,16,23,18,11,2,6,0,0,2,9,1,0,10,0,1,0,3,1,0,1,0,7,16,10,12,11,3,0,0,0,0,2,0,6,7,16,8,2,0,0,6,4,0,0,0,2
83,0,5,5,0,0,0,0,3,11,7,0,0,0,0,0,5,5,0,0,3,6,0,1,7,12,3,13,12,4,6,0,0,0,1,0,6,7,10,0,4,9,16,24,14,6,0,0,0,0,0,2,3,9,1,8,4,0,0,0,0,0,0,8,23,20,17,23,17,12,2,6,1,1,2,9,6,0,7,0,1,0,2,1,0,0,0,6,15,9,12,16,6,0,0,5,0,2,0,6,12,17,7,7,0,0,5,4,0,5,0
84,0,0,4,4,0,1,0,0,1,10,4,0,0,0,1,0,4,1,0,6,0,8,2,0,6,11,3,11,12,4,3,0,1,0,2,0,5,6,12,2,3,6,15,21,14,4,0,0,0,2,0,0,2,8,0,9,0,0,0,0,0,1,6,13,20,19,14,22,16,11,1,5,0,0,1,8,6,0,8,0,1,1,0,0,0,0,2,5,17,7,11,13,3,0,0,7,0,0,0,5,11,19,9,6,6,0,2,1,0,7
85,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,9,0,4,0,0,5,0,4,0,0,4,8,7,7,8,5,2,0,0,0,0,0,2,2,11,1,2,5,16,17,15,5,0,0,0,0,0,0,0,5,0,9,1,1,0,0,0,0,3,14,17,15,12,19,14,7,0,2,0,0,0,4,14,4,7,0,0,0,0,0,4,0,2,7,16,6,12,11,1,0,0,3,0,0,0,2,9,16,7,3,6,0,1,0,0
86,0,0,0,0,0,0,0,5,0,0,1,9,1,5,0,0,9,0,4,0,0,4,0,4,0,5,4,6,7,7,7,5,1,0,0,0,0,0,1,2,13,3,4,6,16,16,12,5,0,0,5,0,5,5,0,4,0,8,0,1,0,0,0,0,4,16,15,14,14,24,14,9,2,0,5,0,0,4,13,4,7,0,0,0,0,0,3,0,1,7,16,6,11,11,1,0,0,2,5,0,2,1,9,21,11,2,6,0,1,0
87,0,0,0,0,0,0,0,0,7,0,0,0,5,0,2,1,0,11,1,1,1,0,2,0,2,0,3,3,2,3,12,8,2,2,0,0,0,0,0,2,3,14,4,2,6,21,14,8,1,0,0,1,0,4,3,0,6,5,13,3,0,0,0,0,0,6,12,11,11,14,20,11,6,0,0,3,0,1,3,14,4,4,0,0,0,0,0,6,0,2,6,21,11,7,9,0,0,0,1,3,0,0,0,11,18,13,3,7,0,0
88,0,0,0,0,0,0,0,5,0,7,0,0,0,10,0,0,1,1,11,1,1,0,0,2,0,7,0,1,3,2,2,12,7,2,1,0,0,0,0,0,4,4,16,6,2,11,18,14,6,0,5,0,6,5,4,2,0,5,4,13,3,0,0,0,0,2,4,11,13,16,12,22,13,4,5,0,3,0,0,4,14,4,2,0,0,0,0,0,5,0,2,11,20,11,7,8,0,0,5,1,5,0,0,5,10,17,13,3,7,0
89,0,0,0,0,0,0,0,0,10,0,4,0,0,0,7,0,0,6,5,7,5,0,0,0,1,0,6,0,0,0,4,6,9,11,1,0,0,0,0,4,0,8,6,13,3,4,8,15,10,2,0,1,0,5,4,1,7,2,7,3,9,0,0,0,0,0,0,1,8,12,12,12,19,9,3,4,0,3,0,4,4,11,1,0,0,0,0,2,0,9,0,4,10,17,10,3,4,0,0,4,0,1,0,0,1,15,21,17,7,3
90,0,0,0,0,0,2,0,0,0,9,0,2,0,0,2,3,0,0,3,7,4,5,7,0,0,0,0,5,0,0,0,1,8,6,13,3,0,0,0,0,4,0,8,5,13,3,3,8,13,10,1,0,0,0,4,6,0,5,0,7,1,11,2,0,0,0,0,0,1,7,10,12,12,17,8,2,4,0,5,0,4,6,9,0,1,0,7,0,9,0,8,0,1,10,16,10,1,1,0,0,4,0,0,0,2,5,12,18,16,7
91,0,0,0,0,0,6,1,0,0,0,6,0,2,0,6,0,2,0,0,4,4,3,7,6,0,0,0,0,5,0,0,0,7,5,12,13,3,0,0,0,0,1,0,5,5,10,0,3,6,12,9,0,0,0,0,10,3,0,2,0,5,7,12,2,0,0,0,0,0,0,5,10,12,10,16,7,2,0,6,2,0,10,4,7,3,0,2,5,2,6,0,5,0,1,9,15,8,0,0,0,0,3,0,0,1,0,2,9,17,15
