,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
37,0,5,0,5,0,7,5,0,6,0,1,5,1,6,0,5,13,5,1,0,1,9,0,3,11,3,4,10,1,0,5,0,0,0,0,9,16,23,18,8,6,10,1,12,14,13,9,0,0,5,0,4,1,0,5,0,1,0,0,4,13,4,1,6,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,11,10,3,12,2,0,6,15,5,0,0,5,0,2,11,2,9,18,8,5,10,14,4,0,8,9,5,0,3,10,0,0,2,0,0,0,6,0,10,19,10,0,0,0,0,0,1,4,1,3,12,9,4,0,8,5,0,0,0,0,1,0,0,0,3,1,0,1,0,7,0,0,0,0,0,5,1,0,0,5,0,5,12,6,6,0,0,0,4,1,0,0,0,5,0,0,3,6
38,0,0,5,0,7,0,6,1,0,6,0,0,2,0,6,0,12,9,2,0,7,0,16,6,4,11,1,1,7,0,0,1,7,0,0,0,10,16,20,20,10,2,6,2,19,14,12,9,0,0,5,0,0,1,0,6,1,0,0,0,3,10,5,1,2,0,0,0,6,0,0,0,0,0,0,0,0,9,0,1,8,12,10,8,0,0,6,11,2,0,0,1,2,1,11,4,8,15,5,7,10,14,11,1,8,7,4,2,3,8,0,0,0,0,2,0,6,2,10,19,9,0,0,0,0,1,1,1,2,3,12,9,6,0,7,4,0,0,0,1,0,0,0,0,3,8,0,1,0,3,0,1,0,0,0,2,0,0,0,2,0,4,12,3,6,0,0,0,2,0,0,2,0,2,0,2,5
39,0,0,0,5,0,6,0,5,0,0,5,0,0,1,0,5,2,11,8,1,0,6,6,15,5,2,9,1,1,6,0,0,1,6,5,0,2,9,16,19,19,9,1,6,9,18,14,11,7,5,0,5,0,0,1,0,8,0,0,0,0,3,12,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,8,0,1,7,12,8,7,0,0,5,11,1,0,0,0,1,1,10,3,7,14,4,5,8,14,13,3,6,6,3,7,2,7,0,0,0,0,1,0,5,1,9,18,8,0,0,0,2,0,1,3,0,2,11,8,4,0,6,2,0,0,2,0,0,0,0,0,3,7,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,3,12,2,11,1,0,0,1,0,0,0,0,0,0,1
40,0,0,0,0,1,2,4,5,7,0,5,3,1,3,0,0,1,7,13,13,3,3,2,5,12,2,3,10,2,0,4,1,0,0,5,6,0,0,10,12,15,20,14,4,2,8,16,11,7,6,2,1,10,0,0,0,0,13,3,0,3,1,2,9,9,0,0,0,0,0,7,2,5,5,1,0,0,0,0,6,1,0,3,13,10,4,0,5,6,7,6,5,0,2,0,0,12,5,9,10,0,1,4,11,10,2,3,2,2,10,0,4,0,0,0,5,0,0,2,0,11,23,13,1,0,0,0,1,0,0,0,1,7,4,2,0,5,0,0,0,7,3,0,0,0,0,0,4,0,0,0,0,2,0,0,2,1,0,0,2,0,0,0,4,8,1,7,0,0,0,0,0,0,1,0,0,0
41,0,5,0,5,0,0,7,2,4,7,0,10,3,0,3,0,0,0,6,11,12,2,2,0,3,12,2,3,10,1,5,1,0,0,0,5,7,0,0,8,10,12,18,19,9,1,13,15,11,7,5,2,0,10,5,0,1,3,12,2,0,3,2,1,7,8,0,0,0,0,0,6,0,3,5,0,5,0,0,5,6,0,0,3,12,9,3,0,5,5,5,4,3,0,2,0,2,11,4,7,10,0,0,5,10,8,0,1,2,1,8,0,3,0,0,0,4,0,0,2,1,11,20,13,3,1,0,0,2,0,0,0,0,7,9,0,0,5,0,1,0,6,2,0,0,0,0,0,9,0,0,0,0,1,5,0,0,0,0,0,7,5,0,0,4,8,1,6,0,0,0,0,0,0,1,0,0
42,0,0,6,0,4,0,0,4,0,2,4,0,6,2,0,4,1,0,0,3,12,11,3,1,10,2,11,1,0,7,0,4,2,0,0,0,4,7,0,0,7,9,9,16,20,10,3,13,13,9,7,1,0,0,8,15,5,0,3,12,2,0,2,2,0,7,8,0,0,0,0,0,3,0,0,5,0,3,1,0,1,5,1,0,2,12,9,0,0,3,2,2,3,0,0,1,0,1,7,3,5,8,1,0,5,12,8,0,0,1,1,8,0,3,0,0,0,3,0,0,0,1,10,16,11,2,0,0,0,0,0,0,0,0,5,9,2,0,3,0,0,0,4,0,0,1,0,0,0,6,0,10,0,0,0,1,0,1,0,0,0,5,5,0,0,2,6,1,4,0,0,0,0,0,0,0,0
43,0,0,0,4,0,6,0,5,6,0,7,2,1,9,0,0,0,6,2,5,2,15,7,0,0,6,3,12,2,0,5,1,0,0,0,1,0,1,8,0,0,8,14,7,12,17,8,3,9,12,6,8,6,0,0,5,12,10,0,2,15,5,0,0,7,0,4,4,0,0,2,2,5,8,1,0,3,0,1,0,1,0,1,2,2,2,9,14,4,0,8,7,0,5,0,0,3,2,3,3,0,1,4,0,0,4,9,4,0,3,0,0,6,0,0,5,0,0,0,0,2,5,2,11,12,8,0,1,0,0,0,0,0,0,0,2,8,0,0,0,5,3,0,0,0,0,0,0,0,0,2,0,12,2,0,2,2,0,0,2,0,0,2,6,0,0,0,3,0,2,0,0,0,1,0,0,0
44,0,0,0,0,0,2,4,5,7,2,5,5,3,4,5,0,0,5,8,7,1,5,11,3,0,0,7,4,13,3,0,6,0,0,0,1,0,0,2,4,0,1,13,12,3,9,15,5,0,8,9,7,13,3,0,0,2,17,7,0,5,16,6,0,5,4,0,0,1,0,2,4,7,10,9,0,0,0,0,0,1,0,0,2,4,0,0,14,15,5,5,13,3,2,1,0,2,5,4,0,0,0,0,1,0,0,1,5,3,3,0,0,0,3,0,5,2,0,0,0,2,7,6,3,7,9,4,1,0,0,0,0,0,0,0,0,1,4,0,0,5,8,0,0,0,0,0,0,0,0,0,0,2,9,0,2,3,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0
45,0,0,2,0,0,0,1,1,2,5,0,4,2,1,2,7,0,0,2,5,7,0,5,10,3,0,0,4,3,10,2,0,6,3,0,0,1,6,0,1,3,0,3,12,12,4,8,21,11,0,14,6,4,11,2,0,0,7,18,8,0,6,16,12,2,11,10,0,3,4,0,0,1,4,7,15,5,0,2,0,0,0,0,0,0,5,6,4,11,14,4,3,12,2,0,0,0,0,2,3,0,0,0,0,2,0,3,0,4,1,6,3,0,3,2,0,11,1,6,0,0,0,3,3,1,7,7,1,1,0,0,1,0,0,0,3,0,0,3,0,0,3,7,0,0,0,6,1,0,0,0,0,0,8,8,0,0,5,0,0,1,0,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,4,0,3,2,0,1,5,0,0,1,3,7,0,2,12,2,4,0,3,0,8,6,0,5,1,0,0,0,5,0,0,7,0,2,10,10,2,11,18,9,4,13,5,1,9,4,0,0,8,16,8,0,6,14,11,1,9,7,0,2,3,0,0,0,3,5,13,3,0,0,0,0,0,4,0,0,3,5,3,8,13,3,2,11,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,5,0,0,0,1,1,8,0,3,0,0,4,2,0,0,4,6,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,4,0,0,0,4,0,2,0,2,0,0,6,7,4,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0
47,0,0,0,0,8,0,0,0,0,0,0,2,0,0,1,0,3,1,0,0,3,0,9,8,2,11,1,0,0,0,0,3,8,0,4,0,0,0,0,13,8,0,3,0,4,12,8,1,10,17,8,3,9,4,0,8,4,0,2,10,12,4,0,5,10,10,0,8,5,0,0,0,0,0,0,2,3,12,3,0,0,8,2,0,0,2,0,0,1,2,4,9,11,1,10,9,0,0,0,8,0,0,2,0,2,0,8,8,0,0,2,0,1,0,8,0,0,9,7,0,0,0,0,0,1,0,0,0,6,0,0,2,8,0,0,0,1,10,0,0,0,0,0,0,3,2,0,2,2,0,1,0,0,0,0,2,2,4,0,0,0,0,0,0,4,0,0,2,0,0,0,8,0,0,0,8,8
48,0,1,0,1,0,5,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,9,7,2,8,0,0,0,1,0,4,7,2,2,5,0,0,3,13,5,0,4,1,3,13,8,1,12,17,7,0,9,5,0,13,3,0,1,8,10,9,0,2,10,10,0,7,4,0,0,0,0,0,0,3,3,12,4,0,0,9,0,0,0,2,0,0,0,0,1,9,8,1,10,6,0,0,0,8,0,1,7,0,0,0,8,10,0,0,1,0,0,0,5,0,0,9,7,0,0,0,0,0,6,0,0,5,6,0,0,2,8,1,0,0,1,9,5,0,0,0,0,0,4,2,0,3,0,0,0,0,0,1,0,0,2,4,0,1,1,0,0,0,6,0,0,1,0,0,0,4,0,0,0,8
49,0,0,0,0,0,4,5,2,4,0,1,0,6,1,0,0,0,2,4,1,0,2,0,0,5,3,1,13,5,0,0,0,0,1,7,7,0,2,5,0,3,12,6,0,1,0,3,10,4,2,9,22,12,0,9,1,3,14,4,0,2,13,8,6,1,0,7,7,0,4,8,4,1,1,5,0,0,0,2,12,9,0,0,8,4,0,0,3,5,0,1,1,0,13,4,0,14,10,4,0,0,4,0,0,4,0,0,0,8,11,1,0,0,0,0,1,2,0,0,5,11,1,0,5,0,0,2,5,0,1,2,0,0,0,8,0,0,0,0,7,6,1,0,0,0,0,1,0,0,0,0,0,4,0,0,5,0,0,0,8,0,1,0,5,0,0,2,0,0,0,0,0,0,9,0,0,0
50,0,0,1,0,0,0,2,2,0,2,0,0,0,5,0,1,1,0,0,1,2,0,3,0,10,3,2,3,9,2,0,0,1,0,0,3,6,0,0,4,0,2,9,4,1,1,0,3,8,2,2,12,19,10,0,19,9,4,14,4,0,3,12,8,3,1,0,5,7,0,0,4,1,0,0,5,0,0,1,2,8,8,1,0,4,4,0,0,0,3,0,0,0,3,11,3,4,10,6,3,0,0,5,0,0,6,0,0,0,7,11,1,0,0,0,0,1,1,0,0,1,8,0,0,3,0,0,0,4,0,0,2,0,0,0,8,2,0,0,0,4,5,0,0,0,1,0,1,0,0,0,10,0,4,0,0,4,1,0,0,6,0,1,0,3,0,0,2,0,0,0,0,0,0,7,0,0
51,0,0,0,1,0,0,0,0,0,8,0,0,0,0,13,3,1,0,0,0,1,0,0,2,0,18,8,0,0,6,2,0,0,0,0,0,3,4,0,0,3,0,0,9,4,0,1,0,11,6,0,2,8,27,17,9,19,9,4,11,1,0,3,10,4,1,0,0,2,4,0,0,0,0,0,0,5,8,0,1,0,7,8,0,0,1,2,0,0,0,0,0,0,0,11,10,0,0,6,5,11,8,0,5,0,0,3,0,0,0,4,8,0,0,0,0,0,0,0,8,0,0,4,0,8,3,8,0,0,12,8,0,1,8,0,0,5,10,0,0,0,1,3,8,8,0,0,0,1,0,0,0,6,0,4,0,0,2,9,0,0,6,0,0,8,1,8,0,0,0,0,0,0,0,8,6,0
52,0,0,1,0,0,0,0,0,0,0,5,0,0,0,3,14,4,0,0,0,0,0,0,0,2,8,15,5,0,0,4,0,0,7,0,0,0,6,1,0,0,0,0,0,8,4,0,4,1,10,9,0,0,17,25,17,9,16,9,4,9,0,0,6,7,7,4,0,7,9,0,0,0,0,0,3,0,2,9,0,0,0,6,5,0,0,4,0,0,0,0,0,0,0,1,9,6,0,0,4,2,8,7,0,5,0,7,1,0,0,7,11,4,7,0,0,3,0,3,0,4,0,0,1,0,7,0,5,0,2,9,8,0,0,6,7,0,2,7,0,0,0,0,0,5,7,3,0,0,0,0,0,0,9,0,0,0,1,0,5,0,0,9,0,0,7,0,8,0,0,0,0,0,0,0,6,4
53,0,0,0,0,0,2,0,5,2,0,5,3,1,3,0,4,10,9,2,5,0,3,0,0,0,0,9,16,6,0,0,5,0,0,6,1,0,0,7,0,0,1,5,0,0,5,2,0,0,0,7,10,5,7,15,22,14,14,13,6,7,10,0,0,11,4,4,0,0,4,11,2,5,5,1,0,1,0,0,7,1,0,0,7,7,0,0,9,1,0,5,5,0,2,0,0,11,8,2,0,0,0,4,4,0,4,0,3,0,3,0,4,9,1,3,5,0,0,0,0,2,9,1,1,0,0,3,1,2,0,0,6,4,0,0,3,6,0,0,4,5,3,0,0,0,1,4,0,0,0,0,0,2,0,7,2,1,0,0,2,3,0,0,10,0,0,3,0,4,0,0,0,0,1,0,0,2
54,0,0,0,0,8,0,0,0,1,1,0,3,0,0,2,0,6,6,5,0,7,0,5,8,0,0,0,6,12,2,0,0,7,0,0,2,1,0,0,15,8,0,0,3,2,2,3,1,0,0,0,3,6,4,5,14,22,12,16,15,5,3,10,0,1,10,3,3,0,0,1,7,0,1,1,0,0,0,0,0,3,9,2,0,3,9,0,0,5,0,0,1,13,3,1,8,1,7,4,10,0,0,2,4,6,0,2,8,2,0,1,0,0,7,9,0,4,8,0,0,0,0,4,0,0,0,0,0,1,1,0,2,14,4,0,0,0,5,0,0,0,1,2,0,0,2,0,6,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,9,0,0,5,0,0,0,8,0,0,0,8,8
55,0,5,0,5,0,7,5,0,0,1,0,5,3,0,0,1,0,4,5,3,0,6,0,3,6,0,0,0,6,11,7,0,0,5,0,0,3,0,0,5,13,5,0,5,2,1,7,2,1,0,0,0,1,6,9,4,15,20,11,15,14,5,4,9,0,0,9,2,1,0,0,0,5,0,1,0,5,0,0,5,0,1,8,0,0,2,8,0,0,4,0,0,3,12,3,0,7,0,6,2,10,0,0,3,3,4,0,0,8,1,0,0,0,0,5,7,0,2,7,0,0,0,0,4,0,1,0,0,1,1,1,0,4,14,9,0,0,0,4,1,0,0,0,2,0,0,1,0,11,1,0,0,0,0,6,0,0,0,1,0,5,5,0,0,0,9,0,0,4,0,0,0,5,0,0,0,6
56,0,0,7,0,7,0,6,2,0,0,0,0,2,1,0,2,1,0,0,2,3,0,6,2,3,3,0,0,0,3,10,4,0,0,4,0,0,4,0,2,7,10,2,0,5,8,0,8,0,0,1,0,0,0,5,9,5,12,26,17,13,11,4,5,6,1,1,8,2,1,0,0,0,2,0,2,0,2,2,0,2,2,1,5,0,6,3,5,0,0,1,0,2,2,9,5,0,3,0,8,0,7,0,0,9,1,4,2,0,6,1,0,0,0,2,2,8,2,3,4,0,0,0,0,1,0,0,0,0,0,0,7,2,4,13,9,0,0,0,3,0,0,0,0,0,0,1,7,1,8,0,0,0,1,0,2,0,2,0,0,0,4,6,0,0,0,6,6,0,1,0,2,0,2,0,2,2
57,0,0,0,7,0,11,1,7,6,0,1,0,5,3,0,0,0,2,4,1,0,4,0,2,0,0,2,5,5,0,3,9,1,0,0,9,0,0,9,0,0,6,11,2,0,2,8,0,4,0,0,6,1,0,0,1,7,6,16,23,18,18,9,1,6,3,0,0,5,0,5,4,1,1,7,0,2,0,0,2,5,0,0,0,9,0,3,4,10,0,1,2,0,6,0,5,9,4,7,0,4,0,4,0,0,8,0,0,2,1,3,0,0,0,0,3,0,4,0,0,8,1,0,5,0,0,0,5,0,0,0,0,3,0,4,10,8,0,0,0,4,1,0,0,0,0,0,0,7,0,5,0,4,0,1,4,1,0,0,4,0,0,1,11,1,0,0,3,3,0,0,0,0,5,0,0,0
58,0,1,0,1,7,1,12,2,4,6,0,2,0,3,3,0,1,0,0,1,2,0,5,0,1,0,0,0,3,4,1,0,10,0,2,0,14,4,0,9,0,0,3,12,3,0,3,8,0,6,0,0,3,1,1,0,6,4,6,15,21,16,23,13,1,6,3,0,0,4,0,2,1,0,0,7,1,2,0,1,0,5,1,0,0,8,0,0,2,9,0,0,2,0,6,0,2,6,1,7,0,4,1,9,0,0,7,0,2,0,0,2,0,0,0,0,3,0,4,0,0,5,0,0,5,5,0,0,10,0,0,0,0,3,1,3,8,8,0,5,0,2,0,0,0,1,0,0,1,3,0,4,0,4,1,0,1,1,0,0,5,1,0,1,11,3,0,0,2,2,0,0,0,0,5,0,0
59,0,0,0,0,0,11,2,13,6,0,7,0,7,1,0,0,0,2,4,1,0,3,0,1,0,0,0,5,5,2,4,0,0,7,0,7,4,11,9,0,5,0,1,3,9,0,0,0,4,0,3,5,1,0,1,0,0,7,1,5,16,26,16,20,14,4,3,0,0,0,8,4,3,2,5,0,7,0,0,0,6,0,2,0,4,0,5,1,5,0,10,1,0,6,0,2,4,6,10,0,3,0,1,0,6,0,0,3,0,3,0,0,1,0,0,1,0,0,0,0,4,1,4,5,0,3,1,5,0,6,0,0,0,0,3,0,2,4,5,0,6,1,0,0,0,0,0,0,0,0,0,0,8,0,4,5,0,0,0,4,0,5,0,5,1,11,1,0,0,1,1,0,0,5,0,1,0
60,0,0,0,0,2,1,10,3,10,6,0,6,0,5,1,0,7,0,0,0,8,0,10,2,2,0,0,0,2,3,1,0,7,0,7,0,8,4,8,11,2,1,0,0,10,9,0,0,0,4,0,0,1,1,0,2,1,0,7,1,6,14,27,17,16,14,4,1,0,0,0,5,0,0,0,5,0,7,0,0,0,8,7,0,0,4,0,1,0,3,0,6,3,0,6,2,0,1,3,12,2,3,7,2,0,4,0,2,3,0,2,0,0,0,2,0,1,2,0,0,0,0,0,1,5,1,3,0,6,0,6,0,2,0,0,2,0,2,2,6,0,4,0,0,0,7,0,0,0,0,0,1,0,8,0,1,1,0,0,0,3,0,5,0,5,1,11,1,0,0,0,3,0,0,5,2,3
61,0,0,0,0,0,0,1,6,0,18,8,0,2,0,13,3,0,3,0,0,0,5,0,9,0,10,0,0,0,0,3,0,0,4,0,3,0,6,0,7,10,0,0,0,0,7,9,0,8,0,2,0,0,9,1,0,2,0,0,4,0,4,15,25,15,14,12,2,0,0,0,0,1,0,0,0,5,8,5,0,0,0,8,3,0,0,2,0,0,0,0,0,5,0,8,5,0,0,0,2,20,10,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,5,9,0,0,14,8,3,0,10,0,0,0,8,0,2,2,0,2,8,8,0,5,0,0,0,0,0,0,0,8,0,0,0,8,0,0,3,0,1,8,3,9,8,0,0,0,0,0,0,8,4,1
62,0,0,0,0,2,0,0,0,3,8,14,7,0,0,3,13,10,0,0,0,7,0,12,2,10,0,6,0,0,0,0,0,7,0,4,0,4,0,3,2,9,6,0,0,7,0,6,9,0,8,0,0,0,0,8,2,1,0,0,0,2,0,5,15,21,15,14,10,1,0,0,0,0,0,0,0,0,5,8,4,0,2,7,4,0,0,0,0,0,0,0,0,2,2,0,10,2,0,0,2,10,20,17,7,7,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,5,0,0,0,0,10,5,6,1,4,14,8,5,0,9,0,0,0,6,1,0,0,0,2,8,15,5,5,0,0,0,1,0,0,0,5,0,0,0,5,0,0,3,0,1,8,3,9,6,0,0,2,0,0,0,10,6
63,0,0,0,0,2,0,0,0,0,3,4,13,4,0,0,3,20,10,0,0,7,5,7,14,4,10,0,3,0,0,0,0,7,6,0,1,1,4,0,5,4,5,2,0,7,7,0,6,9,0,8,0,0,0,0,9,3,0,0,0,0,0,1,5,11,21,15,12,9,0,0,0,0,0,0,0,0,0,5,7,1,2,9,3,1,0,0,0,0,0,0,0,2,0,2,2,7,0,0,2,2,10,27,18,8,5,0,2,3,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,1,10,2,7,1,4,14,10,5,0,8,0,0,0,7,0,0,0,0,2,15,15,5,4,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,1,8,3,7,4,0,2,0,0,0,2,12
64,0,0,0,0,0,4,0,5,2,0,8,3,14,7,0,0,10,25,15,5,0,10,1,4,11,1,11,1,4,0,0,1,0,4,5,1,0,0,5,0,1,5,10,0,0,4,5,0,2,8,0,9,5,0,0,0,6,8,0,0,3,1,0,0,10,11,18,11,9,6,2,2,5,5,1,0,0,0,0,3,8,0,0,10,5,0,0,5,1,0,5,5,0,4,0,0,4,9,2,0,0,0,15,24,15,7,2,0,1,6,0,0,0,0,0,7,0,0,0,0,2,5,2,1,0,0,0,11,1,3,0,4,10,6,3,0,7,0,0,0,12,3,0,0,0,5,12,12,3,2,0,0,3,0,0,2,1,0,0,2,0,2,0,1,0,0,0,5,0,5,2,0,0,1,0,0,2
65,0,0,0,0,0,4,4,1,9,0,1,8,8,15,5,0,0,13,29,19,7,1,7,0,1,7,1,16,6,3,0,0,0,0,4,10,0,0,5,1,0,0,6,10,0,0,4,2,0,2,5,5,10,1,0,0,0,7,5,0,1,8,0,0,1,7,8,15,8,6,10,6,3,6,10,0,0,0,0,0,8,4,0,0,14,4,0,1,10,0,1,6,1,4,0,0,4,8,13,3,0,0,5,13,21,14,4,0,0,2,3,0,0,0,0,1,4,0,0,0,4,3,4,7,0,0,0,5,9,0,0,0,0,6,6,0,0,3,0,0,2,13,3,0,0,0,2,9,12,2,0,0,4,0,0,4,1,0,0,4,2,0,0,5,0,0,0,0,2,0,4,0,0,5,0,0,0
66,0,0,0,0,0,4,4,5,5,5,1,1,13,9,11,2,0,3,17,30,20,8,0,3,0,0,6,6,21,11,3,0,0,0,0,9,8,0,5,1,0,0,1,6,7,0,0,1,0,0,0,10,6,6,1,0,0,1,4,2,1,6,6,0,1,0,4,5,12,5,10,14,7,4,11,7,0,0,0,0,5,4,1,0,4,11,1,1,6,7,1,2,2,5,0,0,4,8,12,9,0,0,0,3,10,20,11,1,0,1,0,0,0,0,0,1,0,0,0,0,4,5,2,9,3,0,0,5,3,5,0,0,0,0,6,3,0,0,0,0,1,3,10,0,0,0,0,0,9,9,0,0,4,1,0,4,3,0,0,4,4,2,0,5,1,0,0,0,0,1,0,0,0,5,1,0,0
67,0,0,0,0,2,0,3,0,2,5,1,0,3,11,9,11,9,0,7,18,37,27,15,2,4,0,0,3,11,19,10,0,7,0,0,0,10,8,0,7,3,0,0,0,13,7,0,0,1,0,0,0,6,6,5,2,1,0,1,4,0,0,7,6,0,1,0,2,4,11,2,7,10,3,1,11,6,0,0,0,0,7,11,1,0,4,11,1,0,4,3,0,4,0,5,2,0,1,5,14,9,0,7,1,3,10,19,13,3,0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,9,4,0,0,6,3,5,0,2,0,0,5,1,0,0,1,0,0,1,10,0,7,0,0,0,5,7,1,0,4,0,0,0,3,0,0,3,3,2,0,5,1,0,0,0,0,0,2,0,0,5,3,2
68,0,0,0,0,0,0,0,0,0,10,1,1,0,1,19,9,11,5,0,8,25,34,27,17,5,12,2,0,1,8,19,9,0,4,0,0,0,8,4,0,6,0,0,0,3,10,7,0,8,0,0,0,0,14,6,3,2,0,0,0,1,0,0,5,2,0,0,0,0,1,7,0,3,6,0,1,11,14,4,0,0,0,7,7,0,0,2,7,0,0,0,0,0,0,8,4,0,0,0,4,22,17,7,7,0,0,7,18,11,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,9,12,2,0,14,11,2,0,10,0,0,2,9,0,0,0,0,0,9,18,8,5,0,0,0,3,5,0,0,4,0,0,0,11,1,0,3,1,0,8,3,9,0,0,0,0,0,0,0,8,4,2
69,0,0,2,0,0,0,0,0,0,0,7,0,0,0,9,21,11,8,2,0,15,23,34,26,17,7,8,0,0,0,9,15,9,3,3,0,0,6,5,3,0,2,0,0,0,4,9,13,3,7,6,0,0,4,13,6,3,0,1,1,0,0,0,6,2,8,6,0,3,3,0,4,0,0,3,6,1,9,16,6,0,0,0,3,4,1,6,0,4,0,0,0,0,0,0,7,1,0,0,0,12,20,17,7,8,0,3,8,17,9,4,3,0,3,0,0,6,0,6,0,5,0,0,0,0,8,7,9,2,4,12,12,2,0,9,3,0,0,8,0,0,0,0,0,8,18,14,6,0,0,0,3,2,6,0,1,0,2,1,8,0,0,9,0,0,7,1,10,0,0,0,0,0,0,0,7,3
70,0,0,2,1,2,0,0,0,0,0,0,6,0,0,0,11,21,11,4,0,5,13,24,36,26,14,4,5,0,0,0,6,15,9,2,0,0,1,3,7,5,0,0,0,0,6,3,10,10,2,8,3,0,0,3,13,5,0,6,7,0,0,0,1,3,3,9,5,0,3,0,0,1,0,0,4,5,0,11,15,5,2,0,0,0,10,2,3,0,3,0,0,2,0,0,2,3,0,0,2,2,9,20,16,13,6,0,5,7,15,9,4,0,0,5,0,1,8,1,3,0,2,0,0,0,0,5,4,8,0,2,18,14,4,0,9,1,0,0,7,0,0,0,0,0,8,19,20,10,0,0,0,0,3,5,0,0,2,0,0,7,0,1,6,0,0,4,7,9,0,0,2,0,0,0,2,9
71,0,0,0,1,0,7,0,2,5,0,2,0,10,2,0,1,9,23,16,6,0,7,14,24,32,22,14,8,9,0,0,0,5,11,8,6,0,0,5,0,3,5,2,0,0,0,5,0,6,9,0,12,5,0,0,3,10,7,0,2,9,4,0,0,3,0,0,6,1,0,8,5,2,3,4,0,3,1,1,10,19,9,0,0,5,0,7,4,7,0,5,2,0,7,0,0,7,8,5,0,0,0,10,17,12,12,2,0,4,9,11,5,2,0,0,7,0,0,5,0,8,2,2,4,0,0,0,9,1,4,0,8,14,10,3,0,8,0,0,0,9,2,0,0,0,0,9,15,19,9,0,0,5,0,2,10,0,0,0,5,0,6,0,5,2,0,0,0,4,7,0,0,0,4,0,0,0
72,0,0,0,0,0,5,6,2,7,1,2,1,4,12,2,0,0,13,28,18,6,2,4,12,20,28,22,18,12,7,0,0,0,1,10,12,3,0,4,1,0,3,7,1,0,0,0,2,0,5,6,4,14,4,0,0,0,12,3,0,4,13,3,0,2,0,0,0,2,0,5,13,7,4,7,1,0,0,0,0,14,15,6,0,5,1,0,9,8,4,2,7,0,5,3,0,5,12,13,3,0,0,0,7,13,11,8,0,0,6,5,7,3,0,0,2,4,0,0,1,5,10,2,6,0,0,0,4,6,0,0,0,4,10,9,0,0,4,0,0,2,11,1,0,0,0,0,5,14,16,6,0,5,2,0,7,10,0,0,5,4,0,3,4,1,1,0,0,0,2,5,0,0,4,0,0,0
73,0,0,0,0,0,4,5,7,6,3,2,2,6,5,8,0,0,3,17,29,19,7,0,2,8,16,27,27,23,13,7,0,0,0,1,15,10,0,5,0,0,0,4,7,0,0,0,0,0,0,2,11,5,10,4,0,0,2,9,0,1,9,11,1,1,0,0,0,0,0,4,9,14,8,9,4,1,0,0,0,5,10,12,5,4,2,0,1,14,5,5,3,3,4,1,0,4,9,16,9,0,0,0,0,4,12,8,4,0,1,3,2,6,0,0,1,0,0,0,0,5,6,9,7,2,0,0,5,2,2,0,0,0,0,10,6,0,0,1,0,1,3,8,0,0,0,0,0,5,11,13,3,4,2,2,4,6,7,0,4,5,4,0,8,0,1,0,0,0,0,1,1,0,5,0,0,0
74,0,0,2,0,0,0,3,2,4,4,0,1,0,4,3,10,0,0,7,17,29,19,7,0,2,6,15,24,24,20,12,3,0,3,0,5,15,16,6,4,0,0,0,3,7,1,0,6,0,0,6,1,8,3,9,4,0,0,3,10,0,0,9,17,7,7,6,0,3,3,0,1,6,11,5,15,5,0,2,0,0,4,10,8,2,5,8,0,4,13,3,2,2,0,2,0,0,1,6,15,7,0,0,0,1,2,15,7,3,0,4,6,0,9,0,0,7,0,6,0,0,2,2,6,5,2,0,0,5,0,0,1,0,0,0,13,4,0,0,1,0,0,2,6,0,0,6,1,0,2,10,13,3,10,1,0,0,8,5,0,3,4,10,0,6,0,0,1,0,0,0,0,0,0,3,0,0
