,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
74,0,0,0,0,6,0,7,0,2,1,0,1,0,0,0,0,0,0,0,3,11,12,23,28,23,13,6,2,1,6,2,7,7,6,0,6,1,6,13,17,20,19,9,0,0,11,1,3,0,0,0,0,2,0,4,0,0,6,0,0,0,2,0,0,0,0,3,6,16,20,31,43,58,72,62,62,60,52,42,33,24,24,14,2,0,0,0,0,2,11
75,0,5,0,0,5,4,0,12,2,2,0,0,1,0,0,5,5,0,0,0,3,11,13,22,29,23,13,5,1,0,6,0,5,6,11,5,4,0,5,11,15,18,19,9,0,1,11,1,4,0,0,0,0,2,0,3,0,0,6,5,0,0,7,0,5,0,0,1,7,15,21,31,44,57,77,67,67,59,50,42,32,23,23,19,9,0,5,5,0,1
76,0,5,3,0,5,3,4,5,11,2,0,0,0,0,0,5,10,4,0,0,0,3,9,12,23,29,22,12,4,0,0,4,0,4,11,16,6,3,0,3,9,13,18,19,9,0,1,10,2,3,0,0,0,0,1,0,3,0,0,11,4,0,5,4,5,3,0,0,2,6,14,21,32,43,62,77,72,66,57,50,40,31,22,28,19,9,5,10,2,0
77,0,0,1,5,0,7,0,3,2,15,5,0,0,0,0,0,4,8,0,2,0,0,0,6,13,27,31,21,9,1,0,2,0,0,3,10,18,8,0,0,5,5,9,14,19,9,4,0,7,7,8,0,0,4,0,0,0,0,0,1,13,3,0,2,3,1,0,2,0,0,4,10,26,33,50,66,76,68,65,61,51,39,28,21,27,17,8,4,7,0
78,0,0,0,0,5,0,15,5,1,5,11,5,8,0,0,0,0,1,6,0,10,8,0,0,6,17,24,29,19,7,0,0,1,0,0,3,8,15,6,0,0,4,13,17,10,17,7,1,0,3,3,5,0,0,1,0,8,0,8,0,3,11,3,0,2,2,0,0,2,0,0,1,16,24,40,54,66,73,65,61,57,49,39,28,19,26,17,8,1,5
79,0,0,0,0,0,2,5,14,7,0,1,11,3,8,0,0,0,0,1,4,0,8,11,1,0,7,15,23,30,25,15,3,0,7,0,0,0,9,17,7,0,0,3,11,13,16,14,8,1,0,0,1,7,0,1,1,0,14,4,7,0,2,10,0,0,1,5,0,0,3,1,1,6,18,30,42,53,67,71,62,57,63,53,41,27,18,25,16,6,7
80,0,0,0,3,0,3,0,4,14,8,0,1,8,1,6,0,0,0,0,8,1,0,6,9,0,1,14,13,21,28,24,18,8,0,6,0,3,0,9,17,10,0,0,1,11,11,17,12,6,3,2,0,1,8,0,0,0,4,11,3,14,4,1,9,0,0,0,8,0,0,1,0,3,8,18,31,43,55,67,72,62,55,63,53,41,27,17,24,15,5
81,0,1,0,0,4,0,3,1,4,12,5,1,1,9,0,7,1,0,0,0,8,1,0,7,14,4,4,13,12,21,30,21,18,8,1,7,0,2,0,7,14,10,0,0,1,11,9,16,17,7,0,0,0,0,7,1,0,0,4,12,4,13,5,0,10,0,0,0,13,3,0,0,0,3,9,21,32,45,55,65,69,62,55,64,55,45,33,19,20,15
82,0,0,0,0,0,0,8,3,0,2,8,5,9,1,6,0,7,0,0,0,8,16,6,0,7,10,1,3,10,11,19,26,20,16,8,1,3,0,0,0,4,13,18,8,0,1,7,6,16,13,3,0,0,0,0,7,9,0,8,4,9,3,13,3,0,9,0,0,3,10,0,0,0,0,3,11,21,35,43,51,61,67,60,55,62,54,45,35,23,18
83,0,0,0,5,0,5,0,6,1,1,3,4,1,5,0,4,0,5,0,3,0,6,13,3,0,8,13,3,0,7,10,24,22,17,14,6,6,0,0,0,5,3,9,14,9,0,2,4,6,18,15,5,0,1,0,0,3,6,0,6,7,5,3,11,1,0,6,5,0,0,7,0,2,0,0,4,11,23,34,44,52,58,65,58,54,58,52,43,33,21
