,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
58,0,0,0,0,0,0,0,2,0,1,7,2,3,9,3,4,14,18,8,0,0,0,3,12,2,0,0,0,2,6,0,0,0,4,1,2,0,2,0,5,8,0,1,0,0,3,9,2,4,0,2,9,0,6,2,0,0,1,0,0,0,0,3,3,0,0,0,9,6,6,6,2,0,7,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0
59,0,0,0,0,0,0,0,0,6,5,0,4,4,2,6,5,4,11,16,6,0,0,5,2,11,1,0,0,0,0,2,0,5,0,1,0,6,2,7,0,1,4,0,1,0,0,0,13,3,8,4,1,13,3,2,0,2,0,0,0,0,0,5,0,0,2,4,0,6,8,3,3,0,0,6,0,0,6,2,0,0,2,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0
60,0,0,0,0,0,0,0,0,0,2,5,0,0,2,1,2,3,3,7,18,8,0,0,3,1,10,1,0,0,2,0,0,0,7,2,9,0,2,0,4,2,0,3,0,0,0,2,3,11,1,4,2,3,15,5,4,0,4,0,0,0,0,0,5,0,0,0,3,0,2,7,3,2,0,0,8,8,0,2,1,0,0,0,4,0,2,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,8,16,8,0,0,0,9,10,0,0,0,0,0,0,0,7,1,5,0,0,0,1,0,0,0,8,0,0,0,3,7,0,4,0,5,12,5,0,0,4,0,0,0,0,0,13,3,0,0,3,0,0,5,11,2,0,0,7,4,0,10,9,0,0,0,12,2,0,0,0,0,8,3,8,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,3,0,0,0,0,6,15,10,0,0,0,7,9,0,0,0,0,2,0,0,3,2,8,2,0,0,0,0,0,0,6,0,1,0,4,8,0,5,0,3,10,8,0,0,1,0,0,2,0,3,16,6,0,0,6,0,0,2,9,2,0,0,8,7,0,7,12,3,0,2,10,1,3,0,1,0,6,0,5,7,0,0,0,0,0,3,0,0,0,5,7,0,1,0,0,0,0,0,0
63,0,0,0,0,0,0,0,2,0,0,4,6,0,5,0,0,6,6,0,0,0,5,12,9,0,0,0,6,11,1,3,0,0,2,0,0,0,0,5,0,1,3,6,0,0,0,6,0,0,0,1,7,0,5,3,3,7,8,0,0,0,0,0,2,0,6,13,5,0,0,5,2,0,2,7,2,0,0,5,5,0,4,9,3,0,2,9,0,3,0,0,0,4,0,4,6,0,0,0,0,0,2,0,0,0,4,6,0,0,2,0,0,0,0
64,0,0,0,0,0,0,0,0,3,2,0,1,11,1,1,5,0,3,4,0,0,0,7,10,8,0,0,0,4,8,0,1,2,0,0,0,1,5,2,4,0,0,0,7,0,0,0,7,0,1,1,0,8,0,2,0,8,3,6,0,0,0,2,0,0,5,7,12,2,5,0,3,0,0,1,3,0,1,5,1,1,5,9,5,0,0,1,14,4,4,0,0,0,0,0,2,3,0,1,0,5,0,0,0,0,0,2,7,0,0,1,0,0,0
65,0,0,0,0,0,0,0,0,5,7,0,0,2,11,1,2,2,0,2,1,0,0,4,7,9,4,0,0,0,1,5,0,5,0,0,0,5,2,9,1,1,0,0,0,3,0,0,5,7,5,6,1,5,5,0,0,1,5,3,3,0,0,4,0,0,1,10,7,10,3,2,0,0,0,0,0,0,5,2,1,0,2,6,6,1,0,0,4,12,9,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,7,4,0,0,1,0,0
66,0,0,0,0,0,0,0,7,0,2,14,4,0,1,10,0,3,4,0,2,0,0,0,3,6,7,4,0,7,2,2,4,0,5,0,0,0,3,0,8,3,2,2,0,0,3,0,0,4,4,2,5,0,5,6,0,0,1,4,2,2,0,0,4,0,0,0,9,7,8,2,9,0,0,0,0,0,0,3,0,0,0,0,6,4,1,0,0,4,9,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,11,1,0,0,0
67,0,5,2,5,5,0,0,0,7,0,4,13,3,0,0,9,0,2,3,0,1,0,0,0,1,4,9,9,0,6,1,0,3,0,5,0,0,0,2,0,7,2,1,0,0,2,3,0,0,4,4,2,5,0,4,6,0,0,1,3,2,4,0,2,2,0,0,5,11,6,7,1,7,2,0,0,0,0,0,1,0,0,0,0,4,4,6,0,2,4,7,9,0,0,0,0,2,0,0,5,0,0,0,2,0,5,0,0,0,5,9,6,0,0
68,0,0,4,1,4,3,0,1,0,3,1,7,10,1,0,0,16,6,0,2,0,0,0,0,0,0,3,8,10,0,13,3,0,2,0,3,0,0,0,1,0,14,5,0,0,0,1,0,0,0,1,2,0,4,7,3,3,0,0,0,1,1,0,0,0,0,0,0,4,8,3,8,0,6,1,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,1,6,6,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,1,4,8,4,0
69,0,0,1,4,1,9,1,0,1,0,2,0,5,15,5,0,6,15,5,0,1,5,0,5,0,0,1,3,7,9,3,10,2,0,1,0,3,0,0,0,0,4,13,3,0,1,0,1,5,0,0,6,2,0,2,6,1,2,5,0,5,2,0,1,0,0,0,0,1,2,7,2,8,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,2,6,6,5,5,1,0,0,0,0,7,5,0,0,0,5,3,0,0,0,4,13,9
70,0,0,0,0,3,0,8,0,4,6,0,0,2,5,12,7,0,5,13,3,0,0,10,0,4,0,0,0,0,3,5,0,15,5,0,0,4,5,5,0,0,0,3,13,3,0,0,4,0,9,4,0,10,0,0,0,8,0,1,2,0,2,7,0,0,2,4,0,0,3,0,4,0,5,0,1,0,4,2,0,0,2,2,0,0,0,0,5,0,8,0,0,0,2,5,4,2,0,0,0,2,0,6,1,0,0,0,9,0,0,0,0,3,12
71,0,0,0,0,0,1,0,6,1,6,4,0,5,0,2,17,7,0,3,9,0,0,2,8,0,0,0,0,0,0,0,3,5,11,1,0,1,9,7,4,0,0,0,4,9,0,0,1,2,1,10,2,1,6,0,0,5,4,0,0,0,0,4,4,0,5,3,3,0,5,0,0,0,0,4,0,0,1,9,0,0,5,7,0,0,0,0,5,2,1,4,0,0,0,0,3,1,0,1,0,5,0,0,2,0,0,0,1,7,0,0,0,0,2
72,0,0,1,0,0,0,0,0,3,0,6,4,0,4,0,7,16,7,0,10,7,0,0,1,6,0,1,0,0,0,0,0,0,12,18,8,0,0,6,5,4,0,0,0,4,10,7,0,0,0,0,9,0,8,5,7,0,12,3,0,0,1,0,5,4,0,2,3,4,0,3,0,0,1,0,11,2,0,0,9,0,0,1,14,4,7,0,0,6,0,1,5,0,0,0,0,4,8,0,1,0,4,0,0,2,0,0,0,0,7,0,0,0,0
73,0,0,0,0,0,0,8,0,0,2,0,4,3,0,1,0,6,14,4,0,7,5,0,0,9,3,0,0,0,0,0,2,0,2,10,15,7,0,0,14,4,3,0,4,0,2,8,6,0,0,0,0,8,0,7,3,6,2,10,0,0,0,0,0,2,3,0,0,1,3,0,2,0,0,9,1,8,1,0,0,6,0,0,4,11,2,5,0,0,5,0,0,2,0,0,0,0,2,12,2,0,0,2,0,0,0,0,0,2,0,15,5,0,0
74,0,0,0,0,0,0,0,5,4,5,0,0,6,2,0,3,0,4,12,2,0,6,10,0,0,5,0,0,0,0,0,0,7,0,0,6,19,9,5,4,10,0,0,0,0,0,0,12,5,4,4,0,4,5,0,4,5,3,1,7,0,0,5,0,0,4,7,0,0,3,0,0,0,0,0,6,0,12,3,0,0,8,2,0,1,8,1,7,0,4,1,0,0,0,0,0,0,0,2,11,4,0,0,0,0,0,0,4,0,0,5,14,4,0
75,0,0,1,0,0,5,0,0,5,3,4,0,0,11,1,0,1,0,3,11,1,5,5,15,5,0,6,0,0,0,0,0,0,6,0,0,9,17,8,3,3,8,0,0,0,1,0,2,17,7,4,9,0,3,3,0,2,4,8,0,12,2,0,6,0,0,4,7,1,0,2,0,0,1,0,0,4,2,10,3,0,0,6,1,0,0,8,0,8,0,4,2,0,0,5,5,1,0,0,2,9,9,5,0,0,0,5,0,1,0,0,5,19,9
76,0,2,5,3,2,1,3,0,0,2,3,4,0,1,10,0,0,1,0,4,10,2,2,6,13,5,5,8,0,0,0,0,0,1,7,0,0,7,14,6,2,2,8,0,0,5,2,0,7,15,5,5,7,1,2,4,0,3,5,7,2,17,7,5,6,0,0,6,12,2,0,2,0,5,0,1,0,2,0,10,3,0,0,7,1,1,2,5,5,6,0,9,2,0,1,6,10,2,0,2,0,10,10,5,0,2,1,3,0,1,0,2,9,20
77,0,0,2,4,2,1,0,5,0,0,4,9,1,0,0,7,3,6,0,0,3,9,0,1,4,11,5,4,10,1,3,0,0,0,1,6,0,0,4,12,7,5,8,4,0,0,5,0,0,5,12,4,2,7,4,2,1,0,2,4,6,7,14,7,3,3,0,0,6,9,1,2,0,0,3,0,0,0,0,0,8,0,0,0,5,1,0,0,5,2,4,0,7,0,0,0,6,10,0,0,0,0,9,8,3,0,1,0,0,2,0,0,1,10
78,0,0,0,0,2,0,9,0,4,0,0,2,8,0,0,0,6,1,3,0,0,1,8,0,9,1,9,3,3,8,0,5,0,0,0,0,5,0,0,12,10,6,3,12,2,0,0,4,0,0,4,10,3,0,6,2,1,0,0,0,2,4,6,12,4,2,2,0,0,5,6,0,0,0,8,1,0,0,0,0,0,7,0,0,0,3,0,0,0,4,0,2,0,4,0,0,0,4,14,4,0,0,0,6,5,1,0,0,2,0,10,0,0,0
79,0,0,1,0,0,1,0,9,0,1,0,0,0,7,0,0,0,6,0,10,0,0,0,7,0,9,2,9,3,3,7,0,2,7,7,2,0,1,0,2,12,9,6,2,12,3,7,0,3,0,0,3,7,10,0,13,3,8,0,0,0,3,1,7,12,2,0,2,1,0,3,6,0,1,0,15,5,0,0,0,0,0,3,7,0,7,3,0,1,0,4,1,2,0,3,0,1,7,4,14,4,0,0,0,6,5,0,0,0,2,0,10,0,0
