,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
59,0,0,1,1,0,0,2,0,2,0,0,0,3,12,2,9,18,11,2,0,4,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,9,7,0,0,0,0,2,0,8,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,5,0,5,2,11,4,14,4,2,12,18,25,32,39,29,17,8,0,0,0,2,0,2,6,0,1,0,0,5,0,4,5,0,0,0,0,5,11
60,0,0,0,3,3,0,1,4,0,2,0,1,2,3,11,1,8,23,13,1,2,5,2,0,0,0,5,12,2,1,7,0,0,0,1,0,0,0,0,7,0,0,0,0,0,9,8,0,2,5,0,0,0,8,4,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,3,0,3,1,9,9,14,4,2,12,16,23,32,37,28,18,9,2,0,0,4,0,3,3,2,1,0,5,2,0,5,4,0,5,5,0,4
61,0,0,0,0,2,4,0,0,2,7,1,0,0,2,4,10,0,13,23,13,1,1,4,3,0,0,0,5,11,2,1,8,0,0,0,0,0,0,1,0,5,7,0,0,0,0,8,5,0,2,4,0,0,0,10,3,0,0,5,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,4,0,4,0,9,11,16,6,9,11,15,23,31,39,29,17,8,0,2,0,3,0,1,2,0,0,0,2,0,0,4,2,0,5,3,0
62,0,0,0,0,0,5,4,0,0,4,6,0,0,0,2,2,8,3,13,20,12,2,0,7,0,0,0,0,4,11,2,4,5,0,0,0,0,0,3,1,0,7,6,0,0,0,0,5,4,0,1,2,0,0,6,8,0,0,0,3,0,3,3,3,7,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,0,15,12,17,8,7,9,14,21,32,38,28,16,4,1,1,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0
63,0,0,0,0,0,3,5,3,0,2,3,5,0,0,0,0,0,8,3,10,19,11,1,3,4,0,0,0,0,4,11,5,1,2,0,0,0,0,3,3,0,2,6,3,0,0,0,0,4,4,0,0,1,0,6,4,5,0,0,0,3,3,0,6,9,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,6,16,13,19,9,5,8,12,22,31,37,27,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
64,0,0,0,0,0,0,2,5,3,0,1,8,5,0,0,0,0,1,7,3,10,24,14,2,1,2,1,1,0,0,5,9,3,0,7,0,0,0,0,4,3,0,1,6,2,0,5,0,0,5,3,0,0,1,0,4,1,6,0,0,1,1,1,0,5,8,3,0,0,0,0,0,5,0,0,1,0,0,3,0,1,1,0,6,15,12,17,7,3,6,12,20,36,37,27,15,5,0,5,0,0,0,0,1,0,0,0,0,0,1,3,0,0
65,0,5,2,0,0,0,0,1,1,0,0,0,7,1,0,0,0,0,0,11,2,14,23,13,4,3,0,0,0,0,0,1,11,1,0,11,1,4,0,0,0,0,0,5,11,1,0,3,0,0,2,2,0,0,0,0,1,0,8,0,0,0,3,0,0,7,10,2,2,5,0,4,0,1,5,0,5,0,4,0,4,0,0,0,5,12,11,16,6,2,2,8,22,35,37,27,15,4,0,7,0,0,5,0,6,0,0,0,0,0,0,5,0
66,0,0,3,1,0,0,0,0,0,3,0,0,0,9,1,0,0,0,0,1,10,4,13,23,13,1,2,0,0,0,0,0,1,8,0,1,8,0,4,0,0,2,0,0,1,8,0,0,2,0,0,0,4,0,1,0,0,0,0,6,0,0,0,3,1,0,4,8,0,0,3,0,3,0,0,4,0,5,0,4,0,3,1,6,6,7,10,9,18,8,8,4,12,23,32,43,33,21,7,0,6,0,0,4,0,3,0,0,0,0,0,0,2
67,0,0,0,2,0,7,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,8,3,20,20,10,0,1,0,0,0,7,0,0,6,0,0,5,7,3,0,1,0,0,0,0,6,0,0,1,0,0,0,1,3,0,0,0,0,0,5,7,0,7,6,0,0,3,5,0,0,0,0,0,0,0,1,7,2,0,1,0,6,1,6,7,6,9,8,17,8,6,2,11,20,33,42,32,20,6,0,3,0,0,0,0,2,0,0,0,0,0,0
68,0,2,7,0,1,0,5,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,7,10,23,23,13,1,0,0,0,0,10,0,0,7,0,1,3,5,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,3,0,0,7,0,0,3,10,0,5,13,3,0,6,7,0,1,0,0,2,0,1,0,8,1,1,0,0,4,0,6,7,6,5,8,15,5,5,1,11,23,32,42,32,23,13,1,5,0,2,0,0,0,0,0,0,3,0
69,0,0,0,6,0,4,0,4,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,10,13,20,23,13,1,0,0,3,0,7,0,0,3,0,4,3,3,2,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,5,0,3,0,13,6,3,10,1,0,3,5,0,0,0,0,2,0,4,0,8,0,1,6,1,5,2,4,5,5,3,9,14,4,4,1,12,22,30,41,31,22,12,0,5,0,0,0,0,0,0,0,0,0
70,0,0,0,0,5,0,6,0,3,0,1,0,0,8,0,0,0,7,2,0,0,0,0,0,6,10,20,23,13,3,0,0,0,0,5,0,0,0,0,4,2,3,1,0,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,0,5,0,0,3,12,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,8,3,5,0,1,13,3,5,17,12,3,0,3,12,19,31,37,30,21,11,0,1,0,2,0,0,0,0,0,0
71,0,0,0,5,5,4,0,11,1,2,0,1,5,0,6,0,0,2,7,2,5,0,5,0,0,5,12,22,28,18,6,0,0,0,0,5,0,0,0,2,2,1,2,1,0,0,0,0,5,2,2,0,0,6,0,0,0,2,0,0,2,4,0,0,2,11,1,0,6,0,0,0,1,0,0,2,0,0,0,0,0,6,0,0,7,2,3,0,3,11,2,7,17,17,7,0,8,10,21,30,42,32,20,13,3,0,0,1,0,2,2,0,0
72,0,2,3,0,4,2,0,1,7,0,0,0,0,1,0,5,0,0,0,8,1,3,0,2,5,5,2,10,21,24,15,5,5,0,0,1,6,1,0,0,0,0,0,3,3,0,0,0,0,2,0,1,0,0,3,0,0,0,5,0,0,0,9,0,0,5,16,6,5,8,0,1,0,0,2,0,3,0,1,0,1,0,3,0,0,5,1,2,0,2,8,0,7,16,18,8,0,7,11,26,32,38,34,24,15,5,0,0,0,0,0,7,0
73,0,0,0,2,0,11,1,0,0,8,0,0,0,0,1,0,4,0,0,0,7,0,2,7,0,2,4,1,11,20,23,22,12,1,0,0,0,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,0,7,0,16,6,0,6,15,5,1,7,0,0,0,0,1,0,10,0,1,0,0,3,3,0,1,4,0,0,0,2,6,0,6,13,18,8,0,5,16,25,29,34,33,23,11,4,0,0,0,0,0,3
74,0,5,2,0,1,1,8,0,0,0,5,0,0,0,0,0,0,1,0,4,0,6,0,0,9,2,0,1,1,8,17,19,24,14,2,4,0,4,0,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,9,6,13,8,2,5,17,10,0,11,1,0,5,0,5,0,14,4,5,0,0,0,0,0,0,3,0,0,0,0,5,0,6,9,17,7,0,7,15,21,34,31,38,28,16,2,0,0,0,2,0
75,0,0,4,7,5,0,1,13,3,0,0,5,5,0,0,0,0,2,1,0,9,0,11,1,0,8,4,2,6,1,10,16,18,23,14,4,2,0,3,2,3,0,0,0,3,3,0,0,5,2,0,0,0,0,0,0,0,2,0,0,2,0,0,8,5,12,7,0,7,16,8,1,11,1,0,7,0,4,4,12,4,7,0,0,0,0,0,0,2,0,0,0,0,10,0,5,14,15,7,0,12,13,24,36,30,37,28,18,6,2,2,0,1
76,0,0,0,2,5,4,0,3,10,2,0,0,3,2,2,8,8,0,0,0,0,7,1,10,0,0,6,2,0,4,0,9,15,15,21,13,8,1,0,1,0,2,0,0,0,0,1,0,0,3,0,8,0,0,0,8,2,0,2,8,0,1,0,0,6,5,11,15,5,6,24,14,2,8,0,0,6,0,3,6,11,2,5,0,0,0,8,8,0,10,0,0,0,0,14,4,4,22,13,6,2,9,14,24,35,27,35,25,15,5,0,1,0
77,0,2,3,0,1,2,0,0,0,8,0,0,0,0,0,1,7,5,0,1,0,0,6,0,15,5,0,3,1,0,1,0,14,13,13,22,14,9,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,6,0,3,1,5,0,6,0,0,9,10,10,20,10,14,25,15,3,10,0,1,3,1,0,7,8,0,2,0,0,0,7,4,0,7,0,0,0,4,11,3,12,20,18,8,0,11,14,26,33,25,31,21,12,2,5,0
78,0,0,1,8,5,0,2,5,0,0,7,0,5,0,0,0,0,9,5,0,6,0,5,5,5,14,7,2,8,1,2,0,4,13,13,13,20,14,8,2,0,0,0,0,0,0,0,0,5,2,0,0,0,2,0,0,0,8,0,1,3,4,0,5,0,0,8,8,10,19,9,15,25,15,3,12,2,0,3,0,0,9,7,0,1,0,0,0,6,2,0,6,0,5,0,3,16,6,12,19,23,13,1,13,16,25,33,24,29,23,14,4,4
79,0,0,0,0,7,5,0,1,2,2,0,6,0,7,0,0,0,0,9,2,0,5,0,5,2,4,13,6,1,8,0,2,0,3,12,10,10,17,14,7,0,2,0,0,0,0,0,0,0,4,1,0,2,0,3,0,0,0,6,0,0,3,1,0,6,0,0,6,5,9,17,7,15,22,12,2,9,2,0,3,0,0,10,13,6,3,0,0,2,4,8,2,5,0,2,6,6,14,5,9,18,20,10,3,9,15,25,32,22,28,22,12,1
80,0,0,0,5,5,6,5,5,0,1,1,0,11,1,5,0,0,2,0,9,7,0,10,0,4,1,6,15,11,1,10,0,1,0,3,12,8,10,16,16,6,0,1,0,0,0,0,0,5,2,3,0,0,0,0,1,0,2,0,4,2,0,2,0,0,5,0,0,5,4,7,17,7,13,21,14,4,8,2,0,3,2,0,9,12,5,1,0,0,0,3,7,2,10,0,1,11,4,14,4,14,16,19,12,2,8,15,24,30,24,30,21,11
81,0,0,0,0,4,8,6,4,3,2,0,0,1,10,1,3,0,0,2,0,8,6,0,13,3,1,1,6,14,11,1,13,3,0,0,2,8,5,13,16,14,8,0,0,0,0,0,0,0,5,1,1,0,0,6,0,0,0,0,0,4,5,0,5,6,0,2,0,0,2,2,7,16,6,11,21,11,7,5,2,0,3,8,1,10,14,4,0,0,0,1,2,6,1,6,1,1,9,4,11,4,12,13,19,9,0,8,14,22,30,24,27,18
82,0,5,2,0,0,0,5,5,0,0,0,0,0,0,6,0,2,0,0,6,0,7,5,3,15,5,0,0,5,11,8,3,15,5,0,4,2,12,3,10,12,11,5,4,5,0,0,0,0,0,2,0,0,0,0,5,0,0,2,0,0,0,7,0,2,8,2,1,2,5,1,6,6,12,11,11,25,15,11,1,6,0,0,4,0,7,13,3,0,0,0,0,1,5,1,2,0,0,8,6,10,2,17,10,24,14,2,5,12,19,27,26,25
83,0,0,1,1,0,0,2,4,4,0,0,0,0,8,0,3,0,2,2,0,5,0,6,3,5,11,5,0,0,7,11,6,5,11,3,0,0,2,10,3,9,12,10,1,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,2,0,4,5,8,11,15,23,13,10,0,6,0,2,6,0,4,10,11,1,2,8,0,0,0,3,1,0,0,4,5,9,7,17,14,20,16,6,4,12,19,23,22
84,0,0,0,0,0,3,0,1,2,6,0,0,0,0,8,0,1,0,2,0,0,4,0,9,0,2,11,5,0,0,7,14,4,2,10,0,0,0,5,10,1,11,11,7,0,0,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,0,3,11,1,0,2,0,0,0,0,0,2,2,8,8,18,20,13,7,0,12,2,3,8,0,2,9,9,2,1,7,0,0,1,2,0,0,0,3,3,6,7,14,11,20,15,5,4,12,16,20
85,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,3,0,0,3,0,14,5,1,8,4,0,0,4,19,9,0,11,1,1,0,2,6,1,7,12,9,0,0,1,0,0,0,0,0,0,3,5,0,0,3,0,0,0,8,0,1,14,6,0,7,2,0,1,0,0,4,0,9,8,19,17,14,4,2,9,0,1,7,0,0,8,6,0,0,6,1,0,0,1,0,5,0,0,5,3,9,12,10,16,11,2,2,17,14
86,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,4,12,4,0,7,2,0,0,9,32,22,10,9,0,0,0,0,3,0,6,10,6,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,3,0,5,0,0,0,0,0,3,0,5,9,16,16,13,3,0,6,0,0,4,0,0,5,2,0,0,4,0,0,0,0,0,4,0,0,4,1,22,12,6,13,10,1,7,30
87,0,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,2,0,0,1,5,10,2,0,4,0,0,1,22,32,27,17,14,4,0,0,0,0,5,10,6,6,3,13,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,5,11,4,4,4,5,0,0,4,0,8,0,10,6,21,14,10,0,0,3,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,4,0,8,12,19,9,3,11,8,2,20
88,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,6,0,0,0,0,0,12,20,29,28,18,11,1,0,0,0,0,2,7,3,1,3,9,0,2,0,0,0,2,15,5,0,3,0,0,0,0,0,0,0,7,9,1,6,1,2,0,0,0,0,5,0,7,11,17,11,7,0,0,5,2,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,9,15,6,1,7,6,10
89,0,0,0,3,0,0,7,0,0,0,0,0,0,2,1,0,0,3,7,0,0,1,0,0,0,0,1,2,6,7,1,0,0,2,11,19,25,25,17,12,2,0,0,0,0,2,6,1,1,4,7,0,4,0,0,0,5,16,6,0,4,0,0,0,0,0,0,0,3,6,0,3,0,2,0,1,0,0,2,1,4,12,17,11,7,0,0,3,4,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10,7,15,7,2,3,4
90,0,0,0,0,3,0,7,7,0,0,0,0,0,2,3,0,0,1,10,4,0,0,1,0,0,0,1,2,2,13,8,0,0,0,1,8,15,22,24,18,12,2,0,0,0,0,1,4,1,2,2,5,2,4,0,0,0,6,14,4,1,3,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,3,0,5,12,17,11,7,0,0,5,2,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,7,8,7,16,8,0,1
91,0,0,0,0,0,6,0,6,5,2,0,0,0,0,2,1,0,0,1,7,3,0,0,4,0,0,0,1,1,3,13,11,1,0,0,0,5,12,25,24,16,14,4,0,0,0,0,0,3,1,1,0,4,0,10,0,0,0,4,12,4,4,0,3,6,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,11,13,18,13,5,0,0,3,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,7,16,6,0
92,0,0,0,5,5,0,6,5,4,4,1,0,5,0,0,0,0,2,0,1,12,3,5,0,3,0,2,2,6,1,5,12,10,0,0,0,0,5,15,27,22,15,13,4,0,0,0,0,5,5,0,0,0,2,0,8,0,2,0,2,14,4,3,0,2,5,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,2,1,10,12,17,11,3,0,0,2,2,0,8,0,0,6,0,0,0,5,0,0,2,0,0,0,0,4,8,9,15,5
93,0,0,0,0,4,2,0,5,3,3,14,4,0,4,0,0,0,0,0,0,2,11,2,2,0,0,0,1,1,4,0,2,8,6,0,0,0,0,5,15,25,21,25,15,3,0,0,0,0,4,15,5,0,0,1,0,4,0,0,0,4,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,11,14,8,2,0,0,1,1,0,4,0,0,3,0,0,0,3,0,0,0,0,0,10,0,3,7,5,11
94,0,0,0,0,0,3,9,0,5,3,4,13,4,2,5,0,0,1,7,0,0,1,11,1,0,0,1,1,1,8,5,0,0,6,5,0,0,0,0,6,15,25,19,22,12,3,0,0,0,1,5,13,7,0,0,0,0,5,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,9,9,12,10,0,0,2,0,1,0,4,0,0,2,0,0,0,0,1,0,0,7,0,10,1,4,3,3
95,0,0,0,2,2,0,4,11,1,5,2,5,15,5,1,3,0,5,2,5,2,1,3,10,0,0,5,6,3,2,13,4,0,0,7,3,0,0,0,5,6,15,24,17,19,12,4,0,2,5,0,3,13,7,0,0,0,5,3,0,5,0,0,6,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,5,1,0,0,0,7,7,12,8,0,0,3,2,0,0,6,0,1,0,2,0,0,5,0,0,1,6,0,15,6,1,2
96,0,5,2,0,1,0,0,3,7,0,2,1,5,11,1,0,2,0,2,6,4,1,0,0,12,2,0,2,5,0,3,9,6,0,0,11,3,4,0,0,1,5,12,28,22,15,11,2,0,0,2,0,3,9,4,0,0,0,7,2,0,1,2,0,3,2,2,0,2,5,0,4,0,0,5,0,9,0,4,0,4,0,2,0,0,0,0,6,3,11,4,0,0,2,2,0,0,5,0,3,0,0,5,0,10,0,0,0,2,5,12,8,0
97,0,0,4,2,0,0,0,0,3,6,0,7,1,3,9,0,0,3,0,2,6,9,1,0,2,10,3,1,2,4,1,1,7,5,5,1,8,3,2,1,0,0,4,18,27,22,20,10,2,1,0,0,0,3,8,2,0,1,0,5,3,0,0,0,0,2,0,0,0,1,3,0,9,0,0,6,0,7,0,2,0,5,0,1,0,0,0,0,4,1,10,2,5,0,0,1,0,0,10,0,3,0,0,6,0,9,0,0,0,3,6,10,7
98,0,0,0,4,2,0,0,0,0,2,5,5,7,0,1,7,0,1,2,0,2,11,9,0,0,0,11,4,1,1,5,0,0,6,10,5,0,8,1,3,1,0,0,8,17,27,27,19,10,3,0,0,0,0,2,6,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,3,5,9,0,1,6,0,7,0,2,1,4,0,0,0,0,0,0,2,0,8,7,5,0,0,1,0,5,8,0,3,0,1,5,0,8,0,0,1,4,4,9
99,0,5,2,0,3,0,0,0,0,0,0,4,4,3,0,0,6,0,0,6,0,1,10,5,2,2,1,8,3,0,0,1,2,0,5,14,5,4,4,0,0,0,0,4,13,17,26,25,18,8,0,0,0,0,0,1,3,0,3,0,0,2,3,0,0,2,2,0,2,5,0,4,2,1,14,4,5,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,7,6,5,0,0,0,0,7,7,0,8,0,6,3,0,5,0,0,0,6,2
100,0,0,3,4,2,2,1,2,0,0,0,1,6,4,2,0,0,11,1,0,8,1,3,9,2,0,7,6,10,4,5,0,0,1,1,4,11,3,3,9,0,0,0,0,3,13,18,25,27,23,13,1,0,0,0,0,0,8,0,1,5,0,0,2,0,0,0,0,0,0,3,0,5,2,4,19,9,4,0,3,1,9,0,0,0,0,0,0,0,0,0,0,1,9,3,4,2,0,1,0,9,7,0,13,3,5,4,0,5,5,5,0,5
101,0,2,7,2,3,0,0,0,0,0,0,0,0,2,3,2,0,1,9,2,0,7,0,1,12,5,0,5,5,8,2,3,3,0,0,2,4,12,2,1,6,0,0,1,2,3,12,16,24,25,20,13,3,0,0,0,0,0,15,5,0,3,3,0,0,7,3,0,3,2,0,4,0,2,4,9,20,10,5,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,9,1,3,2,0,4,0,6,9,3,15,5,3,1,0,3,3,8,0
102,0,0,0,6,1,6,0,0,0,2,0,0,0,0,2,1,0,0,1,6,1,0,6,3,2,9,5,0,4,5,8,5,0,0,0,0,0,2,15,5,0,8,0,0,0,0,2,9,15,24,24,18,12,2,6,0,0,0,5,13,5,3,0,6,6,0,4,1,0,0,0,0,3,0,0,4,10,23,13,5,0,4,6,8,1,2,0,0,0,0,1,0,0,0,0,10,0,1,1,0,3,0,3,9,5,12,5,2,0,0,3,0,5
103,0,0,0,0,6,0,13,3,0,0,0,0,0,2,1,0,0,1,7,0,6,0,0,5,0,0,10,6,0,11,6,7,1,0,0,0,0,0,5,16,6,0,6,0,0,0,0,0,9,16,22,22,20,12,2,4,0,1,0,3,14,4,0,0,6,4,0,2,0,0,0,0,0,3,0,1,1,13,20,14,4,1,4,6,8,1,0,0,2,0,0,3,0,0,0,0,10,0,0,0,0,3,0,4,6,3,19,9,2,1,1,0,0
