,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
54,0,0,0,2,5,2,7,0,7,6,2,6,0,0,0,6,5,7,6,0,0,0,6,0,0,1,0,2,3,0,2,1,0,5,7,0,1,1,2,3,5,2,0,2,5,2,0,2,0,8,19,9,7,3,0,2,10,2,8,20,30,27,21,21,11,0,0,7,0,10,1,2,3,0,1,0,2,11,3,7,0,1,10,16,6,0,0,0,0,6,4,8,2,5,2,0,0,0,2,0,8,16,7,2,7,11,3,0,5,6,0,0,0,0,11,13,3,0,2,10,1,5
55,0,0,0,0,0,3,0,8,0,8,3,1,7,1,1,0,7,1,7,6,1,0,0,6,0,0,5,0,0,0,0,3,0,0,5,8,0,9,0,10,7,5,0,0,0,2,0,0,3,0,9,20,10,5,4,0,0,7,3,10,18,31,24,18,20,12,2,1,4,0,7,0,0,11,1,2,0,1,8,0,8,0,0,6,16,6,0,0,0,1,3,5,4,0,2,6,0,0,0,0,0,6,16,6,0,15,12,2,0,6,6,0,8,0,1,8,13,3,0,0,11,1
56,0,0,0,0,0,0,2,0,7,0,6,5,0,6,0,0,0,6,1,6,5,0,0,0,4,0,8,3,0,0,0,0,1,0,0,4,6,4,7,4,18,8,2,0,0,0,0,0,0,1,2,10,19,9,4,2,0,0,6,1,8,19,29,22,17,19,10,1,0,3,0,5,0,4,13,3,1,0,0,5,0,7,0,0,6,14,5,0,0,0,0,2,3,1,0,10,4,0,0,0,0,0,6,15,5,5,14,10,1,2,5,4,4,6,0,0,7,12,2,0,1,9
57,0,5,2,0,0,2,0,0,0,4,0,5,2,0,3,0,0,0,4,0,3,6,0,0,1,5,0,8,4,0,0,0,2,0,0,0,6,3,4,4,8,16,7,2,0,1,2,0,0,0,0,0,10,18,8,3,1,0,0,6,0,9,18,28,20,14,20,10,2,0,8,0,6,0,3,10,2,0,0,0,2,0,12,2,0,7,12,2,0,0,0,0,2,2,0,0,11,4,0,2,1,2,0,5,14,4,4,15,9,0,0,7,1,5,6,5,0,4,17,7,0,3
58,0,0,3,2,0,0,3,0,1,0,4,10,2,0,0,2,0,1,0,0,0,4,4,0,1,2,7,0,9,2,0,0,0,2,0,0,0,5,3,3,6,7,14,7,2,0,0,2,0,0,10,0,1,8,15,8,3,1,0,0,4,0,9,18,24,17,15,17,8,3,0,8,1,5,10,0,10,0,0,0,0,0,2,13,3,1,3,8,0,0,0,0,0,0,2,2,1,10,4,0,0,0,0,0,5,13,3,5,15,6,0,0,6,0,6,5,1,0,7,15,5,0
59,0,0,0,3,2,0,1,0,1,0,0,14,7,0,0,0,0,1,0,0,0,1,2,0,1,2,4,7,1,7,2,0,0,0,1,0,0,0,5,2,5,5,5,14,7,0,0,0,0,0,10,7,1,0,5,15,8,3,0,0,0,1,0,9,14,21,18,12,15,9,2,0,9,0,15,7,0,8,0,0,0,0,0,3,9,4,0,0,4,0,0,0,0,0,0,4,0,0,10,2,0,0,0,0,0,4,10,4,5,12,2,0,0,4,1,5,1,0,0,5,12,3
60,0,0,0,1,4,1,2,0,2,0,6,4,11,4,0,2,0,2,0,0,0,0,0,0,0,1,0,5,7,0,8,0,0,0,0,0,0,0,1,2,0,3,4,6,15,6,0,6,0,1,0,7,9,0,0,11,21,14,4,1,0,0,7,6,6,11,21,15,11,17,8,3,0,6,5,12,7,0,8,2,0,0,0,0,0,9,1,0,0,1,6,0,1,0,6,0,3,2,6,9,1,0,0,0,6,0,1,10,4,2,8,1,0,0,6,0,1,0,0,0,2,11
61,0,0,0,6,7,3,3,0,2,0,1,6,1,8,1,0,0,2,0,0,0,0,0,0,0,0,0,6,5,6,6,5,0,3,0,0,0,0,6,0,0,0,2,10,12,14,5,1,3,6,1,0,9,6,0,1,12,22,12,10,0,0,1,8,3,3,11,18,14,13,17,14,4,0,6,2,15,6,3,7,0,0,0,0,0,0,6,0,0,0,2,3,6,0,1,4,0,2,3,5,8,0,0,0,1,2,0,1,13,3,0,7,0,0,2,6,0,0,0,0,0,1
62,0,0,0,0,5,6,3,0,0,0,2,0,2,0,4,9,0,0,0,0,0,2,0,0,2,2,0,0,8,4,5,2,4,0,0,0,0,0,0,1,0,0,0,1,9,10,13,7,0,2,5,0,0,5,2,2,3,14,18,11,9,0,2,3,4,0,5,8,16,14,13,16,16,6,0,2,5,14,4,11,3,0,0,2,0,2,0,2,0,0,2,0,2,2,2,0,2,8,4,2,3,7,0,0,2,0,0,2,3,8,0,0,2,0,0,2,2,0,0,0,0,0
63,0,2,5,0,0,10,5,2,0,0,0,0,0,1,0,3,8,0,0,0,0,0,0,0,0,2,0,0,0,7,3,4,7,3,0,0,5,0,0,0,0,0,0,0,0,9,15,12,6,0,0,4,0,0,4,1,1,4,13,17,10,8,0,1,3,3,0,4,8,15,16,12,16,14,4,0,1,4,13,3,10,2,2,0,1,0,2,0,2,0,0,1,0,1,1,0,0,1,7,9,2,8,6,0,0,0,0,0,1,0,7,5,0,2,0,2,1,1,2,5,0,5
64,0,0,1,8,3,0,11,2,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,3,0,0,10,0,3,14,4,0,0,2,3,0,0,0,0,3,3,0,8,15,9,9,0,0,5,0,0,4,1,1,3,16,14,7,8,0,0,0,2,0,2,9,14,19,11,13,14,4,7,0,11,11,1,6,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,6,7,1,4,3,0,0,0,0,7,0,0,6,2,0,3,0,0,0,0,1,2,0
65,0,0,0,0,5,2,1,9,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,8,0,4,12,2,0,0,0,1,0,0,0,0,0,2,0,5,13,6,6,0,0,18,8,0,1,0,0,6,12,12,4,5,0,0,0,0,0,0,8,11,17,9,10,12,2,3,1,7,9,0,5,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,5,6,0,3,0,0,0,0,0,2,0,0,4,1,0,2,0,0,0,0,0,1
66,0,0,0,0,0,4,0,6,7,5,0,0,5,5,5,0,5,0,3,9,5,0,0,2,0,0,0,0,0,0,0,5,7,0,7,17,7,1,0,1,0,3,0,0,0,0,1,0,10,10,3,11,1,8,23,13,1,0,5,0,2,17,9,1,6,5,0,5,0,0,0,5,7,18,8,15,9,0,0,0,12,11,1,1,2,0,1,2,1,5,0,5,0,7,14,6,0,0,0,0,0,4,8,1,0,1,5,0,0,0,4,0,1,2,0,0,4,2,0,0,5,0
67,0,0,0,0,0,0,2,0,4,3,2,0,0,1,1,4,0,3,0,0,5,5,8,0,2,0,0,0,0,0,0,0,3,4,0,7,15,5,0,0,0,0,1,0,0,0,0,0,0,8,8,1,9,0,13,20,10,0,0,3,0,7,14,6,0,2,5,0,5,0,0,0,5,8,16,6,12,7,0,0,2,8,11,1,0,2,0,0,0,0,2,0,3,0,4,11,6,0,0,0,0,0,0,4,0,0,0,5,0,0,0,2,0,1,0,0,0,0,2,0,0,3
68,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,2,0,0,4,5,7,0,1,0,0,0,0,0,0,0,1,3,0,7,12,4,0,0,0,0,0,0,5,0,0,0,0,6,6,0,8,3,12,19,9,0,0,2,0,6,13,6,0,1,3,5,4,1,0,0,2,6,14,4,11,5,0,0,1,9,10,0,0,2,0,0,0,0,0,0,2,0,2,16,6,0,0,5,0,0,0,3,0,0,0,3,0,0,0,0,5,0,1,0,0,1,2,0,0
69,0,2,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,4,7,0,0,0,0,0,0,0,5,0,0,2,5,5,11,2,0,0,0,0,0,0,10,0,0,0,0,5,5,0,7,2,11,18,8,0,0,1,0,5,13,5,0,0,3,4,6,0,0,0,0,5,13,3,10,4,0,0,3,9,9,0,0,1,0,0,0,0,0,0,1,0,6,15,5,5,0,10,0,0,0,1,0,0,0,0,0,5,0,0,4,2,0,0,2,6,1,5
70,0,1,2,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,0,3,0,0,2,2,4,8,0,0,0,0,0,5,0,9,0,0,0,0,4,4,0,6,1,10,16,7,0,0,0,0,5,11,4,0,5,2,5,5,0,0,0,0,3,12,2,8,2,0,1,2,8,8,0,0,1,0,0,0,0,0,0,0,5,5,14,5,10,0,9,0,0,0,0,0,0,0,0,0,2,5,0,5,1,0,1,2,4,1
71,0,0,0,4,7,0,7,2,7,0,2,1,0,0,0,0,0,7,0,0,0,0,0,0,1,3,5,2,0,0,2,0,0,1,3,0,0,0,4,0,7,0,0,2,2,0,4,2,7,2,1,0,7,1,2,2,8,3,8,18,8,0,2,2,0,3,11,2,0,12,2,7,5,0,1,0,1,2,13,3,6,0,0,1,0,8,5,0,0,0,2,0,2,0,2,0,0,5,7,13,4,9,0,6,2,0,0,0,1,0,0,0,0,1,12,2,2,0,0,0,0,3
72,0,0,0,2,6,6,7,5,9,5,2,3,0,0,0,0,0,7,7,0,0,0,0,0,0,1,2,7,2,0,2,0,0,1,1,1,0,0,2,0,0,7,0,2,4,1,0,6,0,9,3,0,7,4,0,4,4,10,1,10,17,7,2,4,0,0,3,9,1,7,12,4,7,1,1,0,1,0,3,13,3,3,0,0,0,0,5,2,0,0,2,0,2,0,2,1,0,0,7,6,12,3,6,0,8,0,0,0,1,0,0,0,0,0,8,12,2,0,0,0,0,0
73,0,0,0,0,0,4,2,8,1,10,2,1,4,1,1,0,1,0,7,7,1,0,0,0,0,0,5,0,3,0,0,3,0,0,1,2,0,8,0,10,4,0,3,0,0,1,0,0,7,0,8,4,0,5,5,0,1,1,11,1,7,18,8,0,3,1,0,4,6,0,4,8,0,15,5,2,0,0,0,3,14,4,0,0,0,0,0,5,1,1,0,3,0,0,0,6,0,0,0,5,3,10,3,5,0,16,6,0,0,2,0,0,8,0,0,5,12,2,0,0,1,0
74,0,0,0,0,0,0,5,0,9,0,10,12,2,1,0,0,0,2,0,3,4,2,0,0,1,1,2,5,1,1,0,0,1,0,0,0,0,0,8,0,12,3,0,3,0,0,0,0,0,7,10,5,5,0,2,5,0,1,1,11,1,8,18,8,0,0,2,0,2,7,0,4,9,5,25,15,3,0,0,0,4,10,3,1,0,1,0,0,1,0,1,0,3,0,0,2,4,0,0,0,3,1,6,0,5,6,13,7,0,0,0,0,0,6,1,0,2,8,1,0,0,0
75,0,0,0,3,3,0,1,2,1,6,0,10,9,0,0,0,0,1,0,0,0,3,0,0,0,0,0,5,4,0,4,0,0,8,0,0,0,0,3,5,2,10,0,3,6,0,0,0,0,3,7,7,6,1,0,2,5,0,0,4,8,0,8,18,8,0,0,0,0,3,6,3,3,6,15,22,22,12,7,0,0,0,9,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,0,3,0,2,3,12,14,4,0,0,0,0,7,0,0,0,7,0,0,0
76,0,0,0,0,3,1,1,0,3,0,6,10,7,6,0,0,0,1,0,0,0,1,1,0,1,1,2,0,6,2,0,1,0,0,7,0,0,0,0,2,7,1,8,0,3,4,0,0,0,0,13,4,8,3,0,0,2,5,0,0,2,5,0,8,14,5,1,0,0,1,2,6,4,2,16,12,22,20,12,6,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,4,12,11,1,0,0,0,1,6,0,0,0,5,0,0
77,0,0,0,6,6,2,3,0,2,0,1,6,7,4,3,0,0,2,0,0,0,0,0,0,0,1,0,8,0,5,8,0,0,3,0,4,0,0,6,0,0,5,0,14,6,2,3,1,0,6,3,10,6,5,0,1,1,3,2,6,0,0,6,1,5,11,5,0,0,2,1,8,6,0,6,13,15,21,23,13,3,0,0,0,7,0,0,0,0,0,1,0,6,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,7,9,8,0,0,0,2,1,3,0,0,0,2,0
78,0,0,0,2,8,5,9,1,7,0,2,2,4,5,2,3,0,7,2,0,0,0,0,0,0,0,0,2,8,0,7,6,0,1,3,0,3,0,2,2,0,0,4,4,16,6,1,5,0,2,7,1,17,7,3,2,3,3,1,4,5,0,2,8,0,3,11,3,0,7,2,3,8,2,1,4,14,14,22,23,13,1,0,0,0,7,0,0,0,0,2,0,2,3,2,0,0,1,2,0,0,0,0,0,2,0,0,0,1,6,6,7,0,0,7,2,0,0,0,0,0,1
79,0,0,0,0,0,7,3,14,4,12,2,0,7,9,10,0,8,0,10,4,5,0,0,2,0,0,0,0,0,4,0,12,5,0,4,8,0,4,0,3,1,3,0,1,6,14,5,0,10,0,0,12,7,15,12,2,0,0,8,0,0,10,0,0,9,5,1,16,6,0,4,0,0,9,0,6,4,10,12,18,28,18,6,0,2,0,8,2,1,5,0,7,0,0,0,1,0,0,0,1,0,0,2,1,0,3,5,0,0,0,8,5,8,0,0,4,4,2,0,0,5,0
80,0,0,0,0,0,0,4,5,11,6,8,0,2,9,11,6,2,5,2,15,6,2,0,5,0,0,0,0,0,0,1,2,11,1,2,6,7,0,1,0,2,3,0,0,0,5,13,3,2,7,0,2,9,5,17,8,0,0,2,5,0,2,6,0,4,11,2,6,15,5,0,1,0,0,5,2,2,1,6,8,20,33,23,11,5,0,4,13,6,3,1,2,4,0,0,0,0,0,0,0,0,0,5,6,0,0,5,2,0,0,5,7,5,7,0,0,9,9,0,0,2,4
81,0,0,0,3,3,0,1,1,6,8,6,8,0,0,6,9,3,3,3,5,12,5,0,0,4,0,0,3,0,0,3,0,1,18,8,0,5,4,3,0,0,0,0,3,3,0,4,13,3,5,7,0,3,5,7,17,8,0,0,5,2,0,2,6,0,1,10,0,5,16,6,3,0,0,0,2,9,0,8,4,10,21,32,22,10,4,0,3,10,3,3,0,5,0,0,0,0,0,0,0,0,0,0,2,6,0,0,4,9,0,0,4,4,3,8,0,0,5,8,0,0,1
82,0,0,0,0,0,1,0,2,0,7,5,5,9,1,1,1,10,0,3,3,6,8,1,0,0,0,4,0,0,0,0,4,0,8,18,9,0,13,3,11,4,0,0,0,0,0,0,3,14,4,4,8,0,1,6,7,14,5,1,0,1,3,0,0,5,1,0,11,1,6,13,3,0,8,0,1,0,5,0,3,5,11,20,28,22,12,3,0,2,11,1,4,0,3,0,4,0,0,0,0,0,0,0,0,0,14,4,0,1,10,0,0,12,2,0,5,0,0,2,6,1,0
83,0,0,0,0,0,0,0,5,0,5,4,2,10,14,6,0,6,8,3,5,8,2,4,3,0,0,0,1,0,0,0,5,3,0,11,23,13,3,10,4,10,7,0,0,0,0,0,0,8,11,1,9,6,0,6,3,4,11,10,0,0,6,0,0,1,10,0,5,9,0,3,10,0,1,5,5,0,0,2,0,8,7,10,16,30,20,13,5,1,7,8,6,1,0,0,0,2,0,0,0,0,0,2,1,0,4,19,9,0,0,12,2,2,10,0,0,7,2,0,1,11,1
84,0,0,0,6,6,0,2,0,7,0,6,4,0,7,11,5,0,8,6,0,2,8,0,1,3,0,0,6,1,0,6,0,4,6,1,11,22,12,9,6,2,8,6,6,6,0,0,1,0,14,11,1,11,3,0,7,4,5,8,16,6,0,7,1,0,0,10,0,4,11,1,9,10,0,1,2,8,0,3,1,0,5,7,10,20,30,20,10,2,0,8,5,12,2,1,0,0,1,1,0,0,0,0,0,2,0,9,19,12,2,2,11,1,1,12,2,0,4,2,0,1,10
85,0,0,0,3,9,5,1,0,1,4,0,6,1,0,4,9,2,1,6,2,0,1,5,0,0,2,0,3,5,0,3,3,0,11,4,1,10,19,15,6,5,0,5,9,9,4,0,0,0,4,14,8,2,7,0,0,7,4,2,11,13,3,0,7,0,0,0,7,0,5,10,4,8,7,0,0,9,5,7,1,0,0,4,6,10,19,27,17,7,0,0,5,8,8,2,0,0,0,1,0,0,0,0,0,0,0,0,9,26,16,4,1,8,0,2,11,1,0,3,1,0,0
86,0,0,0,0,0,8,3,6,0,6,1,0,11,6,5,0,14,4,4,8,7,0,0,7,0,0,1,0,0,1,0,8,2,1,14,9,0,11,16,16,6,8,0,2,6,7,3,0,5,0,4,19,9,0,12,2,0,4,9,1,7,18,8,0,8,5,0,5,5,0,2,7,0,9,4,5,0,5,2,3,6,2,0,0,8,9,20,29,19,12,2,5,2,6,5,1,0,0,0,0,0,0,2,1,0,1,5,0,16,24,18,8,2,6,0,1,13,3,0,2,6,0
87,0,0,0,0,0,0,8,0,6,0,8,0,1,7,2,13,4,14,4,0,4,9,0,0,9,2,0,0,2,0,0,0,7,0,4,10,8,1,10,11,13,3,7,0,1,4,6,5,0,4,0,9,19,9,2,14,4,2,0,8,0,8,20,10,0,4,7,0,3,5,0,1,9,0,8,0,3,0,3,10,0,2,2,2,0,10,10,17,25,15,14,4,4,0,8,2,0,8,2,0,0,0,0,0,3,0,0,7,6,12,20,17,7,0,6,0,3,9,3,0,0,5
88,0,0,0,3,3,0,1,5,1,3,0,8,0,0,4,3,10,5,12,2,0,3,6,0,0,8,1,3,0,0,3,0,0,14,4,1,9,5,4,7,10,11,1,10,3,0,3,6,2,3,4,0,10,15,6,4,14,4,0,3,5,0,10,20,10,0,3,4,0,4,4,3,0,6,0,5,7,0,7,1,7,0,1,1,0,0,7,7,14,22,15,11,7,0,0,7,0,0,8,1,0,0,0,0,0,0,0,0,14,4,10,19,14,5,1,5,0,0,8,2,0,0
89,0,1,0,0,3,3,0,0,5,0,3,1,4,0,0,6,0,10,3,9,0,7,3,3,7,7,6,1,10,0,0,0,0,4,12,2,1,5,5,0,5,8,9,1,10,2,0,3,2,2,4,0,0,8,11,6,4,14,4,0,1,1,0,10,17,7,7,0,3,0,5,4,10,0,7,0,4,5,0,9,0,4,1,8,0,7,0,4,4,10,22,12,11,5,0,0,6,2,0,8,0,0,0,0,0,0,0,7,4,10,1,10,15,13,5,2,2,0,1,8,0,0
90,0,0,0,0,0,2,1,5,0,10,0,0,6,9,5,0,11,1,13,5,14,4,3,5,0,3,6,3,0,6,0,5,0,0,7,17,7,2,2,6,0,8,4,6,0,8,1,0,8,0,0,9,0,0,13,8,3,4,19,9,0,6,0,0,11,22,12,12,2,1,0,2,0,11,1,12,2,0,2,0,14,4,1,0,10,0,8,2,5,9,12,27,17,9,2,0,0,2,0,0,6,0,2,1,0,1,5,0,4,2,12,2,11,13,11,2,4,4,0,0,13,3
91,0,0,0,0,0,0,1,0,4,0,7,0,0,4,7,0,1,10,3,10,4,10,1,0,1,0,5,3,0,0,3,0,2,0,0,7,14,8,0,3,8,0,4,1,3,0,5,0,0,5,0,0,8,0,3,10,5,0,9,16,6,0,3,0,1,10,18,10,9,1,0,0,0,1,8,2,9,0,0,0,4,11,1,0,0,6,0,5,0,3,6,17,24,14,6,4,0,0,0,0,0,3,0,0,0,1,0,1,0,19,9,9,3,8,12,7,0,1,0,0,3,10
92,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,7,0,6,4,18,8,0,1,0,3,3,0,0,0,0,0,0,0,5,10,6,0,0,5,0,2,0,3,0,2,0,0,3,0,0,5,0,0,7,2,0,7,14,4,0,0,0,0,10,14,10,7,1,0,0,0,0,4,0,7,0,0,0,1,11,1,0,0,2,0,1,0,0,7,15,21,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,15,7,5,3,6,12,3,0,1,0,0,1
93,0,0,0,0,0,0,0,5,0,5,0,0,10,5,5,0,11,1,3,9,5,2,8,20,10,0,0,0,0,0,0,5,0,0,3,5,0,6,7,7,0,3,1,0,0,0,2,0,7,0,0,8,0,0,10,0,0,4,7,0,4,19,9,0,1,5,0,15,12,8,4,0,0,1,0,5,1,0,4,0,5,2,1,7,3,0,1,4,1,6,0,5,5,13,18,10,1,0,0,0,0,0,2,1,0,1,5,0,0,0,11,14,8,3,1,3,14,5,0,0,5,0
94,0,1,0,0,0,0,0,0,4,0,4,0,0,8,3,3,1,10,0,2,7,4,2,10,19,9,0,0,0,0,0,0,5,0,0,1,5,0,5,4,5,0,2,0,0,5,0,1,0,6,0,0,7,0,0,9,0,0,2,6,0,9,18,8,0,0,4,5,20,11,9,3,0,0,0,0,3,0,0,2,0,4,3,0,6,2,0,0,4,0,5,0,4,4,12,16,15,5,0,0,5,0,0,2,0,0,0,4,0,0,1,11,11,13,3,2,4,13,6,0,0,5
95,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,7,0,0,7,12,2,10,19,9,0,0,0,0,0,0,2,0,0,0,1,0,1,1,2,0,0,0,0,3,0,0,0,4,0,0,4,0,0,6,0,0,0,4,0,8,15,5,0,0,0,10,18,11,7,3,0,0,0,0,1,0,0,0,0,4,3,0,6,0,0,0,0,0,1,0,1,2,9,16,14,4,0,0,3,0,0,0,0,0,0,1,0,0,1,7,11,11,3,0,3,13,4,0,0
96,0,0,0,0,0,0,0,5,0,5,0,0,7,5,5,0,7,0,3,9,5,0,3,14,4,9,18,8,0,0,0,5,0,0,5,5,0,1,0,1,0,4,0,0,0,0,0,0,5,0,0,9,0,0,9,0,0,3,5,0,0,9,0,5,16,10,0,5,0,8,15,8,3,4,0,5,0,0,0,0,5,2,0,0,5,0,7,2,1,5,0,5,0,0,0,1,7,12,11,3,0,0,5,1,0,1,5,0,0,0,2,0,2,5,9,8,5,2,3,12,9,0
97,0,1,0,0,0,0,0,0,5,0,5,1,0,3,1,7,0,7,0,0,5,12,2,4,21,11,8,18,15,5,0,0,5,0,0,1,5,0,1,0,0,0,2,0,0,0,0,0,0,5,1,0,9,0,0,9,0,0,0,5,0,0,9,0,6,12,17,7,4,0,9,15,15,5,5,0,4,0,0,2,0,2,3,7,0,12,2,4,0,0,5,0,5,0,0,0,0,9,12,11,2,0,0,2,1,0,0,12,2,0,0,2,0,1,5,10,5,2,3,3,8,9
98,0,5,3,0,0,2,0,0,0,2,0,4,0,0,0,1,4,0,5,0,0,6,12,2,11,22,12,8,19,14,5,0,2,4,0,0,3,2,0,0,0,0,0,2,0,1,2,0,0,0,4,0,0,8,0,0,8,0,0,0,4,0,0,8,0,3,13,14,8,4,5,9,16,12,4,2,0,3,0,0,0,0,7,4,4,2,10,0,2,0,0,2,0,4,0,0,1,0,8,14,12,4,0,0,1,0,0,2,11,1,0,2,0,1,1,10,7,2,7,5,0,10
99,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,3,10,1,10,19,9,9,15,11,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,6,0,0,5,0,0,0,2,0,0,7,0,3,11,13,5,3,2,7,14,9,2,0,0,0,0,0,0,0,5,2,2,1,8,0,0,0,0,0,13,3,0,0,0,0,7,13,11,2,0,0,0,0,0,1,6,0,0,0,0,0,0,8,5,1,6,3,0
100,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,18,8,19,14,7,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,3,9,5,0,0,1,0,10,0,1,0,0,3,0,1,10,12,4,2,0,4,12,5,0,10,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,3,12,2,0,0,0,0,6,12,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,0,2,2
101,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,4,1,0,0,4,0,5,0,8,15,9,16,15,7,0,1,1,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,1,0,0,4,6,2,0,1,0,0,11,1,0,5,1,0,1,1,7,10,1,0,0,2,13,3,0,7,0,1,4,0,0,4,0,5,4,5,6,0,1,0,0,2,11,2,0,0,0,0,6,16,13,3,0,1,0,0,0,4,3,0,0,0,0,4,4,3,4,1,2
102,0,0,0,6,6,0,2,0,3,0,2,0,0,0,0,0,0,3,0,0,1,1,0,0,4,0,3,6,8,14,15,13,14,10,0,0,0,0,6,0,0,0,0,6,13,3,0,1,0,7,0,0,3,0,0,5,7,3,0,7,0,1,12,2,0,2,1,0,0,3,7,16,6,0,0,3,16,6,3,6,0,0,4,0,0,4,0,2,1,2,7,0,7,0,1,1,10,1,1,0,0,0,6,13,14,4,0,1,3,0,0,3,0,0,2,0,0,1,4,2,1,0
103,0,0,0,1,7,5,2,0,2,0,6,2,0,0,0,2,0,2,1,0,0,1,0,0,0,4,0,4,6,7,15,12,12,14,8,0,0,0,1,3,0,0,0,1,7,12,2,6,0,1,7,0,2,0,0,6,11,13,3,1,6,0,7,18,8,0,2,0,0,2,2,8,16,6,0,0,6,15,6,5,3,0,0,4,0,0,1,0,0,0,8,4,1,4,6,0,0,12,7,0,0,0,0,3,19,11,1,0,1,0,0,0,0,0,2,1,0,0,0,3,0,0
104,0,1,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,3,5,6,13,12,10,13,6,0,0,0,0,1,0,0,0,0,12,12,2,4,0,0,5,0,1,0,0,5,10,11,2,0,4,0,8,18,8,0,0,5,0,3,1,7,13,4,0,0,5,13,4,3,2,1,0,3,0,0,0,0,0,0,6,3,0,3,4,5,2,11,7,5,0,0,0,9,16,9,0,0,0,0,0,0,5,0,3,0,0,1,0,1,0
105,0,1,1,0,0,0,7,0,0,0,0,1,0,0,0,2,0,0,0,0,0,7,0,0,7,7,0,2,7,1,5,3,13,11,8,9,6,0,0,0,0,0,0,0,0,2,12,12,2,4,1,0,5,0,0,0,0,5,6,11,1,0,4,0,8,14,15,5,0,5,1,3,8,3,14,4,0,0,4,15,5,0,3,8,0,10,0,0,0,0,0,0,6,1,0,1,3,7,2,11,6,5,0,0,0,6,12,16,6,0,0,0,0,0,5,1,0,0,1,1,0,1
106,0,0,0,3,2,0,7,5,7,0,2,1,0,0,0,0,0,7,0,0,0,0,5,0,0,7,6,2,2,6,3,3,3,14,11,6,8,2,2,0,0,0,0,2,2,0,2,14,10,4,5,0,7,2,0,2,2,2,3,8,10,0,2,6,0,6,14,13,4,7,5,3,3,4,4,12,5,0,1,5,13,3,0,3,5,0,7,0,0,0,2,0,2,3,3,0,0,3,9,1,10,5,2,0,2,0,4,12,17,7,0,0,0,0,7,5,0,0,0,0,0,0
107,0,5,2,0,3,4,0,4,5,4,0,1,0,0,0,0,0,0,5,0,0,1,0,2,1,1,5,6,3,1,6,0,5,4,12,8,8,5,2,0,0,0,0,0,2,3,2,4,11,10,3,2,0,6,0,0,1,1,0,3,7,7,0,1,4,0,7,11,14,4,12,5,4,0,3,2,11,4,0,1,3,10,8,1,0,6,0,4,0,0,0,0,0,1,2,1,1,0,2,11,2,12,2,0,0,0,0,5,11,13,4,2,0,1,0,12,2,0,5,2,0,2
108,0,2,10,1,0,8,3,0,3,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,4,6,2,0,5,5,4,3,11,13,6,4,0,0,0,0,0,0,2,8,1,3,10,8,2,1,0,5,0,0,0,0,0,2,6,6,0,1,3,0,6,11,13,6,11,5,2,0,2,1,10,3,0,0,2,12,8,0,0,6,0,4,0,0,0,0,0,0,0,1,0,0,7,11,7,11,2,0,0,0,0,4,8,12,9,0,0,0,2,11,1,2,10,1,5
