,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
52,0,0,0,5,0,0,0,0,9,0,0,15,5,1,8,0,0,0,0,3,0,11,1,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,11,1,0,4,5,0,0,3,0,6,0,0,0,0,7,0,0,0,0,0,8,0,0,6,0,0,0,9,0,7,17,15,5,0,7,1,4,0,0,0,0,0,0,8,0,0,1,3,0,0,0,0,0,0,0,2,0,3,21,11,6,3,0,5,9,6,0,0,0,7,0,0,0,17,7,0,4,0,0,0,0,0,3,0
53,0,0,0,1,4,0,0,0,1,8,1,5,13,6,0,6,0,0,0,5,2,1,12,2,2,0,0,5,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,4,12,2,0,5,5,0,0,3,0,5,0,0,0,1,6,0,0,0,0,0,9,0,0,4,0,0,0,8,1,7,17,12,10,1,6,0,1,0,0,0,0,0,0,9,0,0,2,1,0,0,0,0,0,0,0,2,0,11,22,12,5,4,0,4,8,5,0,0,0,6,0,0,7,16,6,0,3,0,0,0,0,0,0
54,0,0,0,0,0,8,0,0,0,0,6,0,13,11,3,0,3,0,0,0,4,0,2,10,1,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,8,0,0,0,2,11,1,0,4,4,0,0,1,0,2,0,0,0,0,3,2,0,0,0,0,7,0,0,3,0,0,0,6,0,7,19,10,8,0,5,2,0,4,0,0,0,0,0,8,8,0,1,9,0,0,0,0,0,0,0,0,1,10,19,9,3,3,0,3,7,4,0,2,0,14,4,0,6,13,4,0,2,2,0,0,0,4
55,0,0,0,0,0,8,7,0,0,0,0,2,4,10,6,4,0,3,0,0,0,0,0,0,9,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,6,0,0,0,2,8,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,7,1,1,3,0,0,0,2,0,9,16,7,4,0,6,1,8,0,0,0,0,0,0,12,5,1,5,4,0,0,0,0,0,0,0,0,0,7,15,6,4,0,0,3,7,5,1,0,4,12,2,0,3,9,0,0,3,3,0,1,8
56,0,0,0,0,0,0,5,6,0,0,0,0,0,3,12,3,1,0,5,0,2,0,0,0,0,6,0,3,2,0,2,0,0,1,1,6,2,2,0,0,0,0,7,8,0,0,0,2,7,0,2,0,0,0,0,0,0,2,0,1,2,0,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,8,15,9,4,0,3,0,9,0,2,0,0,0,2,11,2,0,7,6,0,0,0,2,0,1,0,0,2,6,14,4,5,2,0,0,4,2,0,0,3,9,3,0,3,11,1,0,0,2,0,0
57,0,0,0,0,0,0,0,4,5,0,0,0,0,0,5,9,0,0,2,4,2,0,0,0,0,0,4,0,5,0,2,1,0,1,2,7,8,4,0,0,0,0,0,9,5,0,0,0,1,4,2,2,0,0,0,0,0,0,1,1,3,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,17,9,1,0,0,1,9,2,0,0,0,0,1,8,0,2,9,4,0,0,2,0,1,0,0,2,1,5,11,5,7,0,0,0,1,1,0,0,0,10,2,0,5,7,0,0,0,0,0
58,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,6,0,2,1,6,0,0,0,0,0,0,3,0,2,0,2,1,6,7,3,9,10,1,0,0,0,0,0,7,5,0,3,0,0,6,2,1,0,0,0,0,0,0,7,0,3,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,10,0,0,6,1,8,0,0,0,0,0,0,6,0,1,7,1,0,0,0,6,0,0,0,1,1,2,17,7,4,0,0,0,0,0,0,0,6,9,2,2,2,4,0,0,0,0
59,0,0,0,0,0,4,0,0,0,3,0,0,8,0,0,0,0,6,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,4,5,2,8,12,2,0,8,0,0,0,5,4,0,1,0,0,4,0,0,0,0,0,0,0,0,4,2,1,7,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,22,12,4,0,4,0,5,0,0,8,0,0,8,3,0,1,6,1,0,0,0,3,0,0,0,0,0,7,16,6,3,0,2,0,8,0,0,0,3,7,1,1,4,3,0,0,4
60,0,0,0,0,0,0,0,0,0,0,3,8,0,8,0,0,0,0,4,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,12,2,0,6,0,8,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,15,5,0,0,0,0,0,8,0,0,0,8,0,2,0,0,0,10,18,8,2,0,3,8,5,0,0,8,0,0,7,2,0,0,3,0,0,0,8,3,0,0,0,0,0,6,12,2,0,0,0,0,6,8,0,0,3,5,0,0,0,1,0,0
61,0,0,0,0,0,0,0,0,0,0,0,11,5,0,7,0,0,0,0,4,0,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,8,0,0,5,8,8,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,15,5,0,0,0,0,8,5,0,0,8,5,0,2,0,0,0,6,14,6,2,0,11,8,1,0,0,4,0,0,6,0,0,0,2,0,0,8,8,2,0,0,0,0,0,2,8,0,0,0,0,0,14,6,0,0,1,1,0,0,0,0,0
62,0,1,2,5,0,0,0,2,5,0,5,1,9,10,0,4,0,0,0,1,4,0,13,9,1,0,0,1,0,0,0,5,1,0,0,0,0,0,0,1,2,6,2,0,5,13,5,0,5,0,0,1,2,1,3,0,0,2,5,0,0,0,0,0,0,13,17,7,0,0,0,0,7,10,1,0,4,6,5,2,0,0,0,4,14,7,2,1,16,6,0,5,0,2,0,0,4,0,0,0,0,0,0,13,8,1,5,0,0,0,0,0,5,0,0,0,2,4,14,5,1,0,0,0,0,2,0,0
63,0,0,0,2,3,0,0,0,2,1,0,13,3,9,9,0,1,0,0,0,0,12,3,13,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,1,8,5,9,2,0,1,0,0,0,2,1,0,0,0,2,3,0,0,0,0,8,3,11,13,3,0,0,8,0,7,10,9,0,4,6,3,0,0,0,0,4,14,6,10,6,12,3,0,1,0,1,0,0,0,0,0,0,0,8,3,12,6,1,1,0,0,0,0,0,2,0,0,0,10,4,12,5,0,0,0,0,0,0,0
64,0,2,0,0,1,0,0,0,0,0,1,3,10,3,17,7,0,0,0,0,0,2,12,5,9,0,0,0,8,0,8,0,2,4,0,2,0,0,0,0,0,0,0,12,2,8,1,7,2,0,1,2,0,2,4,0,0,0,0,1,11,1,0,0,0,8,2,7,9,0,0,0,4,0,9,9,4,0,4,6,1,0,0,0,0,6,22,12,10,2,9,3,0,0,8,9,0,0,0,8,0,0,0,8,11,11,6,0,0,0,0,0,0,0,1,0,0,0,9,3,14,5,0,0,0,0,0,0
65,0,2,1,0,0,0,0,0,0,0,0,0,0,10,11,13,3,0,0,0,0,0,2,14,4,4,0,0,8,4,8,8,2,1,3,2,2,0,0,0,0,0,0,8,11,2,4,0,7,0,0,3,1,2,4,0,0,0,0,0,9,10,0,0,0,0,7,0,3,5,0,0,0,4,2,8,4,2,0,4,4,0,0,0,0,2,14,21,12,6,0,9,0,0,8,16,6,0,0,8,4,0,0,0,16,10,11,2,0,0,0,0,0,0,0,0,0,0,0,8,5,14,4,0,0,0,0,0
66,0,0,0,1,0,0,0,0,0,0,0,8,0,0,9,7,10,0,0,0,0,8,0,4,10,1,1,0,0,5,3,8,8,0,0,0,0,0,0,0,0,0,0,0,16,11,1,1,0,3,0,0,1,1,2,1,0,0,0,0,0,7,8,0,8,0,0,3,0,0,2,8,0,0,4,10,5,4,2,0,1,1,0,0,0,0,4,22,21,11,3,0,5,0,0,7,13,3,0,0,4,2,8,0,6,14,10,7,0,0,0,0,0,0,0,0,0,8,0,0,8,4,10,1,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,5,4,7,0,0,0,8,8,0,0,7,0,1,0,0,4,3,8,6,0,0,0,0,0,0,0,0,0,0,8,16,7,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,5,6,8,8,0,0,0,0,0,10,5,0,0,12,7,5,4,0,0,0,0,0,0,0,0,12,22,17,8,3,0,2,0,0,4,9,0,0,0,2,10,8,0,4,14,6,5,0,0,0,0,0,0,0,0,8,6,0,0,6,0,7,0,0,0,0
68,0,2,0,0,0,0,0,0,0,0,0,0,5,5,8,0,1,0,7,0,0,0,8,10,0,0,3,0,9,0,8,4,5,7,5,2,0,0,0,0,0,0,0,8,0,8,12,5,0,0,0,3,0,2,3,0,0,0,0,0,8,0,0,5,5,8,7,0,0,0,0,0,6,5,2,2,7,5,5,4,0,0,0,0,0,2,8,2,12,18,14,8,0,0,10,8,0,0,5,8,0,0,1,10,16,6,4,10,5,5,0,0,0,0,0,0,0,0,7,5,2,0,2,0,3,0,0,0
69,0,0,2,0,0,0,5,0,0,4,0,0,0,3,1,9,0,2,0,7,0,0,0,5,15,5,1,3,0,8,0,6,1,2,4,2,0,0,0,0,1,0,0,0,4,0,12,9,3,5,0,0,3,0,0,2,1,0,0,0,0,4,0,0,1,3,8,11,1,1,1,0,0,4,2,0,0,7,3,2,1,0,5,0,0,0,0,4,2,16,17,12,9,0,0,6,9,5,1,1,13,3,0,0,6,13,4,5,7,2,9,4,1,0,0,0,0,0,0,4,2,0,4,0,1,3,1,0
70,0,0,0,0,0,1,1,4,0,2,1,0,0,0,0,6,7,3,0,0,5,0,0,0,6,13,8,0,0,0,4,0,2,0,0,1,0,0,0,0,5,0,0,0,0,1,2,9,6,4,3,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,2,10,16,6,4,0,0,0,0,0,0,0,4,1,0,0,1,6,0,0,0,0,1,6,15,14,17,8,0,0,9,10,8,0,3,10,0,0,0,3,10,9,2,5,4,11,9,0,0,0,0,0,0,0,0,0,2,2,5,0,8,2
71,0,1,2,5,0,0,0,3,9,0,7,1,0,5,0,0,5,5,3,1,0,5,5,1,0,3,11,9,0,0,0,9,1,2,0,0,1,0,0,1,0,3,2,0,0,5,0,1,14,4,4,4,2,1,1,0,0,9,5,0,0,0,0,1,0,5,2,0,7,13,4,4,0,5,1,0,0,1,5,4,0,0,0,0,6,1,0,0,5,0,5,20,11,15,8,0,0,7,8,8,0,3,10,5,0,0,8,7,9,2,2,1,8,5,0,0,2,0,0,0,1,0,0,0,0,7,0,5
72,0,0,0,0,2,4,0,0,1,8,0,4,9,0,2,0,0,5,4,1,0,0,3,3,0,2,3,9,6,0,0,0,7,0,0,0,0,0,2,0,0,8,1,0,0,0,4,0,4,13,3,2,2,0,0,0,0,0,7,3,0,2,0,0,0,0,3,1,0,6,13,3,1,0,3,0,2,0,0,4,3,2,0,4,0,4,0,0,0,4,8,10,19,19,12,5,0,0,7,5,7,0,0,8,2,0,0,7,5,8,1,1,0,10,2,8,0,0,0,0,0,0,0,2,0,0,6,4
73,0,0,0,0,0,2,8,0,0,6,5,0,3,6,0,4,0,2,2,3,0,0,0,0,7,0,4,2,5,4,0,0,0,4,0,0,0,0,0,1,2,0,7,0,0,0,5,0,0,8,10,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,8,3,2,8,9,1,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,5,3,5,12,18,15,8,7,4,2,3,9,4,0,0,4,0,0,2,4,2,13,6,3,0,7,1,7,0,0,0,0,0,5,0,4,0,2,6
74,0,0,0,0,0,1,3,7,0,2,3,1,0,0,2,5,2,3,0,0,1,0,0,0,1,5,3,2,0,3,0,0,0,0,1,0,0,0,0,0,6,1,0,3,0,0,2,2,0,1,6,6,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2,13,8,5,4,7,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,2,4,0,10,11,14,11,11,8,7,0,4,6,0,0,0,0,0,5,0,2,4,15,11,1,0,6,0,3,0,0,0,0,2,3,5,3,5,3
75,0,0,0,1,0,0,1,3,8,0,3,3,0,1,0,0,4,1,2,5,0,1,1,0,0,0,4,8,0,0,1,1,0,0,0,0,0,0,0,5,0,4,1,0,3,1,0,0,3,0,0,5,6,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,3,11,7,5,3,8,0,0,0,5,1,0,0,0,0,0,6,0,0,0,1,0,0,5,0,8,9,12,10,11,7,5,0,3,6,1,0,0,1,0,4,0,1,5,13,8,0,0,6,0,2,0,0,0,0,0,1,5,1,2
76,0,0,0,0,0,0,5,1,1,12,2,0,2,0,0,1,0,5,0,2,2,0,0,0,5,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,1,5,0,0,8,0,0,5,3,0,0,1,0,3,0,0,0,0,0,0,0,1,4,1,4,12,3,4,1,5,0,0,0,3,0,0,0,5,0,0,3,0,0,0,5,0,0,6,0,4,5,13,15,12,3,10,0,0,4,0,0,0,2,0,1,4,5,6,10,5,0,0,2,0,0,0,0,4,0,1,1,6,0
77,0,0,0,0,0,0,0,4,0,2,11,1,0,1,2,0,0,0,7,0,4,0,0,0,0,2,0,0,6,1,2,0,0,1,1,6,2,2,0,0,0,4,0,6,0,0,0,5,0,0,10,0,0,5,3,0,0,0,0,4,2,0,1,2,0,0,0,0,1,0,2,9,0,3,1,2,0,0,0,5,0,0,0,2,1,0,5,0,0,0,3,0,0,4,2,6,3,10,13,14,4,11,1,0,6,0,0,0,3,2,0,0,2,3,9,3,0,0,3,0,0,2,0,1,0,0,0,3
78,0,0,0,0,0,0,0,0,3,0,1,8,0,0,3,0,0,0,2,6,2,1,0,0,0,0,0,0,2,3,3,1,0,1,2,7,8,4,0,0,0,0,3,2,3,0,0,0,4,0,2,10,0,0,5,0,0,0,0,1,6,2,1,3,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,2,5,0,0,0,3,1,2,2,0,0,0,2,0,0,6,4,4,0,8,15,11,5,8,0,2,5,0,0,1,5,0,0,0,0,2,7,2,0,1,2,0,2,0,0,0,0,0,0
79,0,0,0,0,0,1,1,0,0,5,0,0,7,0,0,8,0,3,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,5,6,2,0,5,0,0,0,0,0,2,0,0,5,0,0,9,0,0,3,5,0,0,0,0,3,0,0,0,0,0,2,5,5,3,0,0,3,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,2,0,0,7,0,0,2,7,5,3,5,16,8,1,5,0,0,2,5,0,0,7,2,5,0,0,1,6,0,0,0,0,0,4,0,5,0,5,1
80,0,0,0,1,0,0,1,1,1,0,6,0,0,8,0,0,7,0,2,5,0,4,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,4,3,7,0,3,0,0,0,1,0,0,1,0,4,0,0,8,0,0,1,5,1,0,0,0,2,0,0,1,0,0,0,3,4,3,0,1,2,0,0,5,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,5,0,0,1,7,4,1,6,15,8,2,3,0,1,0,4,0,0,6,0,2,0,0,1,6,0,0,0,0,0,1,0,5,0,2
81,0,0,0,0,0,0,0,0,1,0,0,4,0,0,7,0,0,5,2,1,7,0,4,1,0,0,0,0,7,0,0,0,1,6,6,1,2,2,1,2,4,0,2,0,0,0,0,3,0,0,2,4,0,0,8,0,0,0,5,7,0,0,6,4,0,0,0,0,0,0,1,2,0,0,1,0,0,0,5,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,12,13,8,1,2,0,0,6,6,0,0,3,0,1,0,0,0,12,2,0,2,0,0,0,0,2,0
82,0,0,0,0,0,4,0,0,0,0,0,0,12,2,0,6,0,0,4,0,0,4,0,2,0,2,0,0,0,4,0,0,0,0,4,4,0,1,4,0,1,12,2,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,3,4,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,5,0,4,0,4,0,0,0,0,8,0,0,8,0,1,0,0,0,2,2,2,9,11,5,0,0,0,0,5,5,0,0,5,0,9,0,0,2,9,0,0,1,2,0,0,0,6
83,0,2,0,0,0,0,0,0,0,0,0,0,2,12,10,0,2,0,0,2,0,0,4,2,0,0,0,0,8,0,12,2,2,0,0,6,4,0,0,2,0,2,11,10,0,0,0,0,0,0,0,2,0,4,2,0,1,0,0,0,11,3,1,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,3,2,12,2,0,0,0,8,0,0,16,8,0,0,0,8,0,1,1,9,19,9,0,0,0,0,1,1,0,0,4,0,8,0,0,1,11,1,0,0,0,0,0,0
84,0,0,2,1,0,0,0,0,1,0,1,0,0,3,10,8,0,1,0,5,1,0,1,3,2,0,0,5,0,7,2,13,3,1,0,0,5,3,0,5,0,0,2,9,10,1,0,0,1,0,0,0,2,0,3,1,0,1,1,0,1,9,2,0,0,5,1,0,0,0,0,0,0,1,0,2,0,5,1,0,0,0,0,0,0,2,2,12,3,0,0,1,6,0,6,14,7,0,0,0,8,0,1,2,9,18,10,0,0,0,0,0,0,0,0,2,0,8,0,0,1,10,0,0,0,0,0,0
85,0,0,0,2,0,0,0,0,0,0,0,9,0,0,2,6,5,0,0,0,3,9,0,1,0,0,0,0,4,0,6,3,13,3,0,0,0,3,0,0,1,0,0,1,17,10,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,7,0,8,0,3,0,0,0,0,8,0,0,1,8,0,0,5,0,0,0,0,0,0,0,1,10,12,2,0,0,0,3,0,5,11,3,0,0,0,6,8,1,1,8,18,8,0,0,0,0,0,0,0,0,0,8,6,0,0,0,6,0,0,0,0,0
86,0,0,0,0,0,0,5,0,0,4,0,0,8,0,0,3,5,6,0,0,0,0,7,0,6,0,1,0,0,3,0,4,3,10,0,0,0,0,0,0,1,0,0,0,7,15,14,4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,6,0,7,1,1,1,0,7,0,0,0,5,0,0,2,0,0,5,0,0,0,0,0,8,16,6,0,1,0,0,0,6,16,6,0,5,0,2,6,0,0,8,19,9,0,4,4,1,0,0,0,0,0,5,3,0,0,4,3,1,0,1,0
87,0,0,0,1,0,0,0,5,1,0,5,0,0,9,0,0,2,4,5,5,0,0,1,6,0,3,0,6,0,0,1,1,3,2,9,0,0,0,0,5,0,0,0,0,0,8,14,12,5,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,6,0,5,0,0,1,0,8,0,0,0,10,1,0,0,0,0,2,0,0,0,0,1,7,14,7,0,0,0,0,0,6,15,5,0,4,0,3,4,0,1,9,18,8,0,3,2,0,0,0,0,0,0,4,2,0,0,1,1,1,0,0
88,0,0,0,0,0,0,4,0,2,6,0,1,0,0,5,2,0,4,1,4,2,0,0,0,10,0,5,0,2,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,13,10,9,9,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,11,2,7,2,0,0,0,5,0,0,0,7,0,0,0,4,0,0,0,0,0,0,6,6,11,9,0,0,0,2,4,8,11,9,0,0,0,0,1,0,3,8,15,13,5,5,0,0,0,0,0,0,0,1,0,5,0,3,0,3,0
89,0,0,5,2,0,0,0,9,2,1,8,0,0,2,0,4,1,0,3,1,3,0,2,0,0,7,0,5,0,1,0,2,0,0,0,0,4,0,0,0,0,5,5,0,0,2,3,12,12,9,8,0,6,0,0,0,0,7,2,0,0,0,0,0,0,2,6,1,10,1,6,0,0,2,0,3,0,0,2,6,0,0,0,2,0,0,0,0,2,0,4,8,10,7,0,0,0,2,3,7,11,8,0,2,0,0,3,0,2,7,14,12,4,2,0,0,5,0,0,0,0,0,0,2,0,8,0,1
90,0,0,0,2,0,1,1,0,6,4,0,4,0,0,0,5,2,4,0,1,0,0,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,4,1,0,0,4,2,9,13,7,4,0,2,0,0,5,0,4,0,0,0,0,0,0,0,1,8,6,15,5,2,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,4,0,1,13,9,3,0,3,1,5,0,8,8,4,0,0,0,0,8,0,0,9,16,17,7,0,0,0,1,0,0,0,0,2,0,7,0,13,3
91,0,1,2,5,1,0,0,3,5,3,9,0,2,5,0,0,4,0,4,1,1,0,5,1,0,0,0,11,1,0,0,5,1,0,0,0,0,0,0,1,0,3,2,4,1,5,0,3,7,7,13,8,6,1,3,0,0,7,5,4,0,0,0,0,0,5,2,0,5,5,13,5,1,5,1,0,0,2,5,0,0,0,0,0,1,1,0,0,5,0,2,5,3,11,9,3,0,1,0,5,0,8,8,9,0,0,5,0,8,0,0,6,13,13,6,0,2,0,1,0,1,0,0,0,0,9,3,10
92,0,0,1,3,4,0,0,0,4,4,4,9,0,3,3,0,0,3,0,9,0,1,1,4,1,0,0,5,9,0,0,1,4,0,0,0,0,0,0,5,0,0,3,0,4,2,4,0,4,7,6,12,8,5,0,2,0,0,8,4,2,0,0,0,0,1,5,1,0,3,4,13,4,2,4,1,0,5,3,4,0,0,0,0,0,0,0,0,1,4,0,3,3,1,9,7,2,0,0,0,5,0,8,9,7,0,1,3,0,7,0,0,4,10,12,4,0,2,0,0,0,0,0,0,0,0,7,0
93,0,0,5,3,2,2,0,5,2,3,6,2,7,2,2,2,0,0,2,0,8,0,3,1,4,0,0,0,4,8,0,2,1,3,0,0,0,0,0,0,4,0,5,2,0,6,1,3,2,4,6,6,17,8,5,0,1,5,2,7,3,0,0,0,0,2,6,4,0,0,2,3,12,6,2,2,0,0,7,2,3,0,0,0,0,0,0,0,2,0,2,2,2,1,0,8,6,2,0,0,0,4,0,10,8,6,2,0,2,0,6,0,0,1,9,10,9,0,1,0,0,0,0,0,0,5,0,5
94,0,0,0,3,0,1,7,0,3,6,1,2,1,5,0,3,1,1,0,2,0,4,0,0,6,1,1,0,0,3,4,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,10,0,1,7,1,3,7,14,5,4,1,1,3,0,3,0,0,0,0,0,2,10,5,1,1,0,2,10,3,0,0,0,0,4,0,0,5,0,0,0,0,0,0,6,0,0,3,1,0,0,9,11,3,0,5,0,0,0,6,5,4,3,0,0,4,10,1,0,0,8,10,5,0,0,0,0,4,0,1,0,6,0
95,0,1,2,5,2,0,0,9,5,0,11,1,0,6,5,0,2,0,1,1,2,0,9,1,0,2,0,2,0,0,3,9,1,0,0,0,0,0,0,1,0,0,5,0,1,5,0,9,5,0,7,2,5,8,15,5,1,3,6,3,0,2,0,0,0,5,2,0,7,2,0,1,0,7,11,3,0,1,5,0,3,0,0,2,0,1,0,0,5,0,4,5,0,1,1,0,0,7,9,3,0,5,0,5,0,5,10,1,3,0,0,1,7,0,0,0,10,10,5,0,1,0,0,0,0,3,0,3
96,0,0,0,0,1,3,1,0,6,7,1,7,0,0,2,10,0,5,0,0,0,0,0,5,2,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,1,0,0,7,0,6,6,0,3,1,1,5,13,10,0,0,3,0,0,0,0,0,0,4,4,5,12,5,0,0,0,3,7,1,0,0,3,0,1,1,1,0,0,0,0,0,7,0,1,10,0,0,0,3,1,10,5,4,0,1,0,1,0,2,15,5,1,2,2,6,5,0,0,0,6,7,1,0,0,2,0,5,0,8,1
97,0,0,0,0,0,0,2,0,0,4,6,0,4,0,0,0,23,13,2,0,0,0,0,0,4,0,0,4,0,13,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,3,0,2,0,0,18,11,9,0,0,0,0,0,0,0,0,0,2,2,3,10,2,13,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,2,0,6,4,1,0,0,0,0,0,5,12,2,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,4,0,6
98,0,0,0,1,0,0,0,2,1,0,5,6,0,5,0,0,13,22,12,7,0,0,1,0,0,1,0,5,2,3,11,4,0,0,1,0,0,0,0,5,0,0,3,0,0,1,0,0,4,0,4,2,0,1,0,8,16,11,10,0,0,0,0,0,0,1,0,0,0,0,2,10,3,14,4,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,5,0,0,0,1,0,6,3,1,1,0,0,1,0,4,11,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0
99,0,7,0,1,0,0,0,0,3,0,1,5,4,1,7,0,3,11,22,12,7,0,1,8,0,0,0,0,7,0,5,12,11,1,0,1,0,0,0,0,1,0,0,5,0,1,0,0,1,1,0,11,2,7,8,0,6,16,12,10,2,1,0,0,0,1,1,0,0,0,0,2,8,4,21,11,0,0,8,1,0,0,0,0,0,7,2,0,1,0,0,1,1,0,2,7,0,0,0,3,0,6,3,2,3,0,1,0,0,4,8,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0
100,0,0,6,0,11,1,0,0,0,0,0,0,2,3,0,3,0,1,10,21,11,5,0,0,5,0,0,0,0,3,0,4,10,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,10,0,5,4,0,6,15,11,9,0,0,0,0,0,0,0,0,0,0,0,0,7,11,19,9,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,2,1,13,3,0,0,0,1,5,0,0,10,0,0,0,0,10,0,8,0,0,0,0,0,0
101,0,0,0,3,1,11,5,0,0,5,0,0,0,0,0,2,1,2,0,9,18,8,2,0,4,2,2,0,0,0,0,0,1,7,7,0,0,0,0,0,2,0,0,0,0,0,5,0,0,4,0,0,0,7,0,3,6,0,5,12,7,5,0,0,0,0,0,5,2,2,2,0,0,0,4,9,16,8,0,0,3,0,4,0,0,0,0,2,0,5,0,0,2,0,0,0,3,8,2,0,4,0,0,1,0,3,10,5,0,0,5,6,7,0,0,9,0,0,0,0,7,0,13,3,2,0,2,0
102,0,0,0,0,0,2,8,2,0,0,1,0,2,0,0,0,0,0,1,0,8,15,5,0,0,19,9,0,0,0,0,0,0,0,4,4,0,0,15,5,0,4,0,0,0,0,0,2,0,0,3,0,0,0,3,0,1,3,0,2,7,4,2,0,0,0,0,0,3,0,1,0,0,0,0,1,24,14,4,0,0,18,8,5,0,0,0,0,0,0,7,0,0,4,0,0,0,0,7,0,0,1,0,0,0,0,0,8,2,0,0,2,4,22,12,2,6,0,0,0,0,6,3,28,18,6,0,3
103,0,0,0,0,0,0,0,7,2,0,0,0,0,2,0,0,0,0,7,0,7,6,15,5,0,9,19,9,0,0,0,0,0,2,2,6,11,7,5,14,4,0,3,0,0,0,0,1,2,0,7,3,0,0,0,0,0,0,3,2,2,8,6,9,0,0,0,0,0,1,0,0,0,0,0,0,14,23,14,11,1,8,15,5,7,0,0,0,0,0,0,7,0,0,4,0,0,0,0,7,0,2,0,0,0,0,0,0,10,9,0,0,0,12,21,11,1,4,2,0,0,7,3,18,26,17,7,0
104,0,0,0,0,0,8,0,0,4,2,0,0,4,0,0,1,0,0,0,4,0,3,5,11,4,1,9,16,6,0,0,0,0,0,0,0,2,7,8,4,15,8,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,1,4,2,5,0,0,0,1,1,1,0,0,0,0,0,4,11,20,10,8,2,7,23,13,3,0,0,0,0,4,0,8,4,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,6,9,0,1,2,9,25,15,3,0,0,0,0,7,8,19,24,18,15
